uniref90,taxa,RPK
UniRef90_N2B2Y0,g__Parabacteroides.s__Parabacteroides_goldsteinii,407.0
UniRef90_A5ZYU0,unclassified,400.74291138769996
UniRef90_R9D7R0,unclassified,396.52087210540003
UniRef90_A5ZYU6,unclassified,385.2261532267
UniRef90_N2B7I2,g__Parabacteroides.s__Parabacteroides_goldsteinii,384.0
UniRef90_N2ANK6,g__Parabacteroides.s__Parabacteroides_goldsteinii,382.0
UniRef90_Q4YDI1,unclassified,377.91826237550003
UniRef90_Q89YG2,g__Parabacteroides.s__Parabacteroides_goldsteinii,377.0
UniRef90_Q7R7J7,unclassified,370.5724643689
UniRef90_Q4YIR0,unclassified,361.3325880293
UniRef90_N2ARM6,g__Parabacteroides.s__Parabacteroides_goldsteinii,361.0
UniRef90_W8YEK8,unclassified,354.0
UniRef90_J3QMT9,unclassified,352.4577400714
UniRef90_UPI000156186B,unclassified,350.0469100285
UniRef90_K6A1M8,g__Parabacteroides.s__Parabacteroides_goldsteinii,350.0
UniRef90_W6U045,unclassified,348.492308364
UniRef90_Q7R7N2,unclassified,346.42158663
UniRef90_Q7R7B9,unclassified,346.0707137882
UniRef90_UPI00019656B7,unclassified,342.5661681607
UniRef90_A7VEM4,unclassified,342.4253240678
UniRef90_D6SEF8,unclassified,338.0527567198
UniRef90_UPI00019660E0,unclassified,333.062947173
UniRef90_N2B579,g__Parabacteroides.s__Parabacteroides_goldsteinii,332.0
UniRef90_D5GZ89,unclassified,331.81631940110003
UniRef90_A5Z511,unclassified,330.346352176
UniRef90_K6AGA7,g__Parabacteroides.s__Parabacteroides_goldsteinii,328.0
UniRef90_N1ZD63,g__Clostridium.s__Clostridium_sp_ASF356,327.0
UniRef90_Q4YJW7,unclassified,323.2515789182
UniRef90_A0A009X8S5,unclassified,321.4374329024
UniRef90_Q7R856,unclassified,320.6073148338
UniRef90_A5Z319,unclassified,320.1397055254
UniRef90_Q8CCG8,unclassified,315.7956811995
UniRef90_K5ZGQ2,g__Parabacteroides.s__Parabacteroides_goldsteinii,312.0
UniRef90_A7B8Q0,unclassified,311.807193621
UniRef90_J3KMP5,unclassified,305.2454280903
UniRef90_D6D3M1,g__Parabacteroides.s__Parabacteroides_goldsteinii,304.0
UniRef90_K5Z9H7,g__Parabacteroides.s__Parabacteroides_goldsteinii,301.0
UniRef90_Q4YIL0,unclassified,300.625131833
UniRef90_K6ABH1,g__Parabacteroides.s__Parabacteroides_goldsteinii,300.0
UniRef90_K6A2J2,g__Parabacteroides.s__Parabacteroides_goldsteinii,299.0
UniRef90_N2BB15,g__Parabacteroides.s__Parabacteroides_goldsteinii,298.0
UniRef90_A8SIA6,unclassified,297.6058064604
UniRef90_K6A3R9,g__Parabacteroides.s__Parabacteroides_goldsteinii,297.0
UniRef90_N2AV24,g__Parabacteroides.s__Parabacteroides_goldsteinii,296.0
UniRef90_K5Z5Q7,g__Parabacteroides.s__Parabacteroides_goldsteinii,295.0
UniRef90_K5YVX5,g__Parabacteroides.s__Parabacteroides_goldsteinii,294.0
UniRef90_Q4Y9G9,unclassified,293.9602045453
UniRef90_N2ASE1,g__Parabacteroides.s__Parabacteroides_goldsteinii,289.0
UniRef90_K6AQ86,g__Parabacteroides.s__Parabacteroides_goldsteinii,287.0
UniRef90_G1Q1K5,unclassified,285.9991305799
UniRef90_K6AUG3,g__Parabacteroides.s__Parabacteroides_goldsteinii,285.0
UniRef90_K6ABM3,g__Parabacteroides.s__Parabacteroides_goldsteinii,284.0
UniRef90_K5Z5U6,g__Parabacteroides.s__Parabacteroides_goldsteinii,283.0
UniRef90_N2AMN3,g__Parabacteroides.s__Parabacteroides_goldsteinii,283.0
UniRef90_D7UYD2,unclassified,282.26723096439997
UniRef90_K5YW19,g__Parabacteroides.s__Parabacteroides_goldsteinii,282.0
UniRef90_N2AUV6,g__Parabacteroides.s__Parabacteroides_goldsteinii,282.0
UniRef90_A4EB57,unclassified,281.46333933709997
UniRef90_K5Y2J7,g__Parabacteroides.s__Parabacteroides_goldsteinii,280.0
UniRef90_K5ZX03,g__Parabacteroides.s__Parabacteroides_goldsteinii,280.0
UniRef90_G1Q6C2,unclassified,279.4725450505
UniRef90_K6A450,g__Parabacteroides.s__Parabacteroides_goldsteinii,279.0
UniRef90_K6A6I2,g__Parabacteroides.s__Parabacteroides_goldsteinii,279.0
UniRef90_E1WS00,g__Parabacteroides.s__Parabacteroides_goldsteinii,278.0
UniRef90_K6AGC0,g__Parabacteroides.s__Parabacteroides_goldsteinii,278.0
UniRef90_Q7R849,unclassified,276.1760329979
UniRef90_K5YC15,g__Parabacteroides.s__Parabacteroides_goldsteinii,275.0
UniRef90_N2B5L7,g__Parabacteroides.s__Parabacteroides_goldsteinii,275.0
UniRef90_B7R8V5,unclassified,274.163076638
UniRef90_K6A5F1,g__Parabacteroides.s__Parabacteroides_goldsteinii,274.0
UniRef90_K5YXC8,g__Parabacteroides.s__Parabacteroides_goldsteinii,273.0
UniRef90_K5YN09,g__Parabacteroides.s__Parabacteroides_goldsteinii,272.0
UniRef90_UPI0002487685,unclassified,271.6203170115
UniRef90_Q4YIV1,unclassified,270.8726930664
UniRef90_K5Z5T7,g__Parabacteroides.s__Parabacteroides_goldsteinii,270.0
UniRef90_B0NWG2,unclassified,269.78324004169997
UniRef90_Q7R846,unclassified,269.2517621377
UniRef90_N2B0G6,g__Parabacteroides.s__Parabacteroides_goldsteinii,269.0
UniRef90_K5ZA95,g__Parabacteroides.s__Parabacteroides_goldsteinii,267.0
UniRef90_K5ZRL7,g__Parabacteroides.s__Parabacteroides_goldsteinii,267.0
UniRef90_K6AGP0,g__Parabacteroides.s__Parabacteroides_goldsteinii,266.0
UniRef90_Q64WK2,g__Parabacteroides.s__Parabacteroides_goldsteinii,266.0
UniRef90_UPI00036D18AF,unclassified,265.43807611740004
UniRef90_K5ZHV1,g__Parabacteroides.s__Parabacteroides_goldsteinii,265.0
UniRef90_K6ARH6,g__Parabacteroides.s__Parabacteroides_goldsteinii,263.0
UniRef90_N2BBM3,g__Parabacteroides.s__Parabacteroides_goldsteinii,263.0
UniRef90_N1ZHM2,g__Clostridium.s__Clostridium_sp_ASF356,262.0
UniRef90_N2ASG6,g__Parabacteroides.s__Parabacteroides_goldsteinii,260.0
UniRef90_K5Z996,g__Parabacteroides.s__Parabacteroides_goldsteinii,256.0
UniRef90_K5ZYR5,g__Parabacteroides.s__Parabacteroides_goldsteinii,256.0
UniRef90_K5ZTE6,g__Parabacteroides.s__Parabacteroides_goldsteinii,255.0
UniRef90_K5ZZ20,g__Parabacteroides.s__Parabacteroides_goldsteinii,254.0
UniRef90_D6D372,g__Parabacteroides.s__Parabacteroides_goldsteinii,253.0
UniRef90_K6AHA0,g__Parabacteroides.s__Parabacteroides_goldsteinii,253.0
UniRef90_K5YR74,g__Parabacteroides.s__Parabacteroides_goldsteinii,252.0
UniRef90_N2B1F9,g__Parabacteroides.s__Parabacteroides_goldsteinii,252.0
UniRef90_K6AKX9,g__Parabacteroides.s__Parabacteroides_goldsteinii,250.0
UniRef90_Q4YJX9,unclassified,249.04040125240002
UniRef90_K5ZNM3,g__Parabacteroides.s__Parabacteroides_goldsteinii,249.0
UniRef90_B0NEX9,unclassified,247.3772921174
UniRef90_K5YTU9,g__Parabacteroides.s__Parabacteroides_goldsteinii,247.0
UniRef90_H4BMF2,unclassified,246.897219954
UniRef90_Q4YI71,unclassified,246.80541539619998
UniRef90_K5Y8K4,g__Parabacteroides.s__Parabacteroides_goldsteinii,246.0
UniRef90_K5YY47,g__Parabacteroides.s__Parabacteroides_goldsteinii,246.0
UniRef90_Q7PD06,unclassified,245.6409850075
UniRef90_K5YRT2,g__Parabacteroides.s__Parabacteroides_goldsteinii,245.0
UniRef90_K5YYH3,g__Parabacteroides.s__Parabacteroides_goldsteinii,245.0
UniRef90_K5ZPC3,g__Parabacteroides.s__Parabacteroides_goldsteinii,244.0
UniRef90_N2AIP5,g__Parabacteroides.s__Parabacteroides_goldsteinii,243.0
UniRef90_R9HR76,g__Parabacteroides.s__Parabacteroides_goldsteinii,242.0
UniRef90_E9RZN0,unclassified,241.0
UniRef90_S0GNF1,g__Parabacteroides.s__Parabacteroides_goldsteinii,241.0
UniRef90_K5ZI68,g__Parabacteroides.s__Parabacteroides_goldsteinii,239.0
UniRef90_N1ZD44,g__Clostridium.s__Clostridium_sp_ASF356,239.0
UniRef90_N2B988,g__Parabacteroides.s__Parabacteroides_goldsteinii,239.0
UniRef90_K5YN04,g__Parabacteroides.s__Parabacteroides_goldsteinii,238.0
UniRef90_N2AT77,g__Parabacteroides.s__Parabacteroides_goldsteinii,238.0
UniRef90_G1Q0M0,unclassified,236.46543205630002
UniRef90_K6A1W5,g__Parabacteroides.s__Parabacteroides_goldsteinii,234.0
UniRef90_K6AQ22,g__Parabacteroides.s__Parabacteroides_goldsteinii,234.0
UniRef90_N2ASG7,g__Parabacteroides.s__Parabacteroides_goldsteinii,233.0
UniRef90_UPI0001FD331E,unclassified,231.1731139198
UniRef90_K5ZLW5,g__Parabacteroides.s__Parabacteroides_goldsteinii,231.0
UniRef90_R0CI69,unclassified,230.6728941914
UniRef90_G5SSJ0,g__Parabacteroides.s__Parabacteroides_goldsteinii,229.0
UniRef90_N1Z584,g__Clostridium.s__Clostridium_sp_ASF356,229.0
UniRef90_N2B1G0,g__Parabacteroides.s__Parabacteroides_goldsteinii,229.0
UniRef90_Q4YDJ6,unclassified,227.13362057630002
UniRef90_D6D2V9,g__Parabacteroides.s__Parabacteroides_goldsteinii,227.0
UniRef90_K5ZYE4,g__Parabacteroides.s__Parabacteroides_goldsteinii,227.0
UniRef90_K6A739,g__Parabacteroides.s__Parabacteroides_goldsteinii,227.0
UniRef90_K6AUB9,g__Parabacteroides.s__Parabacteroides_goldsteinii,226.0
UniRef90_N2AY44,g__Parabacteroides.s__Parabacteroides_goldsteinii,226.0
UniRef90_W2CMU2,unclassified,224.5061008555
UniRef90_K6ARN5,g__Parabacteroides.s__Parabacteroides_goldsteinii,224.0
UniRef90_K5ZUN2,g__Parabacteroides.s__Parabacteroides_goldsteinii,223.0
UniRef90_N2AZK4,g__Parabacteroides.s__Parabacteroides_goldsteinii,223.0
UniRef90_K6AEI6,g__Parabacteroides.s__Parabacteroides_goldsteinii,222.0
UniRef90_K5ZTD3,g__Parabacteroides.s__Parabacteroides_goldsteinii,221.0
UniRef90_K6AGJ4,g__Parabacteroides.s__Parabacteroides_goldsteinii,221.0
UniRef90_N2ALB9,g__Parabacteroides.s__Parabacteroides_goldsteinii,221.0
UniRef90_K6A2W1,g__Parabacteroides.s__Parabacteroides_goldsteinii,220.0
UniRef90_N2BB76,g__Parabacteroides.s__Parabacteroides_goldsteinii,220.0
UniRef90_D4CI50,unclassified,219.7115122919
UniRef90_K6A3K1,g__Parabacteroides.s__Parabacteroides_goldsteinii,219.0
UniRef90_A6L260,g__Parabacteroides.s__Parabacteroides_goldsteinii,218.0
UniRef90_K5ZVC8,g__Parabacteroides.s__Parabacteroides_goldsteinii,218.0
UniRef90_K6AUK0,g__Parabacteroides.s__Parabacteroides_goldsteinii,218.0
UniRef90_R6XBD7,g__Parabacteroides.s__Parabacteroides_goldsteinii,218.0
UniRef90_K5ZPH1,g__Parabacteroides.s__Parabacteroides_goldsteinii,217.0
UniRef90_N2AS70,g__Parabacteroides.s__Parabacteroides_goldsteinii,217.0
UniRef90_K5ZEN9,g__Parabacteroides.s__Parabacteroides_goldsteinii,216.0
UniRef90_K5ZHC4,g__Parabacteroides.s__Parabacteroides_goldsteinii,216.0
UniRef90_N2B5B5,g__Parabacteroides.s__Parabacteroides_goldsteinii,216.0
UniRef90_A6BKY7,unclassified,214.53510826439998
UniRef90_K6AMA0,g__Parabacteroides.s__Parabacteroides_goldsteinii,214.0
UniRef90_Q650D2,g__Parabacteroides.s__Parabacteroides_goldsteinii,214.0
UniRef90_Q7R7L5,unclassified,213.00101388060003
UniRef90_N2BE30,g__Parabacteroides.s__Parabacteroides_goldsteinii,213.0
UniRef90_Q4YJ79,unclassified,212.0100888668
UniRef90_K6ALV9,g__Parabacteroides.s__Parabacteroides_goldsteinii,212.0
UniRef90_N1ZJP8,g__Clostridium.s__Clostridium_sp_ASF356,212.0
UniRef90_N2AN11,g__Parabacteroides.s__Parabacteroides_goldsteinii,212.0
UniRef90_N2B002,g__Parabacteroides.s__Parabacteroides_goldsteinii,212.0
UniRef90_N2BCN2,g__Parabacteroides.s__Parabacteroides_goldsteinii,211.0
UniRef90_N2AMG6,g__Parabacteroides.s__Parabacteroides_goldsteinii,209.0
UniRef90_N2B6J8,g__Parabacteroides.s__Parabacteroides_goldsteinii,209.0
UniRef90_K5YM02,g__Parabacteroides.s__Parabacteroides_goldsteinii,208.0
UniRef90_J3QK61,unclassified,207.5277090993
UniRef90_N2ATS2,g__Parabacteroides.s__Parabacteroides_goldsteinii,207.0
UniRef90_A6L9K3,g__Parabacteroides.s__Parabacteroides_goldsteinii,206.0
UniRef90_N1ZLP5,g__Clostridium.s__Clostridium_sp_ASF356,206.0
UniRef90_N1ZLN7,g__Clostridium.s__Clostridium_sp_ASF356,205.0
UniRef90_N2AU03,g__Parabacteroides.s__Parabacteroides_goldsteinii,205.0
UniRef90_N2AZ86,g__Parabacteroides.s__Parabacteroides_goldsteinii,205.0
UniRef90_R9HNY2,g__Parabacteroides.s__Parabacteroides_goldsteinii,205.0
UniRef90_K5Z1A3,g__Parabacteroides.s__Parabacteroides_goldsteinii,203.0
UniRef90_K5ZHN8,g__Parabacteroides.s__Parabacteroides_goldsteinii,203.0
UniRef90_N2AWR5,g__Parabacteroides.s__Parabacteroides_goldsteinii,203.0
UniRef90_K5ZHC5,g__Parabacteroides.s__Parabacteroides_goldsteinii,202.0
UniRef90_K6A3I5,g__Parabacteroides.s__Parabacteroides_goldsteinii,201.0
UniRef90_K6A9D2,g__Parabacteroides.s__Parabacteroides_goldsteinii,201.0
UniRef90_K6ATV0,g__Parabacteroides.s__Parabacteroides_goldsteinii,201.0
UniRef90_A5ZQM3,unclassified,200.29892824520002
UniRef90_K5YYE5,g__Parabacteroides.s__Parabacteroides_goldsteinii,200.0
UniRef90_K5Z729,g__Parabacteroides.s__Parabacteroides_goldsteinii,200.0
UniRef90_K5ZHM4,g__Parabacteroides.s__Parabacteroides_goldsteinii,200.0
UniRef90_N2AJJ2,g__Parabacteroides.s__Parabacteroides_goldsteinii,200.0
UniRef90_K5Y5X9,g__Parabacteroides.s__Parabacteroides_goldsteinii,199.0
UniRef90_N2B5C6,g__Parabacteroides.s__Parabacteroides_goldsteinii,199.0
UniRef90_K5ZP48,g__Parabacteroides.s__Parabacteroides_goldsteinii,198.0
UniRef90_K5ZUB2,g__Parabacteroides.s__Parabacteroides_goldsteinii,198.0
UniRef90_K5YN15,g__Parabacteroides.s__Parabacteroides_goldsteinii,197.0
UniRef90_K6A6E9,g__Parabacteroides.s__Parabacteroides_goldsteinii,197.0
UniRef90_R5DHZ7,g__Parabacteroides.s__Parabacteroides_goldsteinii,197.0
UniRef90_K5YXD8,g__Parabacteroides.s__Parabacteroides_goldsteinii,196.0
UniRef90_K5ZU12,g__Parabacteroides.s__Parabacteroides_goldsteinii,196.0
UniRef90_K6A3S9,g__Parabacteroides.s__Parabacteroides_goldsteinii,196.0
UniRef90_K6A6S7,g__Parabacteroides.s__Parabacteroides_goldsteinii,196.0
UniRef90_K6A7A5,g__Parabacteroides.s__Parabacteroides_goldsteinii,196.0
UniRef90_N2AWR0,g__Parabacteroides.s__Parabacteroides_goldsteinii,196.0
UniRef90_K5ZLZ0,g__Parabacteroides.s__Parabacteroides_goldsteinii,195.0
UniRef90_K5ZNZ5,g__Parabacteroides.s__Parabacteroides_goldsteinii,195.0
UniRef90_N2B053,g__Parabacteroides.s__Parabacteroides_goldsteinii,195.0
UniRef90_K5YTH8,g__Parabacteroides.s__Parabacteroides_goldsteinii,194.0
UniRef90_K5ZMN6,g__Parabacteroides.s__Parabacteroides_goldsteinii,194.0
UniRef90_K5ZTW4,g__Parabacteroides.s__Parabacteroides_goldsteinii,194.0
UniRef90_D6S3A2,unclassified,193.94891802130002
UniRef90_K5ZBP4,g__Parabacteroides.s__Parabacteroides_goldsteinii,193.0
UniRef90_Q5L7N5,g__Parabacteroides.s__Parabacteroides_goldsteinii,193.0
UniRef90_Q5BXX7,unclassified,192.7163106216
UniRef90_T0NDH0,unclassified,192.5689292188
UniRef90_K5Y602,g__Parabacteroides.s__Parabacteroides_goldsteinii,192.0
UniRef90_K6ALS7,g__Parabacteroides.s__Parabacteroides_goldsteinii,192.0
UniRef90_A5ZYV5,unclassified,191.5375710144
UniRef90_K5YM29,g__Parabacteroides.s__Parabacteroides_goldsteinii,191.0
UniRef90_K5ZRK1,g__Parabacteroides.s__Parabacteroides_goldsteinii,191.0
UniRef90_Q650C5,g__Parabacteroides.s__Parabacteroides_goldsteinii,191.0
UniRef90_K5YUH1,g__Parabacteroides.s__Parabacteroides_goldsteinii,190.0
UniRef90_K6A3N9,g__Parabacteroides.s__Parabacteroides_goldsteinii,190.0
UniRef90_K6A4J7,g__Parabacteroides.s__Parabacteroides_goldsteinii,190.0
UniRef90_K6A5G1,g__Parabacteroides.s__Parabacteroides_goldsteinii,190.0
UniRef90_N2B4G1,g__Parabacteroides.s__Parabacteroides_goldsteinii,190.0
UniRef90_D4VJE1,g__Parabacteroides.s__Parabacteroides_goldsteinii,189.0
UniRef90_K5YYF6,g__Parabacteroides.s__Parabacteroides_goldsteinii,188.0
UniRef90_K5ZZQ6,g__Parabacteroides.s__Parabacteroides_goldsteinii,188.0
UniRef90_K6A5V0,g__Parabacteroides.s__Parabacteroides_goldsteinii,188.0
UniRef90_K6AHT0,g__Parabacteroides.s__Parabacteroides_goldsteinii,188.0
UniRef90_I0UD96,unclassified,187.7328074127
UniRef90_E1WRX7,g__Parabacteroides.s__Parabacteroides_goldsteinii,187.0
UniRef90_K5ZUZ0,g__Parabacteroides.s__Parabacteroides_goldsteinii,187.0
UniRef90_N1ZMW5,g__Clostridium.s__Clostridium_sp_ASF356,187.0
UniRef90_N2AJ83,g__Parabacteroides.s__Parabacteroides_goldsteinii,187.0
UniRef90_N2B0Z3,g__Parabacteroides.s__Parabacteroides_goldsteinii,187.0
UniRef90_K5YZA8,g__Parabacteroides.s__Parabacteroides_goldsteinii,186.0
UniRef90_K5YTE9,g__Parabacteroides.s__Parabacteroides_goldsteinii,185.0
UniRef90_K5YVK8,g__Parabacteroides.s__Parabacteroides_goldsteinii,185.0
UniRef90_N2AV40,g__Parabacteroides.s__Parabacteroides_goldsteinii,185.0
UniRef90_N2AYN4,g__Parabacteroides.s__Parabacteroides_goldsteinii,185.0
UniRef90_A6LIG0,g__Parabacteroides.s__Parabacteroides_goldsteinii,184.0
UniRef90_K5YRE5,g__Parabacteroides.s__Parabacteroides_goldsteinii,184.0
UniRef90_K5ZNI4,g__Parabacteroides.s__Parabacteroides_goldsteinii,183.0
UniRef90_N2B692,g__Parabacteroides.s__Parabacteroides_goldsteinii,183.0
UniRef90_A6LH07,g__Parabacteroides.s__Parabacteroides_goldsteinii,182.0
UniRef90_K5YVL8,g__Parabacteroides.s__Parabacteroides_goldsteinii,182.0
UniRef90_K5ZLX4,g__Parabacteroides.s__Parabacteroides_goldsteinii,182.0
UniRef90_K5ZRM2,g__Parabacteroides.s__Parabacteroides_goldsteinii,182.0
UniRef90_K5ZZX1,g__Parabacteroides.s__Parabacteroides_goldsteinii,182.0
UniRef90_K5Z064,g__Parabacteroides.s__Parabacteroides_goldsteinii,181.0
UniRef90_K5ZHJ4,g__Parabacteroides.s__Parabacteroides_goldsteinii,181.0
UniRef90_K6ADB0,g__Parabacteroides.s__Parabacteroides_goldsteinii,181.0
UniRef90_R6IIJ1,g__Parabacteroides.s__Parabacteroides_goldsteinii,181.0
UniRef90_K5YVS1,g__Parabacteroides.s__Parabacteroides_goldsteinii,180.0
UniRef90_K5ZI26,g__Parabacteroides.s__Parabacteroides_goldsteinii,180.0
UniRef90_N1ZJC2,g__Clostridium.s__Clostridium_sp_ASF356,180.0
UniRef90_A6L8X7,unclassified,179.0
UniRef90_K5Y8H5,g__Parabacteroides.s__Parabacteroides_goldsteinii,179.0
UniRef90_K6AMX5,g__Parabacteroides.s__Parabacteroides_goldsteinii,179.0
UniRef90_N2AZW2,g__Parabacteroides.s__Parabacteroides_goldsteinii,179.0
UniRef90_N2B7Z8,g__Parabacteroides.s__Parabacteroides_goldsteinii,179.0
UniRef90_K5ZPW2,g__Parabacteroides.s__Parabacteroides_goldsteinii,178.0
UniRef90_K5ZRK0,g__Parabacteroides.s__Parabacteroides_goldsteinii,178.0
UniRef90_K6A0T5,g__Parabacteroides.s__Parabacteroides_goldsteinii,178.0
UniRef90_K5Y2C5,g__Parabacteroides.s__Parabacteroides_goldsteinii,177.0
UniRef90_K5ZZI3,g__Parabacteroides.s__Parabacteroides_goldsteinii,177.0
UniRef90_K6A1R8,g__Parabacteroides.s__Parabacteroides_goldsteinii,177.0
UniRef90_K5YIZ7,g__Parabacteroides.s__Parabacteroides_goldsteinii,176.0
UniRef90_N2B5C0,g__Parabacteroides.s__Parabacteroides_goldsteinii,176.0
UniRef90_N2AUH3,g__Parabacteroides.s__Parabacteroides_goldsteinii,175.0
UniRef90_J7TUV6,unclassified,174.50852514259998
UniRef90_N2AQD4,g__Parabacteroides.s__Parabacteroides_goldsteinii,174.0
UniRef90_N2AXP0,g__Parabacteroides.s__Parabacteroides_goldsteinii,174.0
UniRef90_Q7R7N1,unclassified,173.0490693323
UniRef90_K6AX53,g__Parabacteroides.s__Parabacteroides_goldsteinii,173.0
UniRef90_K5YVH5,g__Parabacteroides.s__Parabacteroides_goldsteinii,172.0
UniRef90_N1ZDV0,g__Clostridium.s__Clostridium_sp_ASF356,172.0
