taxa,RPK,percentage_rpk
UNMAPPED,1414049.0,89.53235843107268
g__Gammaretrovirus.s__Spleen_focus_forming_virus,15.0,0.0009497445820237419
g__Mucispirillum.s__Mucispirillum_schaedleri,619.0,0.03919279308484642
g__Parabacteroides.s__Parabacteroides_goldsteinii,27307.0,1.728978353421488
unclassified,137381.99999999854,8.698520677838955
