taxa,RPK,percentage_rpk
UNMAPPED,2026711.0,86.39732321938332
g__Betaretrovirus.s__Mouse_mammary_tumor_virus,3.0,0.0001278879769528808
g__Blautia.s__Blautia_producta,3393.0,0.1446413019337082
g__Clostridium.s__Clostridium_sp_ASF356,35989.0,1.5341868008524089
g__Gammaretrovirus.s__Murine_osteosarcoma_virus,6.0,0.0002557759539057616
g__Lactobacillus.s__Lactobacillus_murinus,1584.0,0.06752485183112106
g__Mucispirillum.s__Mucispirillum_schaedleri,6544.0,0.27896630705988396
g__Parabacteroides.s__Parabacteroides_goldsteinii,132287.0,5.639305602388581
unclassified,139286.00000001074,5.93766825262011
