taxa,RPK,percentage_rpk
UNMAPPED,2338975.0,92.72595006461944
g__Escherichia.s__Escherichia_coli,5985.0,0.23726838086629715
g__Parabacteroides.s__Parabacteroides_goldsteinii,28145.0,1.1157758695876245
unclassified,149355.00000000026,5.921005684926628
