taxa,RPK,percentage_rpk
UNMAPPED,2164110.0,96.34135157730914
g__Parabacteroides.s__Parabacteroides_goldsteinii,12099.0,0.5386205011454424
unclassified,70084.99999999968,3.1200279215454296
