taxa,RPK,percentage_rpk
UNMAPPED,1900477.0,94.00409359270634
g__Mucispirillum.s__Mucispirillum_schaedleri,2341.0,0.11579386811864892
g__Parabacteroides.s__Parabacteroides_goldsteinii,61660.0,3.049914527208839
unclassified,57217.999999999476,2.8301980119661656
