,kingdom,phylum,class,order,family,genus,species,list_form
429,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia amarae,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Gordoniaceae', 'Gordonia', 'Gordonia amarae']"
430,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia amicalis,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Gordoniaceae', 'Gordonia', 'Gordonia amicalis']"
431,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia araii,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Gordoniaceae', 'Gordonia', 'Gordonia araii']"
432,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia effusa,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Gordoniaceae', 'Gordonia', 'Gordonia effusa']"
433,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia hirsuta,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Gordoniaceae', 'Gordonia', 'Gordonia hirsuta']"
434,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia malaquae,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Gordoniaceae', 'Gordonia', 'Gordonia malaquae']"
435,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia namibiensis,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Gordoniaceae', 'Gordonia', 'Gordonia namibiensis']"
436,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia neofelifaecis,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Gordoniaceae', 'Gordonia', 'Gordonia neofelifaecis']"
437,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia otitidis,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Gordoniaceae', 'Gordonia', 'Gordonia otitidis']"
438,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia paraffinivorans,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Gordoniaceae', 'Gordonia', 'Gordonia paraffinivorans']"
439,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia phthalatica,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Gordoniaceae', 'Gordonia', 'Gordonia phthalatica']"
440,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia polyisoprenivorans,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Gordoniaceae', 'Gordonia', 'Gordonia polyisoprenivorans']"
441,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia rubripertincta,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Gordoniaceae', 'Gordonia', 'Gordonia rubripertincta']"
442,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia shandongensis,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Gordoniaceae', 'Gordonia', 'Gordonia shandongensis']"
443,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Gordoniaceae', 'Gordonia', 'Gordonia terrae']"
444,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Millisia,Millisia brevis,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Gordoniaceae', 'Millisia', 'Millisia brevis']"
445,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,,,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae']"
446,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycobacterium']"
447,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium africanum,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycobacterium', 'Mycobacterium africanum']"
448,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycobacterium', 'Mycobacterium avium']"
449,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium gordonae,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycobacterium', 'Mycobacterium gordonae']"
450,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium kansasii,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycobacterium', 'Mycobacterium kansasii']"
451,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium marinum,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycobacterium', 'Mycobacterium marinum']"
452,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium parascrofulaceum,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycobacterium', 'Mycobacterium parascrofulaceum']"
453,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. 1245111.1,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycobacterium', 'Mycobacterium sp. 1245111.1']"
454,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. 1274761.0,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycobacterium', 'Mycobacterium sp. 1274761.0']"
455,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. 360MFTsu5.1,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycobacterium', 'Mycobacterium sp. 360MFTsu5.1']"
456,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. 852002-51057_SCH5723018,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycobacterium', 'Mycobacterium sp. 852002-51057_SCH5723018']"
457,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. 852013-50091_SCH5140682,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycobacterium', 'Mycobacterium sp. 852013-50091_SCH5140682']"
458,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. GA-1199,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycobacterium', 'Mycobacterium sp. GA-1199']"
459,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. GA-2829,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycobacterium', 'Mycobacterium sp. GA-2829']"
460,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. IS-1556,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycobacterium', 'Mycobacterium sp. IS-1556']"
461,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. IS-1590,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycobacterium', 'Mycobacterium sp. IS-1590']"
462,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. JS623,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycobacterium', 'Mycobacterium sp. JS623']"
463,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. KMS,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycobacterium', 'Mycobacterium sp. KMS']"
464,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. Root265,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycobacterium', 'Mycobacterium sp. Root265']"
465,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. YC-RL4,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycobacterium', 'Mycobacterium sp. YC-RL4']"
466,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. djl-10,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycobacterium', 'Mycobacterium sp. djl-10']"
467,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium szulgai,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycobacterium', 'Mycobacterium szulgai']"
468,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium triplex,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycobacterium', 'Mycobacterium triplex']"
469,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycobacterium', 'Mycobacterium tuberculosis']"
470,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycobacteroides', 'Mycobacteroides abscessus']"
471,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacter,Mycolicibacter sinensis,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycolicibacter', 'Mycolicibacter sinensis']"
472,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycolicibacterium']"
473,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium fortuitum,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycolicibacterium', 'Mycolicibacterium fortuitum']"
474,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium gilvum,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycolicibacterium', 'Mycolicibacterium gilvum']"
475,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium hassiacum,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycolicibacterium', 'Mycolicibacterium hassiacum']"
476,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium mageritense,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycolicibacterium', 'Mycolicibacterium mageritense']"
477,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium malmesburyense,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycolicibacterium', 'Mycolicibacterium malmesburyense']"
478,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium neworleansense,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycolicibacterium', 'Mycolicibacterium neworleansense']"
479,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium phlei,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycolicibacterium', 'Mycolicibacterium phlei']"
480,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium rhodesiae,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycolicibacterium', 'Mycolicibacterium rhodesiae']"
481,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycolicibacterium', 'Mycolicibacterium smegmatis']"
482,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium sp. (ex Dasyatis americana),"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycolicibacterium', 'Mycolicibacterium sp. (ex Dasyatis americana)']"
483,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium vaccae,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycolicibacterium', 'Mycolicibacterium vaccae']"
484,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium vanbaalenii,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycolicibacterium', 'Mycolicibacterium vanbaalenii']"
485,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,,,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae']"
486,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Nocardia']"
487,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia abscessus,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Nocardia', 'Nocardia abscessus']"
488,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia asteroides,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Nocardia', 'Nocardia asteroides']"
489,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia cerradoensis,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Nocardia', 'Nocardia cerradoensis']"
490,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia crassostreae,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Nocardia', 'Nocardia crassostreae']"
491,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia cyriacigeorgica,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Nocardia', 'Nocardia cyriacigeorgica']"
492,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia farcinica,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Nocardia', 'Nocardia farcinica']"
493,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia gamkensis,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Nocardia', 'Nocardia gamkensis']"
494,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia pseudobrasiliensis,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Nocardia', 'Nocardia pseudobrasiliensis']"
495,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia sp. 348MFTsu5.1,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Nocardia', 'Nocardia sp. 348MFTsu5.1']"
496,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia sp. BMG111209,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Nocardia', 'Nocardia sp. BMG111209']"
497,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia sp. BMG51109,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Nocardia', 'Nocardia sp. BMG51109']"
498,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia sp. NRRL S-836,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Nocardia', 'Nocardia sp. NRRL S-836']"
499,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia terpenica,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Nocardia', 'Nocardia terpenica']"
500,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia uniformis,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Nocardia', 'Nocardia uniformis']"
501,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia vaccinii,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Nocardia', 'Nocardia vaccinii']"
502,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia vermiculata,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Nocardia', 'Nocardia vermiculata']"
503,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Rhodococcus']"
504,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus erythropolis,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Rhodococcus', 'Rhodococcus erythropolis']"
505,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus hoagii,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Rhodococcus', 'Rhodococcus hoagii']"
506,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus imtechensis,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Rhodococcus', 'Rhodococcus imtechensis']"
507,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus kunmingensis,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Rhodococcus', 'Rhodococcus kunmingensis']"
508,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus kyotonensis,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Rhodococcus', 'Rhodococcus kyotonensis']"
509,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus opacus,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Rhodococcus', 'Rhodococcus opacus']"
510,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus pyridinivorans,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Rhodococcus', 'Rhodococcus pyridinivorans']"
511,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus qingshengii,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Rhodococcus', 'Rhodococcus qingshengii']"
512,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus rhodnii,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Rhodococcus', 'Rhodococcus rhodnii']"
513,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus rhodochrous,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Rhodococcus', 'Rhodococcus rhodochrous']"
514,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. 008,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Rhodococcus', 'Rhodococcus sp. 008']"
515,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. 114MFTsu3.1,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Rhodococcus', 'Rhodococcus sp. 114MFTsu3.1']"
516,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. 29MFTsu3.1,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Rhodococcus', 'Rhodococcus sp. 29MFTsu3.1']"
517,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. 311R,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Rhodococcus', 'Rhodococcus sp. 311R']"
518,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. AW25M09,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Rhodococcus', 'Rhodococcus sp. AW25M09']"
519,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. DK17,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Rhodococcus', 'Rhodococcus sp. DK17']"
520,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. JVH1,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Rhodococcus', 'Rhodococcus sp. JVH1']"
521,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. P27,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Rhodococcus', 'Rhodococcus sp. P27']"
522,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. PBTS 1,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Rhodococcus', 'Rhodococcus sp. PBTS 1']"
523,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. RD6.2,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Rhodococcus', 'Rhodococcus sp. RD6.2']"
524,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus triatomae,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Rhodococcus', 'Rhodococcus triatomae']"
525,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus wratislaviensis,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Rhodococcus', 'Rhodococcus wratislaviensis']"
526,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Smaragdicoccus,Smaragdicoccus niigatensis,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Smaragdicoccus', 'Smaragdicoccus niigatensis']"
527,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Segniliparaceae,Segniliparus,,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Segniliparaceae', 'Segniliparus']"
