taxa,reads
g__Leuconostoc.s__Leuconostoc_mesenteroides,331764
g__Lactobacillus.s__Lactobacillus_sakei,13428
g__Weissella.s__Weissella_koreensis,3257
g__Leuconostoc.s__Leuconostoc_gelidum,1321
g__Leuconostoc.s__Leuconostoc_carnosum,14021
g__Leuconostoc.s__Leuconostoc_gasicomitatum,734
