taxa,reads
g__Streptomyces.s__Streptomyces_xinghaiensis,1.0
g__Sutterella.s__Sutterella_parvirubra,15.0
g__Syntrophus.s__Syntrophus_aciditrophicus,1.0
g__Talaromyces.s__Talaromyces_stipitatus,5.0
g__Tannerella.s__Tannerella_forsythia,5.0
g__Tannerella.s__Tannerella_sp_6_1_58FAA_CT1,4162.0
g__Tetrasphaera.s__Tetrasphaera_elongata,2.0
g__Thalassiosira.s__Thalassiosira_pseudonana,253.0
g__Thauera.s__Thauera_phenylacetica,9.0
g__Thauera.s__Thauera_terpenica,1.0
g__Thermosinus.s__Thermosinus_carboxydivorans,16.0
g__Thermus.s__Thermus_scotoductus,29.0
g__Thielavia.s__Thielavia_terrestris,157.0
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_AKL6,2.0
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_AKL7,3.0
g__Thiomonas.s__Thiomonas_intermedia,6.0
g__Thiorhodococcus.s__Thiorhodococcus_drewsii,18.0
g__Tistrella.s__Tistrella_mobilis,1.0
g__Variovorax.s__Variovorax_paradoxus,6.0
g__Verminephrobacter.s__Verminephrobacter_eiseniae,4.0
g__Vibrio.s__Vibrio_alginolyticus,2.0
g__Vibrio.s__Vibrio_anguillarum,1.0
g__Vibrio.s__Vibrio_cholerae,6.0
g__Vibrio.s__Vibrio_harveyi,1.0
g__Vibrio.s__Vibrio_mimicus,2.0
g__Vibrio.s__Vibrio_parahaemolyticus,2.0
g__Vibrio.s__Vibrio_scophthalmi,1.0
g__Vibrio.s__Vibrio_vulnificus,1.0
g__Weeksella.s__Weeksella_virosa,2.0
g__Wenxinia.s__Wenxinia_marina,17.0
g__Xanthomonas.s__Xanthomonas_fuscans,1.0
g__Xanthomonas.s__Xanthomonas_oryzae,6.0
g__Xanthomonas.s__Xanthomonas_sp_M97,1.0
g__Xanthomonas.s__Xanthomonas_vesicatoria,1.0
g__Xenorhabdus.s__Xenorhabdus_nematophila,1.0
g__Xylella.s__Xylella_fastidiosa,1.0
g__Yarrowia.s__Yarrowia_lipolytica,1.0
g__Zymoseptoria.s__Zymoseptoria_tritici,85.0
