taxa,reads
g__Actinomyces.s__Actinomyces_sp_oral_taxon_171,1.0
g__Actinomyces.s__Actinomyces_sp_oral_taxon_849,1.0
g__Actinomyces.s__Actinomyces_viscosus,4.0
g__Aeromonas.s__Aeromonas_aquariorum,4.0
g__Aeromonas.s__Aeromonas_caviae,1.0
g__Aeromonas.s__Aeromonas_hydrophila,27.0
g__Aeromonas.s__Aeromonas_media,1.0
g__Afipia.s__Afipia_birgiae,14.0
g__Afipia.s__Afipia_broomeae,15.0
g__Afipia.s__Afipia_clevelandensis,1.0
g__Afipia.s__Afipia_felis,1.0
g__Afipia.s__Afipia_sp_1NLS2,9.0
g__Agrobacterium.s__Agrobacterium_tumefaciens,1.0
g__Agromyces.s__Agromyces_subbeticus,1.0
g__Ajellomyces.s__Ajellomyces_capsulatus,2.0
g__Ajellomyces.s__Ajellomyces_dermatitidis,27.0
g__Alcaligenes.s__Alcaligenes_faecalis,1.0
g__Alcanivorax.s__Alcanivorax_hongdengensis,1.0
g__Alicycliphilus.s__Alicycliphilus_denitrificans,8.0
g__Alicycliphilus.s__Alicycliphilus_sp_CRZ1,1.0
g__Aliivibrio.s__Aliivibrio_logei,1.0
g__Alishewanella.s__Alishewanella_agri,1.0
g__Alistipes.s__Alistipes_onderdonkii,1.0
g__Alistipes.s__Alistipes_putredinis,30.0
g__Alkaliphilus.s__Alkaliphilus_metalliredigens,1.0
g__Alloprevotella.s__Alloprevotella_tannerae,24.0
g__Anabaena.s__Anabaena_sp_90,1.0
g__Anaerobaculum.s__Anaerobaculum_hydrogeniformans,1.0
g__Anaerococcus.s__Anaerococcus_hydrogenalis,1.0
g__Anaeromyxobacter.s__Anaeromyxobacter_sp_Fw109_5,2.0
g__Anaerostipes.s__Anaerostipes_caccae,327.0
g__Anaerostipes.s__Anaerostipes_sp_3_2_56FAA,3.0
g__Anaerotruncus.s__Anaerotruncus_colihominis,11.0
g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012,3.0
g__Anaplasma.s__Anaplasma_phagocytophilum,1.0
g__Arthroderma.s__Arthroderma_benhamiae,40.0
g__Aspergillus.s__Aspergillus_clavatus,1.0
g__Aspergillus.s__Aspergillus_flavus,10.0
g__Aspergillus.s__Aspergillus_nidulans,1.0
g__Aspergillus.s__Aspergillus_niger,43.0
g__Aspergillus.s__Aspergillus_oryzae,6.0
g__Asticcacaulis.s__Asticcacaulis_benevestitus,2.0
g__Asticcacaulis.s__Asticcacaulis_excentricus,10.0
g__Asticcacaulis.s__Asticcacaulis_sp_AC460,1.0
g__Asticcacaulis.s__Asticcacaulis_sp_YBE204,6.0
g__Azoarcus.s__Azoarcus_sp_KH32C,1.0
g__Azoarcus.s__Azoarcus_toluclasticus,1.0
g__Azospirillum.s__Azospirillum_brasilense,2.0
g__Azospirillum.s__Azospirillum_lipoferum,3.0
g__Babesia.s__Babesia_bovis,2459.0
g__Bacillus.s__Bacillus_alcalophilus,3.0
g__Bacillus.s__Bacillus_anthracis,27.0
g__Bacillus.s__Bacillus_azotoformans,19.0
g__Bacillus.s__Bacillus_cereus_thuringiensis,9.0
g__Bacillus.s__Bacillus_licheniformis,11.0
g__Bacillus.s__Bacillus_smithii,5.0
g__Bacillus.s__Bacillus_sp_17376,9.0
g__Bacillus.s__Bacillus_sp_2_A_57_CT2,38.0
g__Bacillus.s__Bacillus_sp_37MA,3.0
g__Bacillus.s__Bacillus_sp_FJAT_13831,5.0
g__Bacillus.s__Bacillus_sp_JC63,10.0
g__Bacillus.s__Bacillus_sp_WBUNB004,2.0
g__Bacillus.s__Bacillus_sp_ZYK,4.0
g__Bacillus.s__Bacillus_subtilis,4.0
g__Bacteroidales_noname.s__Bacteroidales_bacterium_ph8,1.0
g__Bacteroides.s__Bacteroides_barnesiae,18.0
g__Bacteroides.s__Bacteroides_caccae,208.0
g__Bacteroides.s__Bacteroides_cellulosilyticus,14.0
g__Bacteroides.s__Bacteroides_clarus,210.0
g__Bacteroides.s__Bacteroides_coprocola,4940.0
g__Bacteroides.s__Bacteroides_dorei,59.0
g__Bacteroides.s__Bacteroides_eggerthii,2.0
g__Bacteroides.s__Bacteroides_faecis,1.0
g__Bacteroides.s__Bacteroides_finegoldii,93.0
g__Bacteroides.s__Bacteroides_fluxus,1.0
g__Bacteroides.s__Bacteroides_fragilis,617.0
g__Bacteroides.s__Bacteroides_massiliensis,8.0
g__Bacteroides.s__Bacteroides_nordii,2.0
g__Bacteroides.s__Bacteroides_ovatus,115.0
g__Bacteroides.s__Bacteroides_plebeius,177.0
g__Bacteroides.s__Bacteroides_propionicifaciens,2.0
g__Bacteroides.s__Bacteroides_pyogenes,12.0
g__Bacteroides.s__Bacteroides_salanitronis,1.0
g__Bacteroides.s__Bacteroides_salyersiae,18.0
g__Bacteroides.s__Bacteroides_sp_1_1_30,4.0
g__Bacteroides.s__Bacteroides_sp_1_1_6,1.0
g__Bacteroides.s__Bacteroides_sp_2_1_16,5.0
g__Bacteroides.s__Bacteroides_sp_2_1_22,4.0
g__Bacteroides.s__Bacteroides_sp_2_1_33B,245.0
g__Bacteroides.s__Bacteroides_sp_2_1_56FAA,50.0
g__Bacteroides.s__Bacteroides_sp_2_1_7,2.0
g__Bacteroides.s__Bacteroides_sp_2_2_4,30.0
g__Bacteroides.s__Bacteroides_sp_3_1_19,9.0
g__Bacteroides.s__Bacteroides_sp_3_1_23,39.0
g__Bacteroides.s__Bacteroides_sp_3_1_33FAA,1046.0
g__Bacteroides.s__Bacteroides_sp_3_1_40A,1.0
g__Bacteroides.s__Bacteroides_sp_4_1_36,2.0
g__Bacteroides.s__Bacteroides_sp_4_3_47FAA,2.0
g__Bacteroides.s__Bacteroides_sp_9_1_42FAA,2.0
g__Bacteroides.s__Bacteroides_sp_D20,27.0
g__Bacteroides.s__Bacteroides_sp_D22,8.0
g__Bacteroides.s__Bacteroides_sp_HPS0048,1.0
g__Bacteroides.s__Bacteroides_stercoris,69.0
g__Bacteroides.s__Bacteroides_thetaiotaomicron,146.0
g__Bacteroides.s__Bacteroides_uniformis,2826.0
g__Bacteroides.s__Bacteroides_vulgatus,533.0
g__Bacteroides.s__Bacteroides_xylanisolvens,188.0
g__Barnesiella.s__Barnesiella_intestinihominis,109.0
g__Bergeyella.s__Bergeyella_zoohelcum,2.0
g__Bifidobacterium.s__Bifidobacterium_adolescentis,2.0
g__Bifidobacterium.s__Bifidobacterium_breve,4.0
g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum,4.0
g__Blastomonas.s__Blastomonas_sp_CACIA14H2,1.0
g__Blattabacterium.s__Blattabacterium_sp_Nauphoeta_cinerea,1.0
g__Blautia.s__Blautia_hansenii,217.0
g__Blautia.s__Blautia_hydrogenotrophica,13.0
g__Blautia.s__Blautia_producta,24116.0
g__Blautia.s__Blautia_sp_KLE_1732,54.0
g__Blautia.s__Ruminococcus_gnavus,338.0
g__Blautia.s__Ruminococcus_obeum,2794.0
g__Blautia.s__Ruminococcus_torques,449.0
g__Bordetella.s__Bordetella_petrii,2.0
g__Botryotinia.s__Botryotinia_fuckeliana,90.0
g__Brachybacterium.s__Brachybacterium_faecium,3.0
g__Brachybacterium.s__Brachybacterium_muris,1.0
g__Brachybacterium.s__Brachybacterium_paraconglomeratum,5.0
g__Bradyrhizobiaceae_noname.s__Bradyrhizobiaceae_bacterium_SG_6C,4.0
g__Bradyrhizobium.s__Bradyrhizobium_diazoefficiens,54.0
g__Bradyrhizobium.s__Bradyrhizobium_elkanii,27.0
g__Bradyrhizobium.s__Bradyrhizobium_japonicum,36.0
g__Bradyrhizobium.s__Bradyrhizobium_sp,1.0
g__Bradyrhizobium.s__Bradyrhizobium_sp_BTAi1,1.0
g__Bradyrhizobium.s__Bradyrhizobium_sp_CCGE_LA001,9.0
g__Bradyrhizobium.s__Bradyrhizobium_sp_DFCI_1,50.0
g__Bradyrhizobium.s__Bradyrhizobium_sp_ORS_278,2.0
g__Bradyrhizobium.s__Bradyrhizobium_sp_ORS_285,8.0
g__Bradyrhizobium.s__Bradyrhizobium_sp_ORS_375,1.0
g__Bradyrhizobium.s__Bradyrhizobium_sp_S23321,19.0
g__Bradyrhizobium.s__Bradyrhizobium_sp_STM_3843,2.0
g__Bradyrhizobium.s__Bradyrhizobium_sp_WSM1253,3.0
g__Bradyrhizobium.s__Bradyrhizobium_sp_WSM471,9.0
g__Bradyrhizobium.s__Bradyrhizobium_sp_YR681,2.0
g__Brevibacillus.s__Brevibacillus_brevis,1.0
g__Brevibacterium.s__Brevibacterium_casei,4.0
g__Brevundimonas.s__Brevundimonas_diminuta,1.0
g__Brevundimonas.s__Brevundimonas_sp_BAL3,4.0
g__Brucella.s__Brucella_pinnipedialis,5.0
g__Brucella.s__Brucella_sp_83_13,1.0
g__Brucella.s__Brucella_sp_F5_99,1.0
g__Brucella.s__Brucella_sp_F96_2,1.0
g__Brucella.s__Brucella_suis,15.0
g__Burkholderia.s__Burkholderia_ambifaria,1.0
g__Burkholderia.s__Burkholderia_lata,6.0
g__Burkholderia.s__Burkholderia_multivorans,5.0
g__Burkholderia.s__Burkholderia_phytofirmans,2.0
g__Burkholderia.s__Burkholderia_pseudomallei,5.0
g__Burkholderia.s__Burkholderia_sp_Ch1_1,1.0
g__Burkholderia.s__Burkholderia_sp_TJI49,5.0
g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47,2.0
g__Burkholderiales_noname.s__Burkholderiales_bacterium_JOSHI_001,9.0
g__Butyricimonas.s__Butyricimonas_synergistica,100.0
g__Butyrivibrio.s__Butyrivibrio_crossotus,1.0
g__Butyrivibrio.s__Butyrivibrio_sp_NC2007,1.0
g__Caldalkalibacillus.s__Caldalkalibacillus_thermarum,1.0
g__Caldanaerobacter.s__Caldanaerobacter_subterraneus,44.0
g__Caminibacter.s__Caminibacter_mediatlanticus,1.0
g__Campylobacter.s__Campylobacter_coli,1.0
g__Campylobacter.s__Campylobacter_jejuni,11.0
g__Candida.s__Candida_albicans,1.0
g__Candida.s__Candida_dubliniensis,1.0
g__Candida.s__Candida_tropicalis,5.0
g__Candidatus_Liberibacter.s__Candidatus_Liberibacter_solanacearum,2.0
g__Candidatus_Pelagibacter.s__Candidatus_Pelagibacter_sp_HTCC7211,2.0
g__Candidatus_Phytoplasma.s__Candidatus_Phytoplasma_australiense,1.0
g__Candidatus_Regiella.s__Candidatus_Regiella_insecticola,7.0
g__Candidatus_Sulcia.s__Candidatus_Sulcia_muelleri,1.0
g__Capnocytophaga.s__Capnocytophaga_sputigena,1.0
g__Carnobacterium.s__Carnobacterium_maltaromaticum,880.0
g__Caulobacter.s__Caulobacter_segnis,12.0
g__Caulobacter.s__Caulobacter_sp_AP07,28.0
g__Caulobacter.s__Caulobacter_sp_JGI_0001010_J14,4.0
g__Caulobacter.s__Caulobacter_sp_K31,11.0
g__Caulobacter.s__Caulobacter_vibrioides,20.0
g__Cellulomonas.s__Cellulomonas_flavigena,2.0
g__Cellulomonas.s__Cellulomonas_sp_JC225,4.0
g__Centipeda.s__Centipeda_periodontii,15.0
g__Chaetomium.s__Chaetomium_globosum,2.0
g__Chlamydia.s__Chlamydia_pneumoniae,1.0
g__Chlamydia.s__Chlamydia_psittaci,1267.0
g__Chlorobium.s__Chlorobium_phaeobacteroides,5.0
g__Chlorogloeopsis.s__Chlorogloeopsis_sp_PCC_9212,1.0
g__Chroococcidiopsis.s__Chroococcidiopsis_thermalis,2.0
g__Chryseobacterium.s__Chryseobacterium_taeanense,4.0
g__Citrobacter.s__Citrobacter_freundii,1.0
g__Citrobacter.s__Citrobacter_sp_KTE32,2.0
g__Citrobacter.s__Citrobacter_youngae,1.0
g__Clavibacter.s__Clavibacter_michiganensis,5.0
g__Clavispora.s__Clavispora_lusitaniae,10.0
g__Clostridiales_noname.s__Bacteroides_pectinophilus,2.0
g__Clostridiales_noname.s__Clostridiales_bacterium_1_7_47FAA,850.0
g__Clostridiales_noname.s__Clostridiales_genomosp_BVAB3,1.0
g__Clostridium.s__Clostridium_asparagiforme,4.0
g__Clostridium.s__Clostridium_bolteae,6368.0
g__Clostridium.s__Clostridium_botulinum,1002.0
g__Clostridium.s__Clostridium_butyricum,4.0
g__Clostridium.s__Clostridium_cellulovorans,3.0
g__Clostridium.s__Clostridium_citroniae,15.0
g__Clostridium.s__Clostridium_clostridioforme,229.0
g__Clostridium.s__Clostridium_hathewayi,66.0
g__Clostridium.s__Clostridium_hylemonae,13.0
g__Clostridium.s__Clostridium_leptum,106.0
g__Clostridium.s__Clostridium_methylpentosum,2.0
g__Clostridium.s__Clostridium_nexile,40.0
g__Clostridium.s__Clostridium_perfringens,8.0
g__Clostridium.s__Clostridium_saccharolyticum,8.0
g__Clostridium.s__Clostridium_scindens,64.0
g__Clostridium.s__Clostridium_sp_7_3_54FAA,17.0
g__Clostridium.s__Clostridium_sp_ASF356,61813.0
g__Clostridium.s__Clostridium_sp_ASF502,50.0
g__Clostridium.s__Clostridium_sp_ATCC_29733,2.0
g__Clostridium.s__Clostridium_sp_ATCC_BAA_442,27.0
g__Clostridium.s__Clostridium_sp_BL8,57.0
g__Clostridium.s__Clostridium_sp_D5,64.0
g__Clostridium.s__Clostridium_sp_HGF2,1.0
g__Clostridium.s__Clostridium_sp_KLE_1755,22.0
g__Clostridium.s__Clostridium_sp_L2_50,341.0
g__Clostridium.s__Clostridium_sp_M62_1,83.0
g__Clostridium.s__Clostridium_sp_MSTE9,7.0
g__Clostridium.s__Clostridium_sp_SS2_1,155.0
g__Clostridium.s__Clostridium_sp_SY8519,5.0
g__Clostridium.s__Clostridium_sporogenes,2.0
g__Clostridium.s__Clostridium_sporosphaeroides,2.0
g__Clostridium.s__Clostridium_symbiosum,256.0
g__Clostridium.s__Clostridium_termitidis,1.0
g__Clostridium.s__Clostridium_thermocellum,3.0
g__Clostridium.s__Clostridium_ultunense,3.0
g__Coccidioides.s__Coccidioides_immitis,2.0
g__Coccidioides.s__Coccidioides_posadasii,8.0
g__Collinsella.s__Collinsella_aerofaciens,2.0
g__Collinsella.s__Collinsella_intestinalis,1.0
g__Collinsella.s__Collinsella_stercoris,1.0
g__Coprinopsis.s__Coprinopsis_cinerea,1.0
g__Coprobacillus.s__Coprobacillus_sp_29_1,1.0
g__Coprobacillus.s__Coprobacillus_sp_D7,2.0
g__Coprococcus.s__Coprococcus_comes,17.0
g__Coprococcus.s__Coprococcus_eutactus,311.0
g__Coprococcus.s__Coprococcus_sp_HPP0048,25.0
g__Coprococcus.s__Coprococcus_sp_HPP0074,4.0
g__Corynebacterium.s__Corynebacterium_accolens,72.0
g__Corynebacterium.s__Corynebacterium_glucuronolyticum,6.0
g__Corynebacterium.s__Corynebacterium_maris,6.0
g__Corynebacterium.s__Corynebacterium_propinquum,1.0
g__Corynebacterium.s__Corynebacterium_pseudodiphtheriticum,3.0
g__Corynebacterium.s__Corynebacterium_pseudogenitalium,4.0
g__Corynebacterium.s__Corynebacterium_sp_KPL1856,1.0
g__Corynebacterium.s__Corynebacterium_sp_KPL1860,1.0
g__Coxiella.s__Coxiella_burnetii,3.0
g__Cronobacter.s__Cronobacter_sakazakii,1.0
g__Cryptobacterium.s__Cryptobacterium_curtum,1.0
g__Cupriavidus.s__Cupriavidus_basilensis,1.0
g__Cupriavidus.s__Cupriavidus_necator,1.0
g__Cupriavidus.s__Cupriavidus_sp_HMR_1,1.0
g__Cupriavidus.s__Cupriavidus_sp_HPC_L,3.0
g__Cupriavidus.s__Cupriavidus_taiwanensis,1.0
g__Curvibacter.s__Curvibacter_lanceolatus,8.0
g__Debaryomyces.s__Debaryomyces_hansenii,4.0
g__Dechloromonas.s__Dechloromonas_aromatica,1.0
g__Delftia.s__Delftia_acidovorans,18.0
g__Desulfitobacterium.s__Desulfitobacterium_hafniense,1.0
g__Desulfobacca.s__Desulfobacca_acetoxidans,3.0
g__Desulfobacula.s__Desulfobacula_toluolica,6.0
g__Desulfosporosinus.s__Desulfosporosinus_orientis,13.0
g__Desulfovibrio.s__Desulfovibrio_aespoeensis,1.0
g__Desulfovibrio.s__Desulfovibrio_africanus,1.0
g__Dictyostelium.s__Dictyostelium_discoideum,31.0
g__Dictyostelium.s__Dictyostelium_purpureum,9.0
g__Dolosigranulum.s__Dolosigranulum_pigrum,2.0
g__Dorea.s__Dorea_formicigenerans,22.0
g__Dorea.s__Dorea_longicatena,562.0
g__Dorea.s__Dorea_sp_5_2,113.0
g__Dyella.s__Dyella_ginsengisoli,4.0
g__Edwardsiella.s__Edwardsiella_ictaluri,1.0
g__Edwardsiella.s__Edwardsiella_tarda,2.0
g__Elizabethkingia.s__Elizabethkingia_anophelis,4.0
g__Enhydrobacter.s__Enhydrobacter_aerosaccus,8.0
g__Enterobacter.s__Enterobacter_cloacae,7.0
g__Enterobacter.s__Enterobacter_hormaechei,1.0
g__Enterobacter.s__Enterobacter_sp_MGH_14,1.0
g__Enterococcus.s__Enterococcus_avium,2.0
g__Enterococcus.s__Enterococcus_casseliflavus,3.0
g__Enterococcus.s__Enterococcus_cecorum,5.0
g__Enterococcus.s__Enterococcus_columbae,1.0
g__Enterococcus.s__Enterococcus_durans,1.0
g__Enterococcus.s__Enterococcus_faecalis,844.0
g__Enterococcus.s__Enterococcus_faecium,736.0
g__Enterococcus.s__Enterococcus_gallinarum,4.0
g__Enterococcus.s__Enterococcus_moraviensis,3.0
g__Enterococcus.s__Enterococcus_mundtii,1.0
g__Enterococcus.s__Enterococcus_raffinosus,8.0
g__Enterovibrio.s__Enterovibrio_calviensis,1.0
g__Eremothecium.s__Eremothecium_cymbalariae,4.0
g__Erysipelothrix.s__Erysipelothrix_rhusiopathiae,6.0
g__Erysipelothrix.s__Erysipelothrix_tonsillarum,1.0
g__Erysipelotrichaceae_noname.s__Clostridium_innocuum,3.0
g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_21_3,1.0
g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_2_2_44A,2.0
g__Erysipelotrichaceae_noname.s__Eubacterium_dolichum,86.0
g__Escherichia.s__Escherichia_albertii,4.0
g__Escherichia.s__Escherichia_coli,272.0
g__Escherichia.s__Escherichia_fergusonii,12.0
g__Escherichia.s__Escherichia_sp_1_1_43,99.0
g__Escherichia.s__Escherichia_sp_3_2_53FAA,48.0
g__Escherichia.s__Escherichia_sp_4_1_40B,147.0
g__Escherichia.s__Escherichia_sp_TW09231,2.0
g__Escherichia.s__Escherichia_sp_TW09276,7.0
g__Escherichia.s__Escherichia_sp_TW09308,1.0
g__Escherichia.s__Escherichia_sp_TW10509,15.0
g__Escherichia.s__Escherichia_sp_TW11588,3.0
g__Eubacteriaceae_noname.s__Eubacteriaceae_bacterium_OBRC8,2.0
g__Eubacterium.s__Eubacterium_cellulosolvens,2.0
g__Eubacterium.s__Eubacterium_hallii,32.0
g__Eubacterium.s__Eubacterium_limosum,9.0
g__Eubacterium.s__Eubacterium_plexicaudatum,105.0
g__Eubacterium.s__Eubacterium_ramulus,14.0
g__Eubacterium.s__Eubacterium_rectale,24.0
g__Eubacterium.s__Eubacterium_siraeum,3.0
g__Eubacterium.s__Eubacterium_sp_14_2,3236.0
g__Eubacterium.s__Eubacterium_ventriosum,693.0
g__Exiguobacterium.s__Exiguobacterium_pavilionensis,1.0
g__Facklamia.s__Facklamia_ignava,2.0
g__Faecalibacterium.s__Faecalibacterium_prausnitzii,46.0
g__Filobasidiella.s__Cryptococcus_neoformans,4.0
g__Finegoldia.s__Finegoldia_magna,16.0
g__Fischerella.s__Fischerella_muscicola,4.0
g__Fischerella.s__Fischerella_sp_PCC_9339,1.0
g__Flavobacteriia_noname.s__Flavobacteria_bacterium_MS024_2A,4.0
g__Flavobacteriia_noname.s__Flavobacteria_bacterium_MS024_3C,2.0
g__Francisella.s__Francisella_noatunensis,3.0
g__Frankia.s__Frankia_sp_BCU110501,1.0
g__Frankia.s__Frankia_sp_EUN1f,1.0
g__Fretibacterium.s__Fretibacterium_fastidiosum,1.0
g__Fusarium.s__Fusarium_graminearum,1.0
g__Fusarium.s__Nectria_haematococca,1.0
g__Fusobacterium.s__Fusobacterium_gonidiaformans,2.0
g__Fusobacterium.s__Fusobacterium_nucleatum,22.0
g__Gallibacterium.s__Gallibacterium_anatis,1.0
g__Gammaproteobacteria_noname.s__marine_gamma_proteobacterium_HTCC2143,10.0
g__Geitlerinema.s__Geitlerinema_sp_PCC_7105,4.0
g__Gemmata.s__Gemmata_obscuriglobus,1.0
g__Glaciibacter.s__Glaciibacter_superstes,2.0
g__Gluconobacter.s__Gluconobacter_oxydans,2.0
g__Gordonia.s__Gordonia_amicalis,1.0
g__Haemophilus.s__Haemophilus_influenzae,10.0
g__Haemophilus.s__Haemophilus_parainfluenzae,35.0
g__Haemophilus.s__Haemophilus_pittmaniae,1.0
g__Halomonas.s__Halomonas_sp_BJGMM_B45,4.0
g__Halorubrum.s__Halorubrum_sp_J07HR59,2.0
g__Helicobacter.s__Helicobacter_cetorum,1.0
g__Helicobacter.s__Helicobacter_cinaedi,2.0
g__Helicobacter.s__Helicobacter_felis,1.0
g__Helicobacter.s__Helicobacter_hepaticus,5.0
g__Helicobacter.s__Helicobacter_mustelae,1.0
g__Helicobacter.s__Helicobacter_pylori,12.0
g__Heliobacterium.s__Heliobacterium_modesticaldum,94.0
g__Herbaspirillum.s__Herbaspirillum_seropedicae,1.0
g__Herbaspirillum.s__Herbaspirillum_sp_CF444,1.0
g__Herbaspirillum.s__Herbaspirillum_sp_JC206,2.0
g__Hirschia.s__Hirschia_maritima,1.0
g__Hoeflea.s__Hoeflea_sp_108,2.0
g__Holdemania.s__Holdemania_filiformis,1.0
g__Hydrocarboniphaga.s__Hydrocarboniphaga_effusa,8.0
g__Hydrogenophaga.s__Hydrogenophaga_sp_PBC,19.0
g__Hymenobacter.s__Hymenobacter_norwichensis,3.0
g__Ideonella.s__Ideonella_sp_B508_1,5.0
g__Idiomarina.s__Idiomarina_baltica,117.0
g__Ilumatobacter.s__Ilumatobacter_coccineus,3.0
g__Imtechella.s__Imtechella_halotolerans,3.0
g__Janibacter.s__Janibacter_hoylei,1.0
g__Janibacter.s__Janibacter_sp_HTCC2649,2.0
g__Janthinobacterium.s__Janthinobacterium_lividum,1.0
g__Janthinobacterium.s__Janthinobacterium_sp_HH01,9.0
g__Janthinobacterium.s__Janthinobacterium_sp_Marseille,5.0
g__Klebsiella.s__Klebsiella_pneumoniae,9.0
g__Klebsiella.s__Klebsiella_sp_4_1_44FAA,4.0
g__Klebsiella.s__Klebsiella_variicola,1.0
g__Kocuria.s__Kocuria_rhizophila,1.0
g__Kytococcus.s__Kytococcus_sedentarius,1.0
g__Laccaria.s__Laccaria_bicolor,47.0
g__Lachnoanaerobaculum.s__Lachnoanaerobaculum_saburreum,1.0
g__Lachnobacterium.s__Lachnobacterium_bovis,14.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA,19.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_4_56FAA,37.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_46FAA,1.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_58FAA,9.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_46FAA,3.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_57FAA_CT1,20.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_4_1_37FAA,33.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_57FAA,13.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA,11.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_6_1_63FAA,229.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_7_1_58FAA,15.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_8_1_57FAA,21.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_9_1_43BFAA,278.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_ICM7,4.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_oral_taxon_082,2.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_oral_taxon_107,1.0
g__Lactobacillus.s__Lactobacillus_acidophilus,3.0
g__Lactobacillus.s__Lactobacillus_amylovorus,2.0
g__Lactobacillus.s__Lactobacillus_animalis,70.0
g__Lactobacillus.s__Lactobacillus_casei_paracasei,15.0
g__Lactobacillus.s__Lactobacillus_crispatus,78.0
g__Lactobacillus.s__Lactobacillus_fermentum,37.0
g__Lactobacillus.s__Lactobacillus_gasseri,1.0
g__Lactobacillus.s__Lactobacillus_jensenii,27.0
g__Lactobacillus.s__Lactobacillus_murinus,2175.0
g__Lactobacillus.s__Lactobacillus_plantarum,1.0
g__Lactobacillus.s__Lactobacillus_reuteri,10.0
g__Lactobacillus.s__Lactobacillus_rhamnosus,7.0
g__Lactobacillus.s__Lactobacillus_rossiae,8.0
g__Lactobacillus.s__Lactobacillus_ruminis,1.0
g__Lactobacillus.s__Lactobacillus_salivarius,10.0
g__Lactobacillus.s__Lactobacillus_sp_66c,5.0
g__Lactococcus.s__Lactococcus_garvieae,3.0
g__Lactococcus.s__Lactococcus_lactis,2.0
g__Legionella.s__Legionella_longbeachae,4.0
g__Legionella.s__Legionella_pneumophila,1.0
g__Leifsonia.s__Leifsonia_aquatica,3.0
g__Leifsonia.s__Leifsonia_sp_109,1.0
g__Leishmania.s__Leishmania_braziliensis,34.0
g__Leishmania.s__Leishmania_donovani,1.0
g__Leishmania.s__Leishmania_major,1.0
g__Leptonema.s__Leptonema_illini,12.0
g__Leptosphaeria.s__Leptosphaeria_maculans,34.0
g__Leptospira.s__Leptospira_weilii,3.0
