taxa,RPK,percentage_rpk
UNMAPPED,3811278.0,91.99672398723506
g__Escherichia.s__Escherichia_coli,13118.0,0.31664261312466563
g__Gammaretrovirus.s__Murine_osteosarcoma_virus,3.0,7.241407526863827e-05
g__Mucispirillum.s__Mucispirillum_schaedleri,6925.0,0.16715582374510668
g__Parabacteroides.s__Parabacteroides_goldsteinii,143962.0,3.474958367941235
unclassified,167554.99999999048,4.044446793878666
