Taxonomy,Length,Reads,RPK
root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micrococcales;f_Micrococcaceae,2115,1,0.47281323877068554
root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micrococcales;f_Micrococcaceae;g_Arthrobacter;s_Arthrobacter sp. FG1,843,1,1.1862396204033214
root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micrococcales;f_Micrococcaceae;g_Arthrobacter;s_Arthrobacter sp. U41,1380,1,0.7246376811594204
root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micrococcales;f_Micrococcaceae;g_Kocuria;s_Kocuria palustris,5958,6,3.995463847148527
root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micrococcales;f_Micrococcaceae;g_Kocuria;s_Kocuria rhizophila,855,2,2.3391812865497075
root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micrococcales;f_Micrococcaceae;g_Kocuria;s_Kocuria turfanensis,1032,23,22.286821705426355
root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micrococcales;f_Micrococcaceae;g_Micrococcus;s_Micrococcus luteus,6528,18,16.76412090998122
root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micrococcales;f_Micrococcaceae;g_Pseudarthrobacter,13134,23,8.75668623613829
root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micrococcales;f_Micrococcaceae;g_Rothia;s_Rothia mucilaginosa,1875,13,6.933333333333334
root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micrococcales;f_Micrococcaceae;g_Sinomonas;s_Sinomonas atrocyanea,264,5,18.939393939393938
root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micrococcales;f_Sanguibacteraceae;g_Sanguibacter;s_Sanguibacter keddieii,1041,10,9.606147934678194
root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micromonosporales;f_Micromonosporaceae;g_Actinoplanes;s_Actinoplanes friuliensis,1152,1,0.8680555555555556
root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micromonosporales;f_Micromonosporaceae;g_Salinispora;s_Salinispora arenicola,2286,1,0.4374453193350831
root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Nocardioidaceae;g_Friedmanniella;s_Friedmanniella sagamiharensis,2535,1,0.3944773175542406
root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Nocardioidaceae;g_Pimelobacter;s_Pimelobacter simplex,1998,1,0.5005005005005005
