taxa,reads
g__Lactobacillus.s__Lactobacillus_reuteri,1.0
g__Lactobacillus.s__Lactobacillus_rhamnosus,1.0
g__Lactobacillus.s__Lactobacillus_vaginalis,2.0
g__Lactococcus.s__Lactococcus_garvieae,3.0
g__Lactococcus.s__Lactococcus_lactis,6.0
g__Lamprocystis.s__Lamprocystis_purpurea,1.0
g__Leadbetterella.s__Leadbetterella_byssophila,1.0
g__Legionella.s__Legionella_pneumophila,1.0
g__Leptosphaeria.s__Leptosphaeria_maculans,93.0
g__Leptospira.s__Leptospira_interrogans,8.0
g__Leptothrix.s__Leptothrix_cholodnii,99.0
g__Leptotrichia.s__Leptotrichia_hofstadii,3.0
g__Leptotrichia.s__Leptotrichia_sp_oral_taxon_879,11.0
g__Leucobacter.s__Leucobacter_chromiiresistens,1.0
g__Leuconostoc.s__Leuconostoc_mesenteroides,1.0
g__Limnohabitans.s__Limnohabitans_sp_Rim28,3.0
g__Limnohabitans.s__Limnohabitans_sp_Rim47,12.0
g__Listeria.s__Listeria_innocua,2.0
g__Listeria.s__Listeria_monocytogenes,72.0
g__Lodderomyces.s__Lodderomyces_elongisporus,2.0
g__Loktanella.s__Loktanella_hongkongensis,2.0
g__Magnaporthe.s__Magnaporthe_oryzae,2.0
g__Malassezia.s__Malassezia_globosa,16.0
g__Marinilabilia.s__Marinilabilia_salmonicolor,8.0
g__Martelella.s__Martelella_mediterranea,1.0
g__Marvinbryantia.s__Marvinbryantia_formatexigens,10.0
g__Massilia.s__Massilia_niastensis,1.0
g__Massilia.s__Massilia_timonae,1.0
g__Mesorhizobium.s__Mesorhizobium_amorphae,30.0
g__Mesorhizobium.s__Mesorhizobium_australicum,84.0
g__Mesorhizobium.s__Mesorhizobium_ciceri,31.0
g__Mesorhizobium.s__Mesorhizobium_loti,518.0
g__Mesorhizobium.s__Mesorhizobium_metallidurans,44.0
g__Mesorhizobium.s__Mesorhizobium_opportunistum,126.0
g__Mesorhizobium.s__Mesorhizobium_sp_WSM4349,81.0
g__Methylibium.s__Methylibium_petroleiphilum,25.0
g__Methylobacterium.s__Methylobacterium_extorquens,19.0
g__Methylobacterium.s__Methylobacterium_mesophilicum,3.0
g__Methylobacterium.s__Methylobacterium_populi,63.0
g__Methylobacterium.s__Methylobacterium_sp_GXF4,1.0
g__Methylobacterium.s__Methylobacterium_sp_MB200,2.0
g__Methylocystis.s__Methylocystis_parvus,11.0
g__Methyloferula.s__Methyloferula_stellata,2.0
g__Methylophilus.s__Methylophilus_methylotrophus,24.0
g__Methylopila.s__Methylopila_sp_M107,1.0
g__Methylosinus.s__Methylosinus_sp_LW4,1.0
g__Methylotenera.s__Methylotenera_versatilis,32.0
g__Meyerozyma.s__Meyerozyma_guilliermondii,1.0
g__Microbacterium.s__Microbacterium_laevaniformans,14.0
g__Microbacterium.s__Microbacterium_paraoxydans,1.0
g__Microbacterium.s__Microbacterium_sp_11MF,1.0
g__Microbacterium.s__Microbacterium_sp_292MF,7.0
g__Microbacterium.s__Microbacterium_sp_oral_taxon_186,4.0
