taxa,reads
g__Microbacterium.s__Microbacterium_yannicii,29.0
g__Micrococcus.s__Micrococcus_luteus,11.0
g__Microvirga.s__Microvirga_sp_WSM3557,17.0
g__Millerozyma.s__Millerozyma_farinosa,1.0
g__Modestobacter.s__Modestobacter_multiseptatus,6.0
g__Mucispirillum.s__Mucispirillum_schaedleri,7877.0
g__Myceliophthora.s__Myceliophthora_thermophila,359.0
g__Mycobacterium.s__Mycobacterium_colombiense,40.0
g__Mycobacterium.s__Mycobacterium_fortuitum,1.0
g__Mycobacterium.s__Mycobacterium_hassiacum,7.0
g__Mycobacterium.s__Mycobacterium_sp_JDM601,2.0
g__Naumovozyma.s__Naumovozyma_dairenensis,1.0
g__Neisseria.s__Neisseria_mucosa,12.0
g__Neisseria.s__Neisseria_sicca,10.0
g__Neosartorya.s__Neosartorya_fischeri,2.0
g__Neurospora.s__Neurospora_crassa,16.0
g__Nevskia.s__Nevskia_ramosa,4.0
g__Nitratireductor.s__Nitratireductor_aquibiodomus,1.0
g__Nitrobacter.s__Nitrobacter_hamburgensis,396.0
g__Nitrobacter.s__Nitrobacter_sp_Nb_311A,1.0
g__Nitrolancetus.s__Nitrolancetus_hollandicus,1.0
g__Nocardia.s__Nocardia_asteroides,61.0
g__Nocardia.s__Nocardia_cyriacigeorgica,2.0
g__Nocardia.s__Nocardia_farcinica,1.0
g__Nocardioides.s__Nocardioides_sp_JS614,2.0
g__Nocardiopsis.s__Nocardiopsis_chromatogenes,90.0
g__Novosphingobium.s__Novosphingobium_lindaniclasticum,1.0
g__Novosphingobium.s__Novosphingobium_nitrogenifigens,9.0
g__Novosphingobium.s__Novosphingobium_pentaromativorans,3.0
g__Novosphingobium.s__Novosphingobium_sp_AP12,65.0
g__Novosphingobium.s__Novosphingobium_sp_B_7,52.0
g__Oceanicaulis.s__Oceanicaulis_sp_HTCC2633,6.0
g__Ochrobactrum.s__Ochrobactrum_anthropi,4.0
g__Ochrobactrum.s__Ochrobactrum_intermedium,8.0
g__Oligotropha.s__Oligotropha_carboxidovorans,1.0
g__Opitutaceae_noname.s__Opitutaceae_bacterium_TAV1,137.0
g__Opitutaceae_noname.s__Opitutaceae_bacterium_TAV5,2.0
g__Opitutus.s__Opitutus_terrae,2.0
g__Ornithinimicrobium.s__Ornithinimicrobium_pekingense,15.0
g__Oscillatoria.s__Oscillatoria_nigro_viridis,1.0
g__Paenibacillus.s__Paenibacillus_lactis,2212.0
g__Paenibacillus.s__Paenibacillus_sp_ICGEB2008,1.0
g__Paenibacillus.s__Paenibacillus_sp_oral_taxon_786,29.0
g__Pandoraea.s__Pandoraea_sp_B_6,1.0
g__Pantoea.s__Pantoea_agglomerans,1.0
g__Parabacteroides.s__Parabacteroides_distasonis,119418.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,83046.0
g__Parabacteroides.s__Parabacteroides_johnsonii,138.0
g__Parabacteroides.s__Parabacteroides_merdae,4862.0
g__Parabacteroides.s__Parabacteroides_sp_20_3,35.0
g__Parabacteroides.s__Parabacteroides_sp_ASF519,82957.0
g__Parabacteroides.s__Parabacteroides_sp_D13,297.0
g__Parabacteroides.s__Parabacteroides_sp_D25,5.0
g__Parachlamydia.s__Parachlamydia_acanthamoebae,2.0
g__Paracoccidioides.s__Paracoccidioides_sp_lutzii,15.0
g__Paracoccus.s__Paracoccus_denitrificans,17.0
g__Paracoccus.s__Paracoccus_sp_N5,4.0
g__Paraprevotella.s__Paraprevotella_clara,6.0
g__Parastagonospora.s__Parastagonospora_nodorum,3.0
g__Parasutterella.s__Parasutterella_excrementihominis,1.0
g__Parvimonas.s__Parvimonas_micra,70.0
g__Pelagibaca.s__Pelagibaca_bermudensis,8.0
g__Penicillium.s__Penicillium_chrysogenum,2.0
g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii,19.0
g__Peptostreptococcaceae_noname.s__Clostridium_difficile,1178.0
g__Perkinsus.s__Perkinsus_marinus,144.0
g__Persephonella.s__Persephonella_marina,1.0
g__Phenylobacterium.s__Phenylobacterium_zucineum,20.0
g__Plasmodium.s__Plasmodium_berghei,601.0
g__Plasmodium.s__Plasmodium_chabaudi,117.0
g__Plasmodium.s__Plasmodium_falciparum,2.0
g__Plasmodium.s__Plasmodium_knowlesi,3.0
g__Plasmodium.s__Plasmodium_vivax,1.0
g__Plasmodium.s__Plasmodium_yoelii,483.0
g__Plesiocystis.s__Plesiocystis_pacifica,2.0
g__Podospora.s__Podospora_anserina,38.0
g__Polaromonas.s__Polaromonas_sp_CF318,1.0
g__Polynucleobacter.s__Polynucleobacter_necessarius,83.0
g__Porphyrobacter.s__Porphyrobacter_sp_AAP82,5.0
g__Porphyromonas.s__Porphyromonas_cansulci,2.0
g__Porphyromonas.s__Porphyromonas_crevioricanis,5.0
g__Porphyromonas.s__Porphyromonas_endodontalis,1.0
g__Porphyromonas.s__Porphyromonas_gingivalis,1.0
g__Prevotella.s__Prevotella_amnii,8.0
g__Prevotella.s__Prevotella_histicola,120.0
g__Prevotella.s__Prevotella_nigrescens,1.0
g__Prevotella.s__Prevotella_oris,1.0
g__Prevotella.s__Prevotella_salivae,5.0
g__Prevotella.s__Prevotella_sp_C561,51.0
g__Prevotella.s__Prevotella_sp_oral_taxon_317,1.0
g__Prevotella.s__Prevotella_sp_oral_taxon_472,1.0
g__Prevotella.s__Prevotella_veroralis,5.0
g__Promicromonospora.s__Promicromonospora_sukumoe,1.0
g__Propionibacterium.s__Propionibacterium_acnes,114.0
g__Propionibacterium.s__Propionibacterium_granulosum,4.0
g__Propionibacterium.s__Propionibacterium_humerusii,12.0
g__Propionibacterium.s__Propionibacterium_sp_409_HC1,53.0
g__Propionibacterium.s__Propionibacterium_sp_434_HC2,46.0
g__Propionibacterium.s__Propionibacterium_sp_5_U_42AFAA,37.0
g__Propionibacterium.s__Propionibacterium_sp_CC003_HC2,53.0
g__Propionibacterium.s__Propionibacterium_sp_KPL1844,1.0
g__Propionibacterium.s__Propionibacterium_sp_KPL1847,25.0
g__Propionibacterium.s__Propionibacterium_sp_KPL1849,28.0
g__Propionibacterium.s__Propionibacterium_sp_KPL1854,46.0
g__Propionibacterium.s__Propionibacterium_sp_KPL2003,62.0
g__Propionibacterium.s__Propionibacterium_sp_KPL2008,53.0
g__Propionibacterium.s__Propionibacterium_sp_KPL2009,46.0
g__Prosthecochloris.s__Prosthecochloris_aestuarii,1.0
g__Providencia.s__Providencia_rettgeri,2.0
g__Pseudacidovorax.s__Pseudacidovorax_intermedius,1.0
g__Pseudoalteromonas.s__Pseudoalteromonas_agarivorans,50.0
g__Pseudoflavonifractor.s__Pseudoflavonifractor_capillosus,5.0
g__Pseudomonas.s__Pseudomonas_aeruginosa,21.0
g__Pseudomonas.s__Pseudomonas_alcaligenes,5.0
g__Pseudomonas.s__Pseudomonas_alcaliphila,5.0
g__Pseudomonas.s__Pseudomonas_amygdali,1.0
g__Pseudomonas.s__Pseudomonas_chlororaphis,33.0
g__Pseudomonas.s__Pseudomonas_extremaustralis,7.0
g__Pseudomonas.s__Pseudomonas_fluorescens,59.0
g__Pseudomonas.s__Pseudomonas_fulva,433.0
g__Pseudomonas.s__Pseudomonas_gingeri,11.0
g__Pseudomonas.s__Pseudomonas_luteola,8.0
g__Pseudomonas.s__Pseudomonas_mandelii,618.0
g__Pseudomonas.s__Pseudomonas_mendocina,10.0
g__Pseudomonas.s__Pseudomonas_plecoglossicida,1.0
g__Pseudomonas.s__Pseudomonas_protegens,10.0
g__Pseudomonas.s__Pseudomonas_pseudoalcaligenes,1.0
g__Pseudomonas.s__Pseudomonas_psychrotolerans,2.0
g__Pseudomonas.s__Pseudomonas_putida,3.0
g__Pseudomonas.s__Pseudomonas_sp_2_1_26,1.0
g__Pseudomonas.s__Pseudomonas_sp_313,5.0
g__Pseudomonas.s__Pseudomonas_sp_Ag1,2.0
g__Pseudomonas.s__Pseudomonas_sp_CFT9,3.0
g__Pseudomonas.s__Pseudomonas_sp_GM17,1.0
g__Pseudomonas.s__Pseudomonas_sp_GM78,3.0
g__Pseudomonas.s__Pseudomonas_sp_GM80,1.0
g__Pseudomonas.s__Pseudomonas_sp_M1,6.0
g__Pseudomonas.s__Pseudomonas_sp_S9,3.0
g__Pseudomonas.s__Pseudomonas_stutzeri,12.0
g__Pseudomonas.s__Pseudomonas_syringae,38.0
g__Pseudomonas.s__Pseudomonas_taiwanensis,1.0
g__Pseudomonas.s__Pseudomonas_tolaasii,2.0
g__Pseudomonas.s__Pseudomonas_veronii,1.0
g__Pseudoramibacter.s__Pseudoramibacter_alactolyticus,94.0
g__Pseudovibrio.s__Pseudovibrio_sp_JE062,6.0
g__Pseudoxanthomonas.s__Pseudoxanthomonas_spadix,1.0
g__Psychrobacter.s__Psychrobacter_sp_PAMC_21119,1.0
g__Pusillimonas.s__Pusillimonas_noertemannii,1.0
g__Pyrenophora.s__Pyrenophora_tritici_repentis,14.0
g__Rahnella.s__Rahnella_aquatilis,124.0
g__Rahnella.s__Rahnella_sp_Y9602,129.0
g__Ralstonia.s__Ralstonia_pickettii,161.0
g__Ralstonia.s__Ralstonia_sp_5_2_56FAA,3.0
g__Ralstonia.s__Ralstonia_sp_5_7_47FAA,2.0
g__Ralstonia.s__Ralstonia_sp_AU12_08,340.0
g__Ramlibacter.s__Ramlibacter_tataouinensis,9.0
g__Rheinheimera.s__Rheinheimera_sp_A13L,27.0
g__Rhizobium.s__Rhizobium_etli,1.0
g__Rhizobium.s__Rhizobium_grahamii,11.0
g__Rhizobium.s__Rhizobium_leguminosarum,5.0
g__Rhodobacter.s__Rhodobacter_capsulatus,1.0
g__Rhodobacter.s__Rhodobacter_sphaeroides,1.0
g__Rhodococcus.s__Rhodococcus_erythropolis,3.0
g__Rhodococcus.s__Rhodococcus_jostii,1.0
g__Rhodococcus.s__Rhodococcus_opacus,402.0
g__Rhodococcus.s__Rhodococcus_sp_114MFTsu3_1,3.0
g__Rhodococcus.s__Rhodococcus_sp_29MFTsu3_1,1.0
g__Rhodococcus.s__Rhodococcus_sp_P27,1.0
g__Rhodococcus.s__Rhodococcus_wratislaviensis,973.0
g__Rhodopseudomonas.s__Rhodopseudomonas_palustris,35.0
g__Rhodopseudomonas.s__Rhodopseudomonas_sp_B29,39.0
g__Rhodospirillales_noname.s__Reyranella_massiliensis,68.0
g__Roseburia.s__Roseburia_intestinalis,1.0
g__Rothia.s__Rothia_mucilaginosa,13.0
g__Rubellimicrobium.s__Rubellimicrobium_thermophilum,4.0
g__Rubrivivax.s__Rubrivivax_benzoatilyticus,19.0
g__Rudaea.s__Rudaea_cellulosilytica,1.0
g__Ruminococcus.s__Ruminococcus_albus,2.0
g__Ruminococcus.s__Ruminococcus_lactaris,296.0
g__Ruminococcus.s__Ruminococcus_sp,6.0
g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA,1.0
g__Ruminococcus.s__Ruminococcus_sp_JC304,4.0
g__Saccharomyces.s__Saccharomyces_cerevisiae,40.0
g__Sagittula.s__Sagittula_stellata,1.0
g__Salmonella.s__Salmonella_bongori,2.0
g__Salmonella.s__Salmonella_enterica,108.0
g__Scheffersomyces.s__Scheffersomyces_stipitis,280.0
g__Schizophyllum.s__Schizophyllum_commune,7.0
g__Schlesneria.s__Schlesneria_paludicola,1.0
g__Sclerotinia.s__Sclerotinia_sclerotiorum,4.0
g__Serinicoccus.s__Serinicoccus_marinus,4.0
g__Serinicoccus.s__Serinicoccus_profundi,3.0
g__Serratia.s__Serratia_marcescens,7.0
g__Serratia.s__Serratia_proteamaculans,3.0
g__Shewanella.s__Shewanella_decolorationis,1.0
g__Shigella.s__Shigella_boydii,541.0
g__Shigella.s__Shigella_dysenteriae,460.0
g__Shigella.s__Shigella_flexneri,435.0
g__Shigella.s__Shigella_sonnei,496.0
g__Shigella.s__Shigella_sp_D9,552.0
g__Singularimonas.s__Singularimonas_variicoloris,13.0
g__Sinorhizobium.s__Sinorhizobium_meliloti,29.0
g__Sordaria.s__Sordaria_macrospora,136.0
g__Sphingobium.s__Sphingobium_baderi,4.0
g__Sphingobium.s__Sphingobium_lactosutens,5.0
g__Sphingobium.s__Sphingobium_quisquiliarum,8.0
g__Sphingobium.s__Sphingobium_sp_AP49,1.0
g__Sphingobium.s__Sphingobium_sp_HDIP04,1.0
g__Sphingobium.s__Sphingobium_xenophagum,5.0
g__Sphingobium.s__Sphingobium_yanoikuyae,4.0
g__Sphingomonas.s__Sphingomonas_echinoides,35.0
g__Sphingomonas.s__Sphingomonas_elodea,6.0
g__Sphingomonas.s__Sphingomonas_melonis,4.0
g__Sphingomonas.s__Sphingomonas_phyllosphaerae,10.0
g__Sphingomonas.s__Sphingomonas_sp_ATCC_31555,2.0
g__Sphingomonas.s__Sphingomonas_sp_Mn802worker,24.0
g__Sphingomonas.s__Sphingomonas_sp_PAMC_26605,14.0
g__Sphingomonas.s__Sphingomonas_sp_PR090111_T3T_6A,5.0
g__Sphingomonas.s__Sphingomonas_sp_S17,6.0
g__Sphingomonas.s__Sphingomonas_sp_SKA58,1.0
g__Sphingopyxis.s__Sphingopyxis_alaskensis,2.0
g__Sphingopyxis.s__Sphingopyxis_sp_MC1,8.0
g__Spirosoma.s__Spirosoma_linguale,48.0
g__Staphylococcus.s__Staphylococcus_aureus,61.0
g__Staphylococcus.s__Staphylococcus_caprae_capitis,6.0
g__Staphylococcus.s__Staphylococcus_epidermidis,29.0
g__Staphylococcus.s__Staphylococcus_hominis,1.0
g__Staphylococcus.s__Staphylococcus_sp_MDS7B,67.0
g__Stenotrophomonas.s__Stenotrophomonas_maltophilia,11.0
g__Streptococcus.s__Streptococcus_agalactiae,57.0
g__Streptococcus.s__Streptococcus_australis,10.0
g__Streptococcus.s__Streptococcus_infantarius,1.0
g__Streptococcus.s__Streptococcus_infantis,1.0
g__Streptococcus.s__Streptococcus_iniae,1.0
g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae,51.0
g__Streptococcus.s__Streptococcus_mutans,186.0
g__Streptococcus.s__Streptococcus_salivarius,84.0
g__Streptococcus.s__Streptococcus_sanguinis,1.0
g__Streptococcus.s__Streptococcus_sobrinus,1.0
g__Streptococcus.s__Streptococcus_sp_F0441,9.0
g__Streptococcus.s__Streptococcus_sp_GMD6S,8.0
g__Streptococcus.s__Streptococcus_sp_M334,2.0
g__Streptococcus.s__Streptococcus_tigurinus,6.0
g__Streptomyces.s__Streptomyces_griseus,1.0
g__Streptomyces.s__Streptomyces_himastatinicus,55.0
g__Streptomyces.s__Streptomyces_pristinaespiralis,1.0
g__Streptomyces.s__Streptomyces_roseochromogenes,1.0
g__Streptomyces.s__Streptomyces_sp_AA4,2.0
g__Streptomyces.s__Streptomyces_sp_ATexAB_D23,2.0
g__Streptomyces.s__Streptomyces_sp_CNT302,2.0
g__Streptomyces.s__Streptomyces_sp_DvalAA_83,1.0
g__Streptomyces.s__Streptomyces_sp_S4,19.0
g__Streptomyces.s__Streptomyces_violaceusniger,4.0
g__Streptomyces.s__Streptomyces_vitaminophilus,2.0
g__Sulfurihydrogenibium.s__Sulfurihydrogenibium_azorense,2.0
g__Sulfurihydrogenibium.s__Sulfurihydrogenibium_yellowstonense,2.0
g__Sutterella.s__Sutterella_parvirubra,2.0
g__Synechococcus.s__Synechococcus_sp_CC9311,2.0
g__Talaromyces.s__Talaromyces_marneffei,3.0
g__Talaromyces.s__Talaromyces_stipitatus,31.0
g__Tannerella.s__Tannerella_sp_6_1_58FAA_CT1,207.0
g__Terriglobus.s__Terriglobus_roseus,2.0
g__Thalassiosira.s__Thalassiosira_pseudonana,234.0
g__Thauera.s__Thauera_aminoaromatica,1.0
g__Thauera.s__Thauera_sp_63,1.0
g__Thermaerobacter.s__Thermaerobacter_subterraneus,18.0
g__Thermus.s__Thermus_scotoductus,1.0
g__Thielavia.s__Thielavia_terrestris,336.0
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALE6,26.0
g__Thiomonas.s__Thiomonas_intermedia,4.0
g__Thiorhodovibrio.s__Thiorhodovibrio_sp_970,1.0
g__Toxoplasma.s__Toxoplasma_gondii,53.0
g__Tuber.s__Tuber_melanosporum,1.0
g__Ustilago.s__Ustilago_maydis,5.0
g__Vanderwaltozyma.s__Vanderwaltozyma_polyspora,4.0
g__Variovorax.s__Variovorax_paradoxus,7.0
g__Veillonella.s__Veillonella_parvula,12.0
g__Veillonella.s__Veillonella_sp_6_1_27,1.0
g__Verminephrobacter.s__Verminephrobacter_aporrectodeae,12.0
g__Verminephrobacter.s__Verminephrobacter_eiseniae,2.0
g__Verticillium.s__Verticillium_alfalfae,146.0
g__Vibrio.s__Vibrio_breoganii,1.0
g__Vibrio.s__Vibrio_cholerae,3.0
g__Vibrio.s__Vibrio_sp_HENC_02,1.0
g__Vibrio.s__Vibrio_vulnificus,11.0
g__Xanthobacter.s__Xanthobacter_autotrophicus,2.0
g__Xanthomonas.s__Xanthomonas_gardneri,1.0
g__Xanthomonas.s__Xanthomonas_vesicatoria,1.0
g__Xylella.s__Xylella_fastidiosa,1.0
g__Yarrowia.s__Yarrowia_lipolytica,2.0
g__Zymoseptoria.s__Zymoseptoria_tritici,560.0
