GeneID,RPK,taxa
UniRef90_K6A1B7|g__Parabacteroides.s__Parabacteroides_goldsteinii,349.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_E1IKK1|g__Escherichia.s__Escherichia_coli,332.0,g__Escherichia.s__Escherichia_coli
UniRef90_K5ZTE3|g__Parabacteroides.s__Parabacteroides_goldsteinii,328.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZMM1|g__Parabacteroides.s__Parabacteroides_goldsteinii,323.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N2BGZ1|g__Parabacteroides.s__Parabacteroides_goldsteinii,320.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6A2W8|g__Parabacteroides.s__Parabacteroides_goldsteinii,319.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N2BJ19|g__Parabacteroides.s__Parabacteroides_goldsteinii,310.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_A6LEI8|g__Parabacteroides.s__Parabacteroides_goldsteinii,306.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZYN1|g__Parabacteroides.s__Parabacteroides_goldsteinii,306.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_R6X568|g__Parabacteroides.s__Parabacteroides_goldsteinii,297.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_A6LI78|g__Parabacteroides.s__Parabacteroides_goldsteinii,293.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5Z513|g__Parabacteroides.s__Parabacteroides_goldsteinii,287.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_A6LEG5|g__Parabacteroides.s__Parabacteroides_goldsteinii,284.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_A6L9B8|g__Parabacteroides.s__Parabacteroides_goldsteinii,281.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZVN3|g__Parabacteroides.s__Parabacteroides_goldsteinii,278.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6AGA7|g__Parabacteroides.s__Parabacteroides_goldsteinii,274.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZDK4|g__Parabacteroides.s__Parabacteroides_goldsteinii,269.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5YIZ7|g__Parabacteroides.s__Parabacteroides_goldsteinii,265.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N2B1J4|g__Parabacteroides.s__Parabacteroides_goldsteinii,262.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5YUH8|g__Parabacteroides.s__Parabacteroides_goldsteinii,259.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N2B963|g__Parabacteroides.s__Parabacteroides_goldsteinii,255.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N2BCA3|g__Parabacteroides.s__Parabacteroides_goldsteinii,253.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_A6LEH9|g__Parabacteroides.s__Parabacteroides_goldsteinii,252.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_P03631|g__Escherichia.s__Escherichia_coli,246.0,g__Escherichia.s__Escherichia_coli
UniRef90_A6LE84|g__Parabacteroides.s__Parabacteroides_goldsteinii,244.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZHI4|g__Parabacteroides.s__Parabacteroides_goldsteinii,241.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6A913|g__Parabacteroides.s__Parabacteroides_goldsteinii,239.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6AUL6|g__Parabacteroides.s__Parabacteroides_goldsteinii,235.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_R6XD50|g__Parabacteroides.s__Parabacteroides_goldsteinii,233.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6A6P6|g__Parabacteroides.s__Parabacteroides_goldsteinii,231.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_S0GEK8|g__Parabacteroides.s__Parabacteroides_goldsteinii,231.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZYR5|g__Parabacteroides.s__Parabacteroides_goldsteinii,227.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_A6LER8|g__Parabacteroides.s__Parabacteroides_goldsteinii,222.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZSB6|g__Parabacteroides.s__Parabacteroides_goldsteinii,221.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6AMX5|g__Parabacteroides.s__Parabacteroides_goldsteinii,221.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N2AYB4|g__Parabacteroides.s__Parabacteroides_goldsteinii,220.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZYD5|g__Parabacteroides.s__Parabacteroides_goldsteinii,213.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N2AX12|g__Parabacteroides.s__Parabacteroides_goldsteinii,213.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6AX53|g__Parabacteroides.s__Parabacteroides_goldsteinii,212.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6AGG3|g__Parabacteroides.s__Parabacteroides_goldsteinii,210.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_V2Q9Q5|g__Mucispirillum.s__Mucispirillum_schaedleri,210.0,g__Mucispirillum.s__Mucispirillum_schaedleri
UniRef90_K5ZDW5|g__Parabacteroides.s__Parabacteroides_goldsteinii,209.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZV32|g__Parabacteroides.s__Parabacteroides_goldsteinii,208.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_A6LI32|g__Parabacteroides.s__Parabacteroides_goldsteinii,207.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N2B5L7|g__Parabacteroides.s__Parabacteroides_goldsteinii,206.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5YLM7|g__Parabacteroides.s__Parabacteroides_goldsteinii,202.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6AGT7|g__Parabacteroides.s__Parabacteroides_goldsteinii,201.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N2ARJ6|g__Parabacteroides.s__Parabacteroides_goldsteinii,201.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6A5W9|g__Parabacteroides.s__Parabacteroides_goldsteinii,200.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5Y8F4|g__Parabacteroides.s__Parabacteroides_goldsteinii,199.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N2B1M3|g__Parabacteroides.s__Parabacteroides_goldsteinii,199.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_Q64WK2|g__Parabacteroides.s__Parabacteroides_goldsteinii,197.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_A6LH07|g__Parabacteroides.s__Parabacteroides_goldsteinii,196.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6AHS8|g__Parabacteroides.s__Parabacteroides_goldsteinii,196.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_R7JNB8|g__Parabacteroides.s__Parabacteroides_goldsteinii,196.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N2BA98|g__Parabacteroides.s__Parabacteroides_goldsteinii,195.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N2BB80|g__Parabacteroides.s__Parabacteroides_goldsteinii,194.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZUQ4|g__Parabacteroides.s__Parabacteroides_goldsteinii,193.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N2ARM6|g__Parabacteroides.s__Parabacteroides_goldsteinii,186.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_R5DFT6|g__Parabacteroides.s__Parabacteroides_goldsteinii,184.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6A6I0|g__Parabacteroides.s__Parabacteroides_goldsteinii,181.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_A6LID6|g__Parabacteroides.s__Parabacteroides_goldsteinii,179.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZGJ0|g__Parabacteroides.s__Parabacteroides_goldsteinii,177.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_R6WWF6|g__Parabacteroides.s__Parabacteroides_goldsteinii,175.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZE89|g__Parabacteroides.s__Parabacteroides_goldsteinii,174.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6AML7|g__Parabacteroides.s__Parabacteroides_goldsteinii,174.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K1GBK8|g__Parabacteroides.s__Parabacteroides_goldsteinii,172.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5Z2B0|g__Parabacteroides.s__Parabacteroides_goldsteinii,172.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6AP44|g__Parabacteroides.s__Parabacteroides_goldsteinii,171.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6AHA0|g__Parabacteroides.s__Parabacteroides_goldsteinii,170.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6AU57|g__Parabacteroides.s__Parabacteroides_goldsteinii,170.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5YYQ2|g__Parabacteroides.s__Parabacteroides_goldsteinii,168.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZU22|g__Parabacteroides.s__Parabacteroides_goldsteinii,168.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZRK8|g__Parabacteroides.s__Parabacteroides_goldsteinii,167.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5Z5P3|g__Parabacteroides.s__Parabacteroides_goldsteinii,166.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N2ATB1|g__Parabacteroides.s__Parabacteroides_goldsteinii,166.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N2AU09|g__Parabacteroides.s__Parabacteroides_goldsteinii,166.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_A6LIG0|g__Parabacteroides.s__Parabacteroides_goldsteinii,165.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_A6LEI4|g__Parabacteroides.s__Parabacteroides_goldsteinii,164.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6A283|g__Parabacteroides.s__Parabacteroides_goldsteinii,163.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N2AP30|g__Parabacteroides.s__Parabacteroides_goldsteinii,163.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6A719|g__Parabacteroides.s__Parabacteroides_goldsteinii,160.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_R5I7R5|g__Parabacteroides.s__Parabacteroides_goldsteinii,159.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6A290|g__Parabacteroides.s__Parabacteroides_goldsteinii,156.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6A6V5|g__Parabacteroides.s__Parabacteroides_goldsteinii,156.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_S0GJR3|g__Parabacteroides.s__Parabacteroides_goldsteinii,156.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZIB9|g__Parabacteroides.s__Parabacteroides_goldsteinii,155.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_A6LEI1|g__Parabacteroides.s__Parabacteroides_goldsteinii,154.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_A6LEG8|g__Parabacteroides.s__Parabacteroides_goldsteinii,153.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZLY5|g__Parabacteroides.s__Parabacteroides_goldsteinii,153.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6AA89|g__Parabacteroides.s__Parabacteroides_goldsteinii,152.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6A769|g__Parabacteroides.s__Parabacteroides_goldsteinii,149.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_V2PYU5|g__Mucispirillum.s__Mucispirillum_schaedleri,149.0,g__Mucispirillum.s__Mucispirillum_schaedleri
UniRef90_K5ZGI0|g__Parabacteroides.s__Parabacteroides_goldsteinii,148.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N2AML7|g__Parabacteroides.s__Parabacteroides_goldsteinii,145.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6AMD6|g__Parabacteroides.s__Parabacteroides_goldsteinii,144.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N2B4T2|g__Parabacteroides.s__Parabacteroides_goldsteinii,144.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6ADF7|g__Parabacteroides.s__Parabacteroides_goldsteinii,143.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6A2F0|g__Parabacteroides.s__Parabacteroides_goldsteinii,142.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6AI16|g__Parabacteroides.s__Parabacteroides_goldsteinii,142.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5YUI3|g__Parabacteroides.s__Parabacteroides_goldsteinii,141.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N2AWA3|g__Parabacteroides.s__Parabacteroides_goldsteinii,140.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_V2QAV1|g__Mucispirillum.s__Mucispirillum_schaedleri,140.0,g__Mucispirillum.s__Mucispirillum_schaedleri
UniRef90_K6AGP0|g__Parabacteroides.s__Parabacteroides_goldsteinii,139.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5YYR5|g__Parabacteroides.s__Parabacteroides_goldsteinii,138.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N2B988|g__Parabacteroides.s__Parabacteroides_goldsteinii,138.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_R5DBX8|g__Parabacteroides.s__Parabacteroides_goldsteinii,138.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5YVR2|g__Parabacteroides.s__Parabacteroides_goldsteinii,133.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZA22|g__Parabacteroides.s__Parabacteroides_goldsteinii,133.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6A715|g__Parabacteroides.s__Parabacteroides_goldsteinii,133.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N2AX94|g__Parabacteroides.s__Parabacteroides_goldsteinii,132.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5Y6S4|g__Parabacteroides.s__Parabacteroides_goldsteinii,131.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZUC5|g__Parabacteroides.s__Parabacteroides_goldsteinii,131.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_R7DIS8|g__Parabacteroides.s__Parabacteroides_goldsteinii,131.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5YYS3|g__Parabacteroides.s__Parabacteroides_goldsteinii,130.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5YF87|g__Parabacteroides.s__Parabacteroides_goldsteinii,129.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6A2J2|g__Parabacteroides.s__Parabacteroides_goldsteinii,129.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6A2W1|g__Parabacteroides.s__Parabacteroides_goldsteinii,129.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5Y5X9|g__Parabacteroides.s__Parabacteroides_goldsteinii,128.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5YS04|g__Parabacteroides.s__Parabacteroides_goldsteinii,128.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6A2N4|g__Parabacteroides.s__Parabacteroides_goldsteinii,128.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5Z609|g__Parabacteroides.s__Parabacteroides_goldsteinii,127.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZUP3|g__Parabacteroides.s__Parabacteroides_goldsteinii,127.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6ART3|g__Parabacteroides.s__Parabacteroides_goldsteinii,127.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_V2QDD8|g__Mucispirillum.s__Mucispirillum_schaedleri,127.0,g__Mucispirillum.s__Mucispirillum_schaedleri
UniRef90_K5ZDY3|g__Parabacteroides.s__Parabacteroides_goldsteinii,126.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_R6X650|g__Parabacteroides.s__Parabacteroides_goldsteinii,125.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_V2QCS0|g__Mucispirillum.s__Mucispirillum_schaedleri,125.0,g__Mucispirillum.s__Mucispirillum_schaedleri
UniRef90_N2AUG8|g__Parabacteroides.s__Parabacteroides_goldsteinii,123.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_R6WP78|g__Parabacteroides.s__Parabacteroides_goldsteinii,123.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_V2RMS6|g__Mucispirillum.s__Mucispirillum_schaedleri,123.0,g__Mucispirillum.s__Mucispirillum_schaedleri
UniRef90_A6L8C4|g__Parabacteroides.s__Parabacteroides_goldsteinii,122.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_A6LHM8|g__Parabacteroides.s__Parabacteroides_goldsteinii,122.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6AX65|g__Parabacteroides.s__Parabacteroides_goldsteinii,122.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5Z6U9|g__Parabacteroides.s__Parabacteroides_goldsteinii,121.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5Y667|g__Parabacteroides.s__Parabacteroides_goldsteinii,120.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6A2A8|g__Parabacteroides.s__Parabacteroides_goldsteinii,120.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5Z605|g__Parabacteroides.s__Parabacteroides_goldsteinii,118.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5Z9H7|g__Parabacteroides.s__Parabacteroides_goldsteinii,118.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZCG2|g__Parabacteroides.s__Parabacteroides_goldsteinii,118.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6A5C7|g__Parabacteroides.s__Parabacteroides_goldsteinii,117.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6ARD3|g__Parabacteroides.s__Parabacteroides_goldsteinii,115.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZV60|g__Parabacteroides.s__Parabacteroides_goldsteinii,114.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6A6W0|g__Parabacteroides.s__Parabacteroides_goldsteinii,114.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_V2QDI8|g__Mucispirillum.s__Mucispirillum_schaedleri,114.0,g__Mucispirillum.s__Mucispirillum_schaedleri
