Amino acid metabolism,Biosynthesis of other secondary metabolites,Carbohydrate metabolism,Chemical structure transformation maps,Energy metabolism,Global and overview maps,Glycan biosynthesis and metabolism,Lipid metabolism,Metabolism of cofactors and vitamins,Metabolism of other amino acids,Metabolism of terpenoids and polyketides,Nucleotide metabolism,Xenobiotics biodegradation and metabolism
ec:2.5.1.54,,ec:5.3.1.5,,ec:1.3.5.1,ec:1.4.1.1,,,ec:6.3.4.15,,,ec:6.3.5.2,
ec:6.3.4.4,,ec:2.7.1.58,,ec:1.1.1.37,ec:2.1.2.10,,,ec:3.5.4.16,,,ec:4.3.2.2,
ec:6.4.1.3,,ec:2.7.1.192,,ec:1.5.1.20,ec:1.1.1.290,,,ec:6.3.4.20,,,ec:3.5.4.5,
ec:2.1.3.3,,ec:4.1.1.3,,ec:2.3.1.9,ec:1.1.1.22,,,ec:2.7.1.33,,,ec:3.5.4.3,
ec:1.1.1.37,,ec:5.1.3.9,,ec:1.10.2.2,ec:1.1.1.44,,,ec:3.5.4.9,,,,
ec:2.3.1.9,,ec:5.3.1.8,,ec:5.4.99.2,ec:2.1.1.163,,,ec:2.1.2.5,,,,
ec:5.4.99.2,,ec:2.3.1.54,,ec:3.1.3.3,ec:1.2.1.88,,,ec:6.3.2.1,,,,
ec:3.1.3.3,,ec:3.2.1.21,,ec:2.7.1.25,ec:2.1.2.1,,,ec:2.1.2.10,,,,
ec:3.6.1.31,,ec:3.1.3.10,,ec:3.5.4.9,ec:1.3.1.98,,,ec:1.1.1.290,,,,
ec:2.1.2.5,,ec:2.7.1.5,,ec:4.2.1.2,ec:1.1.1.25,,,ec:2.6.1.52,,,,
ec:2.1.3.2,,ec:1.11.1.6,,ec:2.6.1.52,ec:1.2.4.2,,,ec:4.1.99.12,,,,
ec:4.2.1.49,,ec:1.2.4.1,,ec:5.3.1.6,ec:1.3.1.9,,,ec:2.6.99.2,,,,
ec:6.3.2.13,,ec:2.7.1.15,,ec:2.7.4.1,ec:1.6.1.2,,,ec:2.1.1.163,,,,
ec:4.3.1.3,,ec:1.1.1.79,,ec:6.2.1.5,,,,ec:2.7.6.3,,,,
ec:1.4.4.2,,ec:4.2.1.6,,ec:2.1.2.1,,,,ec:2.6.1.42,,,,
ec:1.4.1.1,,ec:6.4.1.2,,ec:1.8.5.3,,,,ec:2.3.1.47,,,,
ec:2.7.2.11,,ec:4.2.1.3,,ec:4.2.1.104,,,,ec:2.1.2.1,,,,
ec:2.1.2.10,,ec:2.4.1.1,,,,,,ec:3.1.1.85,,,,
ec:4.2.3.5,,ec:6.4.1.3,,,,,,ec:1.6.1.2,,,,
ec:2.6.1.52,,ec:3.1.2.1,,,,,,,,,,
ec:4.3.2.2,,ec:1.3.5.1,,,,,,,,,,
ec:2.5.1.19,,ec:1.1.1.37,,,,,,,,,,
ec:2.6.1.13,,ec:2.3.1.9,,,,,,,,,,
ec:3.5.2.7,,ec:3.2.1.52,,,,,,,,,,
ec:1.2.1.88,,ec:5.4.99.2,,,,,,,,,,
ec:4.2.3.4,,ec:4.1.2.19,,,,,,,,,,
ec:2.6.1.42,,ec:4.1.2.4,,,,,,,,,,
ec:4.1.3.27,,ec:3.5.99.6,,,,,,,,,,
ec:2.1.2.1,,ec:5.4.2.2,,,,,,,,,,
ec:2.3.1.31,,ec:3.2.1.22,,,,,,,,,,
ec:3.1.3.15,,ec:3.2.1.55,,,,,,,,,,
ec:1.1.1.25,,ec:2.7.1.90,,,,,,,,,,
ec:1.2.4.2,,ec:4.2.1.2,,,,,,,,,,
ec:4.3.2.1,,ec:3.2.1.37,,,,,,,,,,
