Amino acid metabolism,Biosynthesis of other secondary metabolites,Carbohydrate metabolism,Chemical structure transformation maps,Energy metabolism,Global and overview maps,Glycan biosynthesis and metabolism,Lipid metabolism,Metabolism of cofactors and vitamins,Metabolism of other amino acids,Metabolism of terpenoids and polyketides,Nucleotide metabolism,Xenobiotics biodegradation and metabolism
ec:2.6.1.52,,ec:5.1.3.2,,ec:1.1.1.298,ec:2.1.1.107,,,ec:2.4.2.1,,,ec:2.7.4.3,
ec:2.6.1.1,,ec:4.2.1.8,,ec:3.1.3.7,ec:1.1.1.205,,,ec:5.4.99.60,,,ec:2.7.4.22,
ec:2.1.3.3,,ec:4.1.2.4,,ec:1.1.1.37,ec:1.17.4.1,,,ec:1.1.1.100,,,ec:6.3.4.2,
ec:4.3.2.1,,ec:4.1.1.49,,ec:1.3.5.1,ec:1.4.1.16,,,ec:4.2.1.59,,,ec:4.3.2.2,
ec:3.5.1.5,,ec:3.2.1.86,,ec:4.2.1.1,ec:1.11.1.15,,,ec:2.1.1.107,,,ec:2.4.2.10,
ec:2.7.2.11,,ec:2.1.2.1,,ec:6.4.1.3,ec:1.1.1.49,,,ec:2.5.1.61,,,ec:3.6.1.23,
ec:1.1.1.37,,ec:2.7.2.3,,ec:5.4.99.2,ec:1.4.4.2,,,ec:2.7.4.3,,,ec:2.7.1.40,
ec:1.1.1.23,,ec:2.7.2.1,,ec:5.3.1.6,ec:2.1.2.10,,,ec:2.5.1.3,,,ec:6.3.4.13,
ec:6.4.1.3,,ec:4.2.1.11,,ec:5.4.2.11,ec:1.1.1.22,,,ec:3.5.4.16,,,,
ec:1.11.1.6,,ec:5.3.1.9,,ec:3.1.3.71,ec:1.1.1.44,,,ec:6.3.4.20,,,,
ec:2.3.3.13,,ec:2.4.1.1,,ec:3.5.4.9,ec:1.1.1.42,,,ec:3.5.4.9,,,,
ec:6.3.4.4,,ec:2.6.1.16,,ec:2.5.1.47,ec:2.1.2.11,,,ec:6.3.2.1,,,,
ec:3.3.1.1,,ec:6.4.1.1,,ec:1.7.2.2,ec:1.17.7.3,,,ec:2.4.2.19,,,,
ec:5.4.99.2,,ec:5.4.2.12,,ec:1.7.99.1,ec:1.2.1.88,,,ec:2.5.1.78,,,,
ec:2.5.1.6,,ec:2.7.1.197,,ec:6.2.1.5,ec:1.1.1.85,,,ec:2.2.1.6,,,,
ec:4.2.3.5,,ec:2.2.1.1,,ec:4.2.1.2,ec:1.2.1.11,,,ec:2.2.1.7,,,,
ec:2.4.2.17,,ec:1.1.1.17,,ec:1.1.1.42,ec:1.2.1.38,,,ec:2.2.1.9,,,,
ec:5.4.2.11,,ec:2.3.1.8,,,ec:1.1.1.58,,,ec:2.1.2.10,,,,
ec:1.4.1.16,,ec:1.2.1.12,,,ec:2.1.1.37,,,ec:3.5.4.26,,,,
ec:2.5.1.47,,ec:2.3.1.54,,,ec:1.2.1.41,,,ec:4.1.99.12,,,,
ec:4.2.1.20,,ec:3.2.1.122,,,,,,ec:2.3.1.47,,,,
ec:2.2.1.6,,ec:2.7.6.1,,,,,,ec:2.7.1.33,,,,
ec:4.2.1.49,,ec:1.1.1.37,,,,,,ec:2.7.1.49,,,,
ec:6.3.2.13,,ec:1.3.5.1,,,,,,ec:2.5.1.15,,,,
ec:1.4.4.2,,ec:6.4.1.3,,,,,,ec:2.1.2.11,,,,
ec:2.7.2.4,,ec:1.11.1.6,,,,,,ec:4.1.1.11,,,,
ec:2.1.2.10,,ec:2.3.3.13,,,,,,ec:2.8.1.7,,,,
ec:4.1.1.20,,ec:5.4.2.10,,,,,,,,,,
ec:6.3.1.1,,ec:5.4.99.2,,,,,,,,,,
ec:4.3.2.2,,ec:2.7.7.9,,,,,,,,,,
ec:2.6.1.13,,ec:4.1.2.19,,,,,,,,,,
ec:3.5.2.7,,ec:5.3.1.6,,,,,,,,,,
ec:1.2.1.88,,ec:5.4.2.11,,,,,,,,,,
ec:1.1.1.85,,ec:3.1.1.31,,,,,,,,,,
ec:1.2.1.11,,ec:5.3.1.17,,,,,,,,,,
ec:1.2.1.38,,ec:4.2.1.126,,,,,,,,,,
ec:4.2.3.4,,ec:3.5.99.6,,,,,,,,,,
ec:2.1.1.37,,ec:1.1.1.49,,,,,,,,,,
ec:1.2.1.41,,ec:2.7.1.90,,,,,,,,,,
ec:2.7.1.39,,ec:3.2.1.52,,,,,,,,,,
