taxa,RPK,percentage_rpk
UNMAPPED,2103262.0,78.57304028953185
g__Blautia.s__Blautia_producta,3767.0,0.14072647286484827
g__Clostridium.s__Clostridium_sp_ASF356,47612.0,1.7786750268227118
g__Gammaretrovirus.s__Murine_osteosarcoma_virus,7.0,0.0002615039315248043
g__Lactobacillus.s__Lactobacillus_murinus,622.0,0.02323649220120404
g__Mucispirillum.s__Mucispirillum_schaedleri,5369.0,0.2005735154795249
g__Parabacteroides.s__Parabacteroides_goldsteinii,147218.0,5.499726541602663
unclassified,368967.0000001809,13.783760157565682
