taxa,RPK,length,read_count
g__Betaretrovirus.s__Mouse_mammary_tumor_virus,3.0,1215.0,2.061
g__Blautia.s__Blautia_producta,3393.0,845770.0,3267.417000000004
g__Clostridium.s__Clostridium_sp_ASF356,35989.0,2240131.0,31969.051999999763
g__Gammaretrovirus.s__Murine_osteosarcoma_virus,6.0,450.0,2.7
g__Lactobacillus.s__Lactobacillus_murinus,1584.0,221520.0,1458.3230000000005
g__Mucispirillum.s__Mucispirillum_schaedleri,6544.0,1201257.0,6462.311999999984
g__Parabacteroides.s__Parabacteroides_goldsteinii,132287.0,4402520.0,125037.57499999998
unclassified,139286.00000001074,706306.0,77267.22847903737
