taxa,reads
g__Aeromonas.s__Aeromonas_salmonicida,2.0
g__Aeromonas.s__Aeromonas_veronii,1.0
g__Afipia.s__Afipia_birgiae,16.0
g__Afipia.s__Afipia_broomeae,22.0
g__Afipia.s__Afipia_clevelandensis,21.0
g__Afipia.s__Afipia_felis,1.0
g__Afipia.s__Afipia_sp_1NLS2,2.0
g__Agrobacterium.s__Agrobacterium_albertimagni,5.0
g__Agrobacterium.s__Agrobacterium_fabrum,26.0
g__Agrobacterium.s__Agrobacterium_sp_ATCC_31749,26.0
g__Agrobacterium.s__Agrobacterium_sp_H13_3,7.0
g__Agrobacterium.s__Agrobacterium_tumefaciens,26.0
g__Agrobacterium.s__Agrobacterium_vitis,1.0
g__Ajellomyces.s__Ajellomyces_dermatitidis,1.0
g__Akkermansia.s__Akkermansia_muciniphila,1.0
g__Alcanivorax.s__Alcanivorax_hongdengensis,8.0
g__Alicycliphilus.s__Alicycliphilus_denitrificans,5.0
g__Alicycliphilus.s__Alicycliphilus_sp_CRZ1,7.0
g__Alistipes.s__Alistipes_putredinis,10.0
g__Alistipes.s__Alistipes_shahii,2.0
g__Alloprevotella.s__Alloprevotella_tannerae,2.0
g__Anaerococcus.s__Anaerococcus_hydrogenalis,1.0
g__Anaerostipes.s__Anaerostipes_caccae,69.0
g__Anaerotruncus.s__Anaerotruncus_colihominis,1.0
g__Arthrobacter.s__Arthrobacter_arilaitensis,7.0
g__Arthrobacter.s__Arthrobacter_sp_161MFSha2_1,1.0
g__Arthroderma.s__Arthroderma_benhamiae,2.0
g__Arthroderma.s__Arthroderma_gypseum,1.0
g__Arthroderma.s__Arthroderma_otae,2.0
g__Aspergillus.s__Aspergillus_clavatus,11.0
g__Aspergillus.s__Aspergillus_niger,5.0
g__Aspergillus.s__Aspergillus_oryzae,14.0
g__Aspergillus.s__Aspergillus_terreus,12.0
g__Asticcacaulis.s__Asticcacaulis_benevestitus,8.0
g__Asticcacaulis.s__Asticcacaulis_excentricus,13.0
g__Asticcacaulis.s__Asticcacaulis_sp_YBE204,2.0
g__Azoarcus.s__Azoarcus_sp_BH72,1.0
g__Azorhizobium.s__Azorhizobium_caulinodans,2.0
g__Azospira.s__Azospira_oryzae,7.0
g__Babesia.s__Babesia_bovis,4.0
g__Bacillus.s__Bacillus_alcalophilus,3.0
g__Bacillus.s__Bacillus_anthracis,6.0
g__Bacillus.s__Bacillus_cereus_thuringiensis,2.0
g__Bacillus.s__Bacillus_coahuilensis,1.0
g__Bacillus.s__Bacillus_licheniformis,5.0
g__Bacillus.s__Bacillus_sp_2_A_57_CT2,5.0
g__Bacillus.s__Bacillus_sp_37MA,2.0
g__Bacillus.s__Bacillus_sp_FJAT_13831,1.0
g__Bacillus.s__Bacillus_sp_JC63,6.0
g__Bacillus.s__Bacillus_subtilis,5.0
g__Bacteroides.s__Bacteroides_barnesiae,4.0
g__Bacteroides.s__Bacteroides_caccae,838.0
g__Bacteroides.s__Bacteroides_cellulosilyticus,2.0
g__Bacteroides.s__Bacteroides_clarus,3.0
g__Bacteroides.s__Bacteroides_coprocola,5378.0
g__Bacteroides.s__Bacteroides_dorei,10.0
g__Bacteroides.s__Bacteroides_eggerthii,2.0
g__Bacteroides.s__Bacteroides_faecis,1.0
g__Bacteroides.s__Bacteroides_finegoldii,8.0
g__Bacteroides.s__Bacteroides_fluxus,1.0
g__Bacteroides.s__Bacteroides_fragilis,83.0
g__Bacteroides.s__Bacteroides_intestinalis,1.0
g__Bacteroides.s__Bacteroides_massiliensis,7.0
g__Bacteroides.s__Bacteroides_oleiciplenus,1.0
g__Bacteroides.s__Bacteroides_ovatus,48.0
g__Bacteroides.s__Bacteroides_plebeius,203.0
g__Bacteroides.s__Bacteroides_pyogenes,6.0
g__Bacteroides.s__Bacteroides_salyersiae,11.0
g__Bacteroides.s__Bacteroides_sp_1_1_14,1.0
g__Bacteroides.s__Bacteroides_sp_1_1_6,3.0
g__Bacteroides.s__Bacteroides_sp_2_1_16,28.0
g__Bacteroides.s__Bacteroides_sp_2_1_22,29.0
g__Bacteroides.s__Bacteroides_sp_2_1_33B,2150.0
g__Bacteroides.s__Bacteroides_sp_2_1_56FAA,32.0
g__Bacteroides.s__Bacteroides_sp_2_1_7,21.0
g__Bacteroides.s__Bacteroides_sp_2_2_4,129.0
g__Bacteroides.s__Bacteroides_sp_3_1_19,37.0
g__Bacteroides.s__Bacteroides_sp_3_1_23,9.0
g__Bacteroides.s__Bacteroides_sp_3_1_33FAA,6107.0
g__Bacteroides.s__Bacteroides_sp_4_3_47FAA,2.0
g__Bacteroides.s__Bacteroides_sp_9_1_42FAA,17.0
g__Bacteroides.s__Bacteroides_sp_D1,1.0
g__Bacteroides.s__Bacteroides_sp_D20,5.0
g__Bacteroides.s__Bacteroides_sp_HPS0048,2.0
g__Bacteroides.s__Bacteroides_stercoris,19.0
g__Bacteroides.s__Bacteroides_thetaiotaomicron,21.0
g__Bacteroides.s__Bacteroides_uniformis,430.0
g__Bacteroides.s__Bacteroides_vulgatus,113.0
g__Bacteroides.s__Bacteroides_xylanisolvens,35.0
g__Barnesiella.s__Barnesiella_intestinihominis,1416.0
g__Bavariicoccus.s__Bavariicoccus_seileri,2.0
g__Bdellovibrio.s__Bdellovibrio_bacteriovorus,10.0
g__Bifidobacterium.s__Bifidobacterium_adolescentis,1.0
g__Bifidobacterium.s__Bifidobacterium_longum,1.0
g__Blastomonas.s__Blastomonas_sp_AAP53,6.0
g__Blastomonas.s__Blastomonas_sp_CACIA14H2,14.0
g__Blattabacterium.s__Blattabacterium_sp_Nauphoeta_cinerea,40.0
g__Blautia.s__Blautia_hansenii,32.0
g__Blautia.s__Blautia_hydrogenotrophica,11.0
g__Blautia.s__Blautia_producta,2796.0
g__Blautia.s__Blautia_sp_KLE_1732,16.0
g__Blautia.s__Ruminococcus_gnavus,213.0
g__Blautia.s__Ruminococcus_obeum,1734.0
g__Blautia.s__Ruminococcus_torques,2154.0
g__Bordetella.s__Bordetella_holmesii,17.0
g__Bordetella.s__Bordetella_petrii,6.0
g__Botryotinia.s__Botryotinia_fuckeliana,1.0
g__Brachybacterium.s__Brachybacterium_faecium,1.0
g__Brachybacterium.s__Brachybacterium_paraconglomeratum,14.0
g__Brachybacterium.s__Brachybacterium_squillarum,2.0
g__Bradyrhizobiaceae_noname.s__Bradyrhizobiaceae_bacterium_SG_6C,17.0
g__Bradyrhizobium.s__Bradyrhizobium_diazoefficiens,93.0
g__Bradyrhizobium.s__Bradyrhizobium_elkanii,97.0
g__Bradyrhizobium.s__Bradyrhizobium_japonicum,167.0
g__Bradyrhizobium.s__Bradyrhizobium_oligotrophicum,25.0
g__Bradyrhizobium.s__Bradyrhizobium_sp,4.0
g__Bradyrhizobium.s__Bradyrhizobium_sp_BTAi1,24.0
g__Bradyrhizobium.s__Bradyrhizobium_sp_CCGE_LA001,9.0
g__Bradyrhizobium.s__Bradyrhizobium_sp_DFCI_1,127.0
g__Bradyrhizobium.s__Bradyrhizobium_sp_ORS_278,33.0
g__Bradyrhizobium.s__Bradyrhizobium_sp_ORS_375,6.0
g__Bradyrhizobium.s__Bradyrhizobium_sp_S23321,25.0
g__Bradyrhizobium.s__Bradyrhizobium_sp_STM_3843,4.0
g__Bradyrhizobium.s__Bradyrhizobium_sp_WSM1253,11.0
g__Bradyrhizobium.s__Bradyrhizobium_sp_WSM471,22.0
g__Bradyrhizobium.s__Bradyrhizobium_sp_YR681,113.0
g__Brevibacterium.s__Brevibacterium_casei,6.0
g__Brevibacterium.s__Brevibacterium_sp_JC43,2.0
g__Brevundimonas.s__Brevundimonas_diminuta,3.0
g__Brevundimonas.s__Brevundimonas_sp_BAL3,8.0
g__Brevundimonas.s__Brevundimonas_subvibrioides,3.0
g__Brucella.s__Brucella_canis,1.0
g__Brucella.s__Brucella_sp_NF_2653,1.0
g__Brucella.s__Brucella_sp_UK38_05,1.0
g__Brucella.s__Brucella_suis,14.0
g__Burkholderia.s__Burkholderia_ambifaria,1.0
g__Burkholderia.s__Burkholderia_cenocepacia,4.0
g__Burkholderia.s__Burkholderia_lata,7.0
g__Burkholderia.s__Burkholderia_multivorans,16.0
g__Burkholderia.s__Burkholderia_phytofirmans,2.0
g__Burkholderia.s__Burkholderia_pseudomallei,1.0
g__Burkholderia.s__Burkholderia_pyrrocinia,4.0
g__Burkholderia.s__Burkholderia_sp_CCGE1002,1.0
g__Burkholderia.s__Burkholderia_sp_Ch1_1,3.0
g__Burkholderia.s__Burkholderia_sp_SJ98,1.0
g__Burkholderia.s__Burkholderia_sp_TJI49,2.0
g__Burkholderia.s__Burkholderia_ubonensis,1.0
g__Burkholderia.s__Burkholderia_vietnamiensis,1.0
g__Burkholderiales_noname.s__Burkholderiales_bacterium_JOSHI_001,3.0
g__Caldalkalibacillus.s__Caldalkalibacillus_thermarum,14.0
g__Caldanaerobacter.s__Caldanaerobacter_subterraneus,11.0
g__Caldimonas.s__Caldimonas_manganoxidans,3.0
g__Campylobacter.s__Campylobacter_jejuni,3.0
g__Candida.s__Candida_albicans,3.0
g__Candida.s__Candida_dubliniensis,3.0
g__Candida.s__Candida_tropicalis,1.0
g__Candidatus_Accumulibacter.s__Candidatus_Accumulibacter_phosphatis,1.0
g__Candidatus_Saccharibacteria_noname.s__candidate_division_TM7_single_cell_isolate_TM7c,1.0
g__Capnocytophaga.s__Capnocytophaga_sp_oral_taxon_329,1.0
g__Carnobacterium.s__Carnobacterium_maltaromaticum,606.0
g__Caulobacter.s__Caulobacter_segnis,31.0
g__Caulobacter.s__Caulobacter_sp_AP07,30.0
g__Caulobacter.s__Caulobacter_sp_JGI_0001010_J14,6.0
g__Caulobacter.s__Caulobacter_sp_JGI_0001013_O16,1.0
g__Caulobacter.s__Caulobacter_sp_K31,6.0
g__Caulobacter.s__Caulobacter_vibrioides,69.0
g__Chaetomium.s__Chaetomium_globosum,31.0
g__Chamaesiphon.s__Chamaesiphon_minutus,1.0
g__Chelativorans.s__Chelativorans_sp_BNC1,2.0
g__Chelatococcus.s__Chelatococcus_sp_GW1,9.0
g__Chlamydia.s__Chlamydia_pneumoniae,1.0
g__Chlamydia.s__Chlamydia_psittaci,389.0
g__Chromobacterium.s__Chromobacterium_sp_C_61,4.0
g__Chromobacterium.s__Chromobacterium_violaceum,3.0
g__Chryseobacterium.s__Chryseobacterium_taeanense,2.0
g__Citrobacter.s__Citrobacter_freundii,1.0
g__Citrobacter.s__Citrobacter_koseri,2.0
g__Citrobacter.s__Citrobacter_sp_30_2,2.0
g__Citrobacter.s__Citrobacter_sp_KTE151,1.0
g__Citrobacter.s__Citrobacter_sp_L17,1.0
g__Citrobacter.s__Citrobacter_youngae,2.0
g__Citromicrobium.s__Citromicrobium_sp_JLT1363,13.0
g__Clostridium.s__Clostridium_bolteae,489.0
g__Clostridium.s__Clostridium_botulinum,585.0
g__Clostridium.s__Clostridium_cellulovorans,2.0
g__Clostridium.s__Clostridium_citroniae,9.0
g__Clostridium.s__Clostridium_clostridioforme,45.0
g__Clostridium.s__Clostridium_hathewayi,4.0
g__Clostridium.s__Clostridium_leptum,44.0
g__Clostridium.s__Clostridium_methylpentosum,3.0
g__Clostridium.s__Clostridium_papyrosolvens,10.0
g__Clostridium.s__Clostridium_perfringens,1.0
g__Clostridium.s__Clostridium_saccharolyticum,1.0
g__Clostridium.s__Clostridium_scindens,138.0
g__Clostridium.s__Clostridium_sp_ASF356,14325.0
g__Clostridium.s__Clostridium_sp_ASF502,3.0
g__Clostridium.s__Clostridium_sp_BL8,9.0
g__Clostridium.s__Clostridium_sp_D5,1.0
g__Clostridium.s__Clostridium_sp_KLE_1755,1.0
g__Clostridium.s__Clostridium_sp_L2_50,122.0
g__Clostridium.s__Clostridium_sp_M62_1,14.0
g__Clostridium.s__Clostridium_sp_MSTE9,1.0
g__Clostridium.s__Clostridium_sp_SS2_1,496.0
g__Clostridium.s__Clostridium_sp_SY8519,12.0
g__Clostridium.s__Clostridium_sporosphaeroides,1.0
g__Clostridium.s__Clostridium_symbiosum,22.0
g__Clostridium.s__Clostridium_termitidis,20.0
g__Clostridium.s__Clostridium_thermocellum,107.0
g__Coccidioides.s__Coccidioides_posadasii,5.0
g__Collimonas.s__Collimonas_fungivorans,4.0
g__Collinsella.s__Collinsella_aerofaciens,15.0
g__Collinsella.s__Collinsella_tanakaei,6.0
g__Comamonas.s__Comamonas_sp_B_9,2.0
g__Comamonas.s__Comamonas_testosteroni,1.0
g__Coprinopsis.s__Coprinopsis_cinerea,1.0
g__Coprobacter.s__Coprobacter_fastidiosus,3228.0
g__Coprococcus.s__Coprococcus_catus,5.0
g__Coprococcus.s__Coprococcus_eutactus,121.0
g__Corynebacterium.s__Corynebacterium_accolens,2.0
g__Corynebacterium.s__Corynebacterium_ammoniagenes,5.0
g__Corynebacterium.s__Corynebacterium_genitalium,2.0
g__Corynebacterium.s__Corynebacterium_glucuronolyticum,38.0
g__Corynebacterium.s__Corynebacterium_lipophiloflavum,1.0
g__Corynebacterium.s__Corynebacterium_matruchotii,6.0
g__Corynebacterium.s__Corynebacterium_propinquum,1.0
g__Corynebacterium.s__Corynebacterium_pseudogenitalium,7.0
g__Corynebacterium.s__Corynebacterium_sp_HFH0082,1.0
g__Corynebacterium.s__Corynebacterium_sp_KPL1824,1.0
g__Corynebacterium.s__Corynebacterium_sp_KPL1989,1.0
g__Corynebacterium.s__Corynebacterium_striatum,1.0
g__Corynebacterium.s__Corynebacterium_tuberculostearicum,6.0
g__Coxiella.s__Coxiella_burnetii,61.0
g__Cronobacter.s__Cronobacter_turicensis,1.0
g__Cryocola.s__Cryocola_sp_340MFSha3_1,2.0
g__Cupriavidus.s__Cupriavidus_metallidurans,9.0
g__Cupriavidus.s__Cupriavidus_necator,4.0
g__Cupriavidus.s__Cupriavidus_sp_HMR_1,7.0
g__Cupriavidus.s__Cupriavidus_sp_UYPR2_512,4.0
g__Cupriavidus.s__Cupriavidus_sp_WS,7.0
g__Curvibacter.s__Curvibacter_lanceolatus,150.0
g__Cylindrospermum.s__Cylindrospermum_stagnale,3.0
g__Cytophaga.s__Cytophaga_aurantiaca,1.0
g__Debaryomyces.s__Debaryomyces_hansenii,3.0
g__Deinococcus.s__Deinococcus_gobiensis,1.0
g__Delftia.s__Delftia_acidovorans,4.0
g__Delftia.s__Delftia_sp_Cs1_4,1.0
g__Demetria.s__Demetria_terragena,1.0
g__Desulfococcus.s__Desulfococcus_multivorans,4.0
g__Desulfovibrio.s__Desulfovibrio_aespoeensis,1.0
g__Desulfovibrio.s__Desulfovibrio_vulgaris,3.0
g__Desulfurivibrio.s__Desulfurivibrio_alkaliphilus,1.0
g__Dickeya.s__Dickeya_zeae,2.0
g__Dictyostelium.s__Dictyostelium_purpureum,1.0
g__Dorea.s__Dorea_formicigenerans,1.0
g__Dorea.s__Dorea_longicatena,120.0
g__Dorea.s__Dorea_sp_5_2,23.0
g__Duganella.s__Duganella_zoogloeoides,4.0
g__Dyella.s__Dyella_ginsengisoli,1.0
g__Ectothiorhodospira.s__Ectothiorhodospira_sp_PHS_1,1.0
g__Edwardsiella.s__Edwardsiella_tarda,1.0
g__Elizabethkingia.s__Elizabethkingia_anophelis,7.0
g__Enhydrobacter.s__Enhydrobacter_aerosaccus,29.0
g__Entamoeba.s__Entamoeba_dispar,2.0
g__Enterobacter.s__Enterobacter_aerogenes,1.0
g__Enterobacter.s__Enterobacter_cloacae,3.0
g__Enterobacter.s__Enterobacter_sp_MGH_23,1.0
g__Enterobacter.s__Enterobacter_sp_MGH_25,1.0
g__Enterobacter.s__Enterobacter_sp_MGH_34,2.0
g__Enterococcus.s__Enterococcus_avium,2.0
g__Enterococcus.s__Enterococcus_cecorum,8.0
g__Enterococcus.s__Enterococcus_columbae,1.0
g__Enterococcus.s__Enterococcus_faecalis,98.0
g__Enterococcus.s__Enterococcus_faecium,42.0
g__Enterococcus.s__Enterococcus_italicus,8.0
g__Enterococcus.s__Enterococcus_mundtii,3.0
g__Enterococcus.s__Enterococcus_raffinosus,2.0
g__Eremothecium.s__Eremothecium_gossypii,1.0
g__Erysipelothrix.s__Erysipelothrix_rhusiopathiae,3.0
g__Erythrobacter.s__Erythrobacter_litoralis,2.0
g__Erythrobacter.s__Erythrobacter_sp_SD_21,1.0
g__Escherichia.s__Escherichia_albertii,24.0
g__Escherichia.s__Escherichia_coli,1042.0
g__Escherichia.s__Escherichia_fergusonii,29.0
g__Escherichia.s__Escherichia_sp_1_1_43,430.0
g__Escherichia.s__Escherichia_sp_3_2_53FAA,149.0
g__Escherichia.s__Escherichia_sp_4_1_40B,597.0
g__Escherichia.s__Escherichia_sp_TW09231,12.0
g__Escherichia.s__Escherichia_sp_TW09276,14.0
g__Escherichia.s__Escherichia_sp_TW09308,11.0
g__Escherichia.s__Escherichia_sp_TW10509,62.0
g__Escherichia.s__Escherichia_sp_TW11588,17.0
g__Eubacterium.s__Eubacterium_hallii,1.0
g__Eubacterium.s__Eubacterium_plexicaudatum,1.0
g__Eubacterium.s__Eubacterium_sp_14_2,11.0
g__Eubacterium.s__Eubacterium_ventriosum,119.0
g__Faecalibacterium.s__Faecalibacterium_prausnitzii,34.0
g__Fischerella.s__Fischerella_muscicola,1.0
g__Flavobacteriaceae_noname.s__Flavobacteriaceae_bacterium_HQM9,1.0
g__Flavobacteriia_noname.s__Flavobacteria_bacterium_MS024_2A,57.0
g__Flavobacteriia_noname.s__Flavobacteria_bacterium_MS024_3C,47.0
g__Flavobacterium.s__Flavobacterium_frigoris,5.0
g__Flavobacterium.s__Flavobacterium_johnsoniae,1.0
g__Flavobacterium.s__Flavobacterium_sp_ACAM_123,1.0
g__Flavobacterium.s__Flavobacterium_sp_WG21,3.0
g__Fodinicurvata.s__Fodinicurvata_sediminis,1.0
g__Fulvimarina.s__Fulvimarina_pelagi,8.0
g__Fusarium.s__Nectria_haematococca,8.0
g__Gallionella.s__Gallionella_sp_SCGC_AAA018_N21,2.0
g__Gammaproteobacteria_noname.s__marine_gamma_proteobacterium_HTCC2143,2.0
g__Geitlerinema.s__Geitlerinema_sp_PCC_7105,1.0
g__Geobacillus.s__Geobacillus_thermodenitrificans,1.0
g__Geodermatophilus.s__Geodermatophilus_obscurus,3.0
g__Gordonia.s__Gordonia_neofelifaecis,1.0
g__Gordonia.s__Gordonia_polyisoprenivorans,2.0
g__Gordonia.s__Gordonia_sp_KTR9,1.0
g__Gordonia.s__Gordonia_sputi,1.0
g__Granulicella.s__Granulicella_mallensis,1.0
g__Haemophilus.s__Haemophilus_parainfluenzae,2.0
g__Haemophilus.s__Haemophilus_parasuis,1.0
g__Haliscomenobacter.s__Haliscomenobacter_hydrossis,1.0
g__Halomonas.s__Halomonas_boliviensis,4.0
g__Helicobacter.s__Helicobacter_pylori,11.0
g__Heliobacterium.s__Heliobacterium_modesticaldum,24.0
g__Hoeflea.s__Hoeflea_phototrophica,3.0
g__Hoeflea.s__Hoeflea_sp_108,9.0
g__Hydrocarboniphaga.s__Hydrocarboniphaga_effusa,8.0
g__Hydrogenophaga.s__Hydrogenophaga_sp_PBC,19.0
g__Hylemonella.s__Hylemonella_gracilis,5.0
g__Hyphomicrobium.s__Hyphomicrobium_denitrificans,1.0
g__Hyphomicrobium.s__Hyphomicrobium_zavarzinii,3.0
g__Ideonella.s__Ideonella_sp_B508_1,6.0
g__Janibacter.s__Janibacter_hoylei,8.0
g__Janthinobacterium.s__Janthinobacterium_sp_HH01,2.0
g__Janthinobacterium.s__Janthinobacterium_sp_Marseille,1.0
g__Johnsonella.s__Johnsonella_ignava,1.0
g__Kineosphaera.s__Kineosphaera_limosa,2.0
g__Klebsiella.s__Klebsiella_oxytoca,5.0
g__Klebsiella.s__Klebsiella_pneumoniae,12.0
g__Klebsiella.s__Klebsiella_sp_4_1_44FAA,1.0
g__Kluyveromyces.s__Kluyveromyces_lactis,12.0
g__Kocuria.s__Kocuria_atrinae,3.0
g__Kocuria.s__Kocuria_rhizophila,15.0
g__Kocuria.s__Kocuria_sp_UCD_OTCP,7.0
g__Komagataella.s__Komagataella_pastoris,7.0
g__Kytococcus.s__Kytococcus_sedentarius,34.0
g__Laccaria.s__Laccaria_bicolor,4.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_58FAA,1.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_57FAA_CT1,1.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_4_1_37FAA,97.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_57FAA,1.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA,69.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_6_1_63FAA,40.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_8_1_57FAA,3.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_9_1_43BFAA,218.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_oral_taxon_082,4.0
g__Lacinutrix.s__Lacinutrix_sp_5H_3_7_4,5.0
g__Lactobacillus.s__Lactobacillus_animalis,141.0
g__Lactobacillus.s__Lactobacillus_brevis,1.0
g__Lactobacillus.s__Lactobacillus_casei_paracasei,6.0
g__Lactobacillus.s__Lactobacillus_crispatus,21.0
g__Lactobacillus.s__Lactobacillus_fermentum,11.0
g__Lactobacillus.s__Lactobacillus_jensenii,28.0
g__Lactobacillus.s__Lactobacillus_murinus,1233.0
g__Lactobacillus.s__Lactobacillus_reuteri,1.0
g__Lactobacillus.s__Lactobacillus_sakei,1.0
g__Lactococcus.s__Lactococcus_garvieae,3.0
g__Lactococcus.s__Lactococcus_lactis,2.0
g__Legionella.s__Legionella_drancourtii,1.0
g__Legionella.s__Legionella_pneumophila,1.0
g__Leifsonia.s__Leifsonia_aquatica,2.0
g__Leifsonia.s__Leifsonia_sp_109,1.0
g__Leishmania.s__Leishmania_major,8.0
g__Leishmania.s__Leishmania_mexicana,1.0
g__Leptosphaeria.s__Leptosphaeria_maculans,157.0
g__Leptospira.s__Leptospira_weilii,1.0
g__Leptothrix.s__Leptothrix_cholodnii,9.0
g__Leptotrichia.s__Leptotrichia_hofstadii,1.0
g__Leuconostoc.s__Leuconostoc_mesenteroides,10.0
g__Limnohabitans.s__Limnohabitans_sp_Rim47,22.0
g__Listeria.s__Listeria_monocytogenes,23.0
g__Lodderomyces.s__Lodderomyces_elongisporus,5.0
g__Magnaporthe.s__Magnaporthe_oryzae,7.0
g__Malassezia.s__Malassezia_globosa,5.0
g__Marichromatium.s__Marichromatium_purpuratum,3.0
g__Marinobacterium.s__Marinobacterium_stanieri,1.0
g__Marvinbryantia.s__Marvinbryantia_formatexigens,9.0
g__Massilia.s__Massilia_niastensis,3.0
g__Meiothermus.s__Meiothermus_silvanus,1.0
g__Mesorhizobium.s__Mesorhizobium_amorphae,35.0
g__Mesorhizobium.s__Mesorhizobium_australicum,50.0
g__Mesorhizobium.s__Mesorhizobium_ciceri,45.0
g__Mesorhizobium.s__Mesorhizobium_loti,227.0
g__Mesorhizobium.s__Mesorhizobium_metallidurans,12.0
g__Mesorhizobium.s__Mesorhizobium_opportunistum,76.0
g__Mesorhizobium.s__Mesorhizobium_sp_WSM4349,16.0
g__Methylibium.s__Methylibium_petroleiphilum,7.0
g__Methylobacterium.s__Methylobacterium_mesophilicum,1.0
g__Methylobacterium.s__Methylobacterium_populi,21.0
g__Methylobacterium.s__Methylobacterium_radiotolerans,1.0
g__Methylobacterium.s__Methylobacterium_sp_285MFTsu5_1,1.0
g__Methylobacterium.s__Methylobacterium_sp_4_46,3.0
g__Methylobacterium.s__Methylobacterium_sp_77,2.0
g__Methylobacterium.s__Methylobacterium_sp_88A,1.0
g__Methylobacterium.s__Methylobacterium_sp_WSM2598,3.0
g__Methylocystis.s__Methylocystis_parvus,1.0
g__Methylophilus.s__Methylophilus_methylotrophus,5.0
g__Methylophilus.s__Methylophilus_sp_42,1.0
g__Methylosinus.s__Methylosinus_sp_LW4,1.0
g__Methylotenera.s__Methylotenera_mobilis,1.0
g__Methyloversatilis.s__Methyloversatilis_universalis,43.0
g__Microbacterium.s__Microbacterium_laevaniformans,10.0
g__Microbacterium.s__Microbacterium_sp_292MF,8.0
g__Microbacterium.s__Microbacterium_sp_B19,2.0
g__Microbacterium.s__Microbacterium_sp_oral_taxon_186,2.0
g__Microbacterium.s__Microbacterium_testaceum,1.0
g__Micrococcus.s__Micrococcus_luteus,112.0
g__Micromonospora.s__Micromonospora_aurantiaca,1.0
g__Millerozyma.s__Millerozyma_farinosa,10.0
g__Moniliophthora.s__Moniliophthora_perniciosa,1.0
g__Moraxella.s__Moraxella_catarrhalis,3.0
g__Mucispirillum.s__Mucispirillum_schaedleri,2930.0
g__Myceliophthora.s__Myceliophthora_thermophila,121.0
g__Mycobacterium.s__Mycobacterium_abscessus,53.0
g__Mycobacterium.s__Mycobacterium_colombiense,1.0
g__Mycobacterium.s__Mycobacterium_fortuitum,2.0
g__Mycobacterium.s__Mycobacterium_indicus_pranii,2.0
g__Mycobacterium.s__Mycobacterium_intracellulare,2.0
g__Mycobacterium.s__Mycobacterium_parascrofulaceum,7.0
