taxa,RPK,percentage_rpk
UNMAPPED,2421648.0,82.61201063946307
g__Clostridium.s__Clostridium_sp_ASF356,34597.0,1.180240783174724
g__Escherichia.s__Escherichia_coli,6188.0,0.2110972039854667
g__Lactobacillus.s__Lactobacillus_murinus,2214.0,0.07552831441884668
g__Mucispirillum.s__Mucispirillum_schaedleri,14070.0,0.47998346155066524
g__Parabacteroides.s__Parabacteroides_goldsteinii,387836.0,13.230623013074897
unclassified,64797.99999999177,2.210516584332342
