taxa,reads
g__Escherichia.s__Escherichia_sp_TW09231,15.0
g__Escherichia.s__Escherichia_sp_TW09276,17.0
g__Escherichia.s__Escherichia_sp_TW09308,15.0
g__Escherichia.s__Escherichia_sp_TW10509,106.0
g__Escherichia.s__Escherichia_sp_TW11588,42.0
g__Eubacterium.s__Eubacterium_brachy,6.0
g__Eubacterium.s__Eubacterium_hallii,43.0
g__Eubacterium.s__Eubacterium_limosum,11.0
g__Eubacterium.s__Eubacterium_plexicaudatum,37.0
g__Eubacterium.s__Eubacterium_ramulus,7.0
g__Eubacterium.s__Eubacterium_rectale,1.0
g__Eubacterium.s__Eubacterium_sp_14_2,86.0
g__Eubacterium.s__Eubacterium_ventriosum,121.0
g__Exiguobacterium.s__Exiguobacterium_sp_S17,15.0
g__Faecalibacterium.s__Faecalibacterium_prausnitzii,63.0
g__Finegoldia.s__Finegoldia_magna,2.0
g__Flavobacteriaceae_noname.s__Flavobacteriaceae_bacterium_HQM9,1.0
g__Flavobacteriales_noname.s__Flavobacteria_bacterium_BAL38,2.0
g__Flavobacteriia_noname.s__Flavobacteria_bacterium_MS024_2A,26.0
g__Flavobacteriia_noname.s__Flavobacteria_bacterium_MS024_3C,34.0
g__Flavobacterium.s__Flavobacterium_antarcticum,2.0
g__Flavobacterium.s__Flavobacterium_branchiophilum,2.0
g__Flavobacterium.s__Flavobacterium_cauense,3.0
g__Flavobacterium.s__Flavobacterium_frigoris,25.0
g__Flavobacterium.s__Flavobacterium_johnsoniae,8.0
g__Flavobacterium.s__Flavobacterium_saliperosum,1.0
g__Flavobacterium.s__Flavobacterium_sp_ACAM_123,1.0
g__Flavobacterium.s__Flavobacterium_sp_CF136,5.0
g__Flavobacterium.s__Flavobacterium_sp_WG21,12.0
g__Flexibacter.s__Flexibacter_litoralis,1.0
g__Frankia.s__Frankia_sp_CN3,1.0
g__Frankia.s__Frankia_sp_EAN1pec,1.0
g__Frankia.s__Frankia_sp_QA3,9.0
g__Gammaproteobacteria_noname.s__gamma_proteobacterium_NOR5_3,1.0
g__Gammaproteobacteria_noname.s__marine_gamma_proteobacterium_HTCC2143,1.0
g__Gemella.s__Gemella_haemolysans,4.0
g__Gemmata.s__Gemmata_obscuriglobus,3.0
g__Geobacillus.s__Geobacillus_thermodenitrificans,1.0
g__Geobacter.s__Geobacter_bemidjiensis,2.0
g__Gluconobacter.s__Gluconobacter_morbifer,2.0
g__Gordonia.s__Gordonia_araii,2.0
g__Gordonia.s__Gordonia_effusa,28.0
g__Gordonia.s__Gordonia_hirsuta,1.0
g__Gordonia.s__Gordonia_sihwensis,2.0
g__Gordonia.s__Gordonia_soli,1.0
g__Gordonia.s__Gordonia_sp_NB4_1Y,2.0
g__Gordonia.s__Gordonia_sputi,1.0
g__Gordonia.s__Gordonia_terrae,2.0
g__Granulicella.s__Granulicella_tundricola,3.0
g__Haemophilus.s__Haemophilus_parainfluenzae,2.0
g__Halococcus.s__Halococcus_morrhuae,1.0
g__Helicobacter.s__Helicobacter_fennelliae,1.0
g__Helicobacter.s__Helicobacter_hepaticus,2.0
g__Helicobacter.s__Helicobacter_mustelae,1.0
g__Helicobacter.s__Helicobacter_pylori,83.0
g__Heliobacterium.s__Heliobacterium_modesticaldum,9.0
g__Herbaspirillum.s__Herbaspirillum_frisingense,1.0
g__Herbaspirillum.s__Herbaspirillum_seropedicae,3.0
g__Herbaspirillum.s__Herbaspirillum_sp_CF444,3.0
g__Herbaspirillum.s__Herbaspirillum_sp_GW103,4.0
g__Herbaspirillum.s__Herbaspirillum_sp_YR522,3.0
g__Hoeflea.s__Hoeflea_phototrophica,1.0
g__Hoeflea.s__Hoeflea_sp_108,7.0
g__Holophaga.s__Holophaga_foetida,1.0
g__Humibacter.s__Humibacter_albus,2.0
g__Hydrocarboniphaga.s__Hydrocarboniphaga_effusa,2.0
g__Hydrogenophaga.s__Hydrogenophaga_sp_PBC,9.0
g__Hylemonella.s__Hylemonella_gracilis,24.0
g__Hyphomicrobium.s__Hyphomicrobium_nitrativorans,5.0
g__Hyphomicrobium.s__Hyphomicrobium_sp,2.0
g__Hyphomicrobium.s__Hyphomicrobium_zavarzinii,1.0
g__Ideonella.s__Ideonella_sp_B508_1,36.0
g__Ilumatobacter.s__Ilumatobacter_coccineus,3.0
g__Intrasporangium.s__Intrasporangium_calvum,1.0
g__Janibacter.s__Janibacter_hoylei,15.0
g__Janibacter.s__Janibacter_sp_HTCC2649,1.0
g__Janthinobacterium.s__Janthinobacterium_lividum,24.0
g__Janthinobacterium.s__Janthinobacterium_sp_CG3,13.0
g__Janthinobacterium.s__Janthinobacterium_sp_HH01,32.0
g__Janthinobacterium.s__Janthinobacterium_sp_Marseille,3.0
g__Kaistia.s__Kaistia_granuli,4.0
g__Kineosphaera.s__Kineosphaera_limosa,2.0
g__Klebsiella.s__Klebsiella_oxytoca,7.0
g__Klebsiella.s__Klebsiella_pneumoniae,71.0
g__Klebsiella.s__Klebsiella_sp_1_1_55,1.0
g__Klebsiella.s__Klebsiella_sp_4_1_44FAA,2.0
g__Klebsiella.s__Klebsiella_sp_KTE92,2.0
g__Kluyveromyces.s__Kluyveromyces_lactis,10.0
g__Kocuria.s__Kocuria_atrinae,19.0
g__Kocuria.s__Kocuria_rhizophila,162.0
g__Kocuria.s__Kocuria_sp_UCD_OTCP,79.0
g__Komagataella.s__Komagataella_pastoris,4.0
g__Kosakonia.s__Kosakonia_radicincitans,1.0
g__Kytococcus.s__Kytococcus_sedentarius,48.0
g__Labrenzia.s__Labrenzia_alexandrii,2.0
g__Laccaria.s__Laccaria_bicolor,1.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA,8.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_4_56FAA,3.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_46FAA,6.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_46FAA,1.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_57FAA_CT1,5.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_4_1_37FAA,94.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_57FAA,5.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA,7.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_6_1_63FAA,15.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_8_1_57FAA,8.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_9_1_43BFAA,1.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_ICM7,13.0
g__Lactobacillus.s__Lactobacillus_animalis,127.0
g__Lactobacillus.s__Lactobacillus_brevis,6.0
g__Lactobacillus.s__Lactobacillus_casei_paracasei,10.0
g__Lactobacillus.s__Lactobacillus_crispatus,10.0
g__Lactobacillus.s__Lactobacillus_fermentum,111.0
g__Lactobacillus.s__Lactobacillus_iners,4.0
g__Lactobacillus.s__Lactobacillus_jensenii,15.0
g__Lactobacillus.s__Lactobacillus_kefiranofaciens,6.0
g__Lactobacillus.s__Lactobacillus_murinus,2810.0
g__Lactobacillus.s__Lactobacillus_plantarum,3.0
g__Lactobacillus.s__Lactobacillus_reuteri,10.0
g__Lactobacillus.s__Lactobacillus_rhamnosus,1.0
g__Lactobacillus.s__Lactobacillus_rossiae,2.0
g__Lactobacillus.s__Lactobacillus_sanfranciscensis,1.0
g__Lactobacillus.s__Lactobacillus_vaginalis,1.0
g__Lactococcus.s__Lactococcus_garvieae,9.0
g__Lactococcus.s__Lactococcus_lactis,18.0
g__Lamprocystis.s__Lamprocystis_purpurea,2.0
g__Lautropia.s__Lautropia_mirabilis,1.0
g__Leadbetterella.s__Leadbetterella_byssophila,5.0
g__Legionella.s__Legionella_pneumophila,40.0
g__Leifsonia.s__Leifsonia_aquatica,19.0
g__Leishmania.s__Leishmania_braziliensis,1.0
g__Leptolyngbya.s__Leptolyngbya_sp_PCC_7376,1.0
g__Leptosphaeria.s__Leptosphaeria_maculans,67.0
g__Leptospira.s__Leptospira_interrogans,1.0
g__Leptospira.s__Leptospira_weilii,1.0
g__Leptothrix.s__Leptothrix_cholodnii,35.0
g__Leptotrichia.s__Leptotrichia_shahii,1.0
g__Leptotrichia.s__Leptotrichia_wadei,4.0
g__Leucobacter.s__Leucobacter_chromiiresistens,2.0
g__Leucobacter.s__Leucobacter_sp_UCD_THU,2.0
g__Leuconostoc.s__Leuconostoc_citreum,11.0
g__Leuconostoc.s__Leuconostoc_gasicomitatum,1.0
g__Limnobacter.s__Limnobacter_sp_MED105,2.0
g__Limnohabitans.s__Limnohabitans_sp_Rim28,17.0
g__Limnohabitans.s__Limnohabitans_sp_Rim47,121.0
g__Listeria.s__Listeria_monocytogenes,20.0
g__Lodderomyces.s__Lodderomyces_elongisporus,9.0
g__Luminiphilus.s__Luminiphilus_syltensis,1.0
g__Lyngbya.s__Lyngbya_aestuarii,2.0
g__Magnaporthe.s__Magnaporthe_oryzae,7.0
g__Magnetospirillum.s__Magnetospirillum_magneticum,4.0
g__Malassezia.s__Malassezia_globosa,13.0
g__Maricaulis.s__Maricaulis_sp_JL2009,5.0
g__Marinobacter.s__Marinobacter_sp_BSs20148,1.0
g__Mariprofundus.s__Mariprofundus_ferrooxydans,4.0
g__Martelella.s__Martelella_mediterranea,9.0
g__Marvinbryantia.s__Marvinbryantia_formatexigens,11.0
g__Massilia.s__Massilia_niastensis,75.0
g__Massilia.s__Massilia_timonae,5.0
g__Meiothermus.s__Meiothermus_ruber,1.0
g__Meiothermus.s__Meiothermus_timidus,6.0
g__Mesorhizobium.s__Mesorhizobium_alhagi,8.0
g__Mesorhizobium.s__Mesorhizobium_amorphae,51.0
g__Mesorhizobium.s__Mesorhizobium_australicum,39.0
g__Mesorhizobium.s__Mesorhizobium_ciceri,30.0
g__Mesorhizobium.s__Mesorhizobium_loti,516.0
g__Mesorhizobium.s__Mesorhizobium_metallidurans,7.0
g__Mesorhizobium.s__Mesorhizobium_opportunistum,58.0
g__Mesorhizobium.s__Mesorhizobium_sp_WSM4349,29.0
g__Methanobrevibacter.s__Methanobrevibacter_smithii,1.0
g__Methanoculleus.s__Methanoculleus_marisnigri,3.0
g__Methylibium.s__Methylibium_petroleiphilum,26.0
g__Methylobacterium.s__Methylobacterium_extorquens,22.0
g__Methylobacterium.s__Methylobacterium_mesophilicum,6.0
g__Methylobacterium.s__Methylobacterium_nodulans,7.0
g__Methylobacterium.s__Methylobacterium_populi,60.0
g__Methylobacterium.s__Methylobacterium_radiotolerans,18.0
g__Methylobacterium.s__Methylobacterium_sp_285MFTsu5_1,48.0
g__Methylobacterium.s__Methylobacterium_sp_4_46,2.0
g__Methylobacterium.s__Methylobacterium_sp_88A,6.0
g__Methylobacterium.s__Methylobacterium_sp_GXF4,13.0
g__Methylobacterium.s__Methylobacterium_sp_MB200,5.0
g__Methylobacterium.s__Methylobacterium_sp_WSM2598,9.0
g__Methylocella.s__Methylocella_silvestris,3.0
g__Methylocystis.s__Methylocystis_parvus,1.0
g__Methylophaga.s__Methylophaga_thiooxydans,3.0
g__Methylophilus.s__Methylophilus_methylotrophus,92.0
g__Methylophilus.s__Methylophilus_sp_1,1.0
g__Methylophilus.s__Methylophilus_sp_42,2.0
g__Methylopila.s__Methylopila_sp_M107,5.0
g__Methylotenera.s__Methylotenera_mobilis,10.0
g__Methylotenera.s__Methylotenera_versatilis,10.0
g__Methyloversatilis.s__Methyloversatilis_sp_NVD,4.0
g__Methyloversatilis.s__Methyloversatilis_universalis,28.0
g__Microbacterium.s__Microbacterium_laevaniformans,144.0
g__Microbacterium.s__Microbacterium_paraoxydans,1.0
g__Microbacterium.s__Microbacterium_sp_292MF,6.0
g__Microbacterium.s__Microbacterium_sp_UCD_TDU,7.0
g__Microbacterium.s__Microbacterium_sp_oral_taxon_186,12.0
g__Microbacterium.s__Microbacterium_testaceum,7.0
g__Micrococcus.s__Micrococcus_luteus,514.0
g__Microlunatus.s__Microlunatus_phosphovorus,1.0
g__Micromonospora.s__Micromonospora_lupini,2.0
g__Micromonospora.s__Micromonospora_sp_L5,1.0
g__Microvirga.s__Microvirga_sp_WSM3557,11.0
g__Moraxella.s__Moraxella_macacae,1.0
g__Moritella.s__Moritella_sp_PE36,11.0
g__Mucispirillum.s__Mucispirillum_schaedleri,16291.0
g__Myceliophthora.s__Myceliophthora_thermophila,124.0
g__Mycobacterium.s__Mycobacterium_abscessus,15.0
g__Mycobacterium.s__Mycobacterium_avium,2.0
g__Mycobacterium.s__Mycobacterium_chubuense,1.0
g__Mycobacterium.s__Mycobacterium_intracellulare,3.0
g__Mycobacterium.s__Mycobacterium_parascrofulaceum,24.0
g__Mycobacterium.s__Mycobacterium_phlei,2.0
g__Mycobacterium.s__Mycobacterium_rhodesiae,4.0
g__Mycobacterium.s__Mycobacterium_smegmatis,1.0
g__Mycobacterium.s__Mycobacterium_sp_360MFTsu5_1,2.0
g__Mycobacterium.s__Mycobacterium_sp_H4Y,1.0
g__Mycobacterium.s__Mycobacterium_sp_JDM601,2.0
g__Mycobacterium.s__Mycobacterium_sp_JLS,2.0
g__Mycobacterium.s__Mycobacterium_sp_KMS,4.0
g__Mycobacterium.s__Mycobacterium_sp_MCS,4.0
g__Myroides.s__Myroides_odoratimimus,1.0
g__Nakamurella.s__Nakamurella_multipartita,5.0
g__Naumovozyma.s__Naumovozyma_dairenensis,1.0
g__Neisseria.s__Neisseria_elongata,14.0
g__Neisseria.s__Neisseria_gonorrhoeae,2.0
g__Neisseria.s__Neisseria_meningitidis,1.0
g__Neisseria.s__Neisseria_mucosa,4.0
g__Neisseria.s__Neisseria_sicca,7.0
g__Neisseria.s__Neisseria_sp_GT4A_CT1,2.0
g__Neisseria.s__Neisseria_sp_oral_taxon_014,3.0
g__Neospora.s__Neospora_caninum,4.0
g__Nesterenkonia.s__Nesterenkonia_sp_F,51.0
g__Neurospora.s__Neurospora_crassa,1.0
g__Nevskia.s__Nevskia_ramosa,3.0
g__Nitratireductor.s__Nitratireductor_pacificus,10.0
g__Nitrobacter.s__Nitrobacter_hamburgensis,1.0
g__Nitrobacter.s__Nitrobacter_sp_Nb_311A,1.0
g__Nitrobacter.s__Nitrobacter_winogradskyi,4.0
g__Nitrococcus.s__Nitrococcus_mobilis,1.0
g__Nitrosomonas.s__Nitrosomonas_sp_Is79A3,2.0
g__Nitrosospira.s__Nitrosospira_sp_APG3,1.0
g__Nitrospira.s__Candidatus_Nitrospira_defluvii,2.0
g__Nocardioides.s__Nocardioides_sp_CF8,8.0
g__Nocardiopsis.s__Nocardiopsis_alkaliphila,4.0
g__Nocardiopsis.s__Nocardiopsis_valliformis,7.0
g__Nonomuraea.s__Nonomuraea_coxensis,4.0
g__Novosphingobium.s__Novosphingobium_aromaticivorans,2.0
g__Novosphingobium.s__Novosphingobium_lindaniclasticum,30.0
g__Novosphingobium.s__Novosphingobium_nitrogenifigens,5.0
g__Novosphingobium.s__Novosphingobium_pentaromativorans,15.0
g__Novosphingobium.s__Novosphingobium_sp_AP12,2.0
g__Novosphingobium.s__Novosphingobium_sp_B_7,31.0
g__Novosphingobium.s__Novosphingobium_sp_PP1Y,21.0
g__Novosphingobium.s__Novosphingobium_sp_Rr_2_17,3.0
g__Oceanibaculum.s__Oceanibaculum_indicum,4.0
g__Ochrobactrum.s__Ochrobactrum_anthropi,1.0
g__Ochrobactrum.s__Ochrobactrum_intermedium,7.0
g__Ochrobactrum.s__Ochrobactrum_sp_EGD_AQ16,3.0
g__Odoribacter.s__Odoribacter_laneus,4.0
g__Oligotropha.s__Oligotropha_carboxidovorans,20.0
g__Opitutaceae_noname.s__Opitutaceae_bacterium_TAV1,13.0
g__Opitutaceae_noname.s__Opitutaceae_bacterium_TAV5,10.0
g__Opitutus.s__Opitutus_terrae,30.0
g__Oribacterium.s__Oribacterium_sp_oral_taxon_078,1.0
g__Ornithinimicrobium.s__Ornithinimicrobium_pekingense,2.0
g__Oscillatoria.s__Oscillatoria_formosa,2.0
g__Oscillatoria.s__Oscillatoria_nigro_viridis,2.0
g__Oscillibacter.s__Oscillibacter_sp_1_3,3.0
g__Oxalobacteraceae_noname.s__Oxalobacteraceae_bacterium_IMCC9480,10.0
g__Paenibacillus.s__Paenibacillus_lactis,2.0
g__Paenibacillus.s__Paenibacillus_sp_A9,4.0
g__Pannonibacter.s__Pannonibacter_phragmitetus,1.0
g__Pantoea.s__Pantoea_agglomerans,3.0
g__Pantoea.s__Pantoea_ananatis,2.0
g__Pantoea.s__Pantoea_dispersa,18.0
g__Pantoea.s__Pantoea_sp_At_9b,2.0
g__Pantoea.s__Pantoea_sp_SL1_M5,2.0
g__Pantoea.s__Pantoea_sp_Sc1,4.0
g__Pantoea.s__Pantoea_sp_aB,4.0
g__Parabacteroides.s__Parabacteroides_distasonis,37498.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,211398.0
g__Parabacteroides.s__Parabacteroides_johnsonii,722.0
g__Parabacteroides.s__Parabacteroides_merdae,4045.0
g__Parabacteroides.s__Parabacteroides_sp_20_3,15.0
g__Parabacteroides.s__Parabacteroides_sp_ASF519,239309.0
g__Parabacteroides.s__Parabacteroides_sp_D13,83.0
g__Parabacteroides.s__Parabacteroides_sp_D25,6.0
g__Paracoccidioides.s__Paracoccidioides_sp_lutzii,1.0
g__Paracoccus.s__Paracoccus_aminophilus,1.0
g__Paracoccus.s__Paracoccus_denitrificans,38.0
g__Paracoccus.s__Paracoccus_sp_N5,16.0
g__Paracoccus.s__Paracoccus_sp_TRP,3.0
g__Paramecium.s__Paramecium_tetraurelia,1.0
g__Paraprevotella.s__Paraprevotella_clara,30.0
g__Paraprevotella.s__Paraprevotella_xylaniphila,14.0
g__Parastagonospora.s__Parastagonospora_nodorum,6.0
g__Parvibaculum.s__Parvibaculum_lavamentivorans,1.0
g__Parvimonas.s__Parvimonas_micra,2.0
g__Patulibacter.s__Patulibacter_medicamentivorans,1.0
g__Pedobacter.s__Pedobacter_agri,20.0
g__Pedobacter.s__Pedobacter_heparinus,1.0
g__Pedobacter.s__Pedobacter_sp_BAL39,1.0
g__Pedosphaera.s__Pedosphaera_parvula,1.0
g__Pelagibacterium.s__Pelagibacterium_halotolerans,1.0
g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii,9.0
g__Peptostreptococcaceae_noname.s__Clostridium_difficile,38.0
g__Peptostreptococcaceae_noname.s__Clostridium_sordellii,2.0
g__Perkinsus.s__Perkinsus_marinus,79.0
g__Phaeospirillum.s__Phaeospirillum_fulvum,3.0
g__Phaeospirillum.s__Phaeospirillum_molischianum,1.0
g__Phenylobacterium.s__Phenylobacterium_zucineum,15.0
g__Phyllobacterium.s__Phyllobacterium_sp_YR531,18.0
g__Plasmodium.s__Plasmodium_berghei,961.0
g__Plasmodium.s__Plasmodium_chabaudi,276.0
g__Plasmodium.s__Plasmodium_knowlesi,1.0
g__Plasmodium.s__Plasmodium_vivax,1.0
g__Plasmodium.s__Plasmodium_yoelii,849.0
g__Plesiocystis.s__Plesiocystis_pacifica,1.0
g__Podospora.s__Podospora_anserina,4.0
g__Polaribacter.s__Polaribacter_franzmannii,1.0
g__Polaromonas.s__Polaromonas_naphthalenivorans,61.0
g__Polaromonas.s__Polaromonas_sp_CF318,17.0
g__Polaromonas.s__Polaromonas_sp_JS666,2.0
g__Polynucleobacter.s__Polynucleobacter_necessarius,35.0
g__Porphyrobacter.s__Porphyrobacter_sp_AAP82,43.0
g__Porphyromonas.s__Porphyromonas_cansulci,24.0
g__Porphyromonas.s__Porphyromonas_crevioricanis,2.0
g__Porphyromonas.s__Porphyromonas_gingivalis,18.0
g__Prevotella.s__Prevotella_amnii,3.0
g__Prevotella.s__Prevotella_buccae,2.0
g__Prevotella.s__Prevotella_buccalis,9.0
g__Prevotella.s__Prevotella_copri,152.0
g__Prevotella.s__Prevotella_disiens,5.0
g__Prevotella.s__Prevotella_histicola,60.0
g__Prevotella.s__Prevotella_loescheii,1.0
g__Prevotella.s__Prevotella_multisaccharivorax,1.0
g__Prevotella.s__Prevotella_oris,10.0
g__Prevotella.s__Prevotella_paludivivens,2.0
g__Prevotella.s__Prevotella_sp_BV3P1,2.0
g__Prevotella.s__Prevotella_sp_C561,5.0
g__Prevotella.s__Prevotella_sp_F0091,1.0
g__Prevotella.s__Prevotella_sp_oral_taxon_317,2.0
g__Prevotella.s__Prevotella_stercorea,1.0
g__Prevotella.s__Prevotella_timonensis,9.0
g__Promicromonospora.s__Promicromonospora_sukumoe,4.0
g__Propionibacterium.s__Propionibacterium_acidipropionici,1.0
g__Propionibacterium.s__Propionibacterium_acnes,236.0
g__Propionibacterium.s__Propionibacterium_avidum,1.0
g__Propionibacterium.s__Propionibacterium_freudenreichii,5.0
g__Propionibacterium.s__Propionibacterium_granulosum,9.0
g__Propionibacterium.s__Propionibacterium_humerusii,6.0
g__Propionibacterium.s__Propionibacterium_sp_409_HC1,102.0
g__Propionibacterium.s__Propionibacterium_sp_434_HC2,125.0
g__Propionibacterium.s__Propionibacterium_sp_5_U_42AFAA,118.0
g__Propionibacterium.s__Propionibacterium_sp_CC003_HC2,85.0
g__Propionibacterium.s__Propionibacterium_sp_HGH0353,4.0
g__Propionibacterium.s__Propionibacterium_sp_KPL1838,3.0
g__Propionibacterium.s__Propionibacterium_sp_KPL1844,2.0
g__Propionibacterium.s__Propionibacterium_sp_KPL1847,93.0
g__Propionibacterium.s__Propionibacterium_sp_KPL1849,73.0
g__Propionibacterium.s__Propionibacterium_sp_KPL1852,1.0
g__Propionibacterium.s__Propionibacterium_sp_KPL1854,78.0
g__Propionibacterium.s__Propionibacterium_sp_KPL2003,102.0
g__Propionibacterium.s__Propionibacterium_sp_KPL2008,132.0
g__Propionibacterium.s__Propionibacterium_sp_KPL2009,78.0
g__Pseudacidovorax.s__Pseudacidovorax_intermedius,21.0
g__Pseudoalteromonas.s__Pseudoalteromonas_agarivorans,28.0
g__Pseudoalteromonas.s__Pseudoalteromonas_tunicata,3.0
g__Pseudochrobactrum.s__Pseudochrobactrum_sp_AO18b,5.0
g__Pseudoclavibacter.s__Pseudoclavibacter_faecalis,1.0
g__Pseudoflavonifractor.s__Pseudoflavonifractor_capillosus,3.0
g__Pseudogulbenkiania.s__Pseudogulbenkiania_ferrooxidans,2.0
g__Pseudomonas.s__Pseudomonas_aeruginosa,71.0
g__Pseudomonas.s__Pseudomonas_alcaligenes,26.0
g__Pseudomonas.s__Pseudomonas_alcaliphila,5.0
g__Pseudomonas.s__Pseudomonas_avellanae,1.0
g__Pseudomonas.s__Pseudomonas_chloritidismutans,1.0
g__Pseudomonas.s__Pseudomonas_entomophila,8.0
g__Pseudomonas.s__Pseudomonas_extremaustralis,26.0
g__Pseudomonas.s__Pseudomonas_fluorescens,434.0
g__Pseudomonas.s__Pseudomonas_fuscovaginae,6.0
g__Pseudomonas.s__Pseudomonas_mandelii,91.0
g__Pseudomonas.s__Pseudomonas_mendocina,9.0
g__Pseudomonas.s__Pseudomonas_mosselii,6.0
g__Pseudomonas.s__Pseudomonas_poae,1.0
g__Pseudomonas.s__Pseudomonas_protegens,9.0
g__Pseudomonas.s__Pseudomonas_pseudoalcaligenes,14.0
g__Pseudomonas.s__Pseudomonas_psychrophila,2.0
g__Pseudomonas.s__Pseudomonas_psychrotolerans,5.0
g__Pseudomonas.s__Pseudomonas_putida,25.0
g__Pseudomonas.s__Pseudomonas_resinovorans,9.0
g__Pseudomonas.s__Pseudomonas_sp_Ag1,133.0
g__Pseudomonas.s__Pseudomonas_sp_CBZ_4,1.0
g__Pseudomonas.s__Pseudomonas_sp_CF150,6.0
g__Pseudomonas.s__Pseudomonas_sp_CF161,2.0
g__Pseudomonas.s__Pseudomonas_sp_CFT9,2.0
g__Pseudomonas.s__Pseudomonas_sp_EGD_AK9,28.0
g__Pseudomonas.s__Pseudomonas_sp_G5_2012,17.0
g__Pseudomonas.s__Pseudomonas_sp_GM102,59.0
g__Pseudomonas.s__Pseudomonas_sp_GM16,7.0
g__Pseudomonas.s__Pseudomonas_sp_GM18,1.0
g__Pseudomonas.s__Pseudomonas_sp_GM21,1.0
g__Pseudomonas.s__Pseudomonas_sp_GM24,4.0
g__Pseudomonas.s__Pseudomonas_sp_GM60,3.0
g__Pseudomonas.s__Pseudomonas_sp_GM67,1.0
g__Pseudomonas.s__Pseudomonas_sp_GM79,10.0
g__Pseudomonas.s__Pseudomonas_sp_M1,3.0
g__Pseudomonas.s__Pseudomonas_sp_M47T1,6.0
g__Pseudomonas.s__Pseudomonas_sp_PAMC_25886,17.0
g__Pseudomonas.s__Pseudomonas_sp_PAMC_26793,4.0
g__Pseudomonas.s__Pseudomonas_sp_R81,11.0
g__Pseudomonas.s__Pseudomonas_sp_S13_1_2,3.0
g__Pseudomonas.s__Pseudomonas_stutzeri,97.0
g__Pseudomonas.s__Pseudomonas_synxantha,6.0
g__Pseudomonas.s__Pseudomonas_syringae,210.0
g__Pseudomonas.s__Pseudomonas_syringae_group_genomosp_3,2.0
g__Pseudomonas.s__Pseudomonas_umsongensis,1.0
g__Pseudomonas.s__Pseudomonas_veronii,4.0
g__Pseudomonas.s__Pseudomonas_viridiflava,26.0
g__Pseudonocardia.s__Pseudonocardia_dioxanivorans,5.0
g__Pseudonocardia.s__Pseudonocardia_sp_P2,124.0
g__Pseudoramibacter.s__Pseudoramibacter_alactolyticus,71.0
g__Pseudovibrio.s__Pseudovibrio_sp_JE062,4.0
g__Pseudoxanthomonas.s__Pseudoxanthomonas_sp_GW2,1.0
g__Pseudoxanthomonas.s__Pseudoxanthomonas_suwonensis,10.0
g__Psychrobacter.s__Psychrobacter_sp_1501_2011,8.0
g__Psychromonas.s__Psychromonas_ingrahamii,10.0
g__Pyrenophora.s__Pyrenophora_tritici_repentis,15.0
g__Rahnella.s__Rahnella_aquatilis,1.0
g__Rahnella.s__Rahnella_sp_Y9602,1.0
g__Ralstonia.s__Ralstonia_pickettii,58.0
g__Ralstonia.s__Ralstonia_solanacearum,26.0
g__Ralstonia.s__Ralstonia_sp_5_2_56FAA,7.0
g__Ralstonia.s__Ralstonia_sp_5_7_47FAA,8.0
g__Ralstonia.s__Ralstonia_sp_AU12_08,113.0
g__Ralstonia.s__Ralstonia_sp_GA3_3,3.0
g__Ralstonia.s__Ralstonia_sp_PBA,2.0
g__Ramlibacter.s__Ramlibacter_tataouinensis,12.0
g__Raoultella.s__Raoultella_ornithinolytica,1.0
g__Rheinheimera.s__Rheinheimera_sp_A13L,9.0
g__Rhizobium.s__Rhizobium_etli,27.0
g__Rhizobium.s__Rhizobium_freirei,1.0
g__Rhizobium.s__Rhizobium_giardinii,14.0
g__Rhizobium.s__Rhizobium_grahamii,2.0
g__Rhizobium.s__Rhizobium_leguminosarum,11.0
g__Rhizobium.s__Rhizobium_lupini,1.0
g__Rhizobium.s__Rhizobium_mesoamericanum,7.0
g__Rhizobium.s__Rhizobium_mongolense,3.0
g__Rhizobium.s__Rhizobium_phaseoli,2.0
g__Rhizobium.s__Rhizobium_sp_2MFCol3_1,28.0
g__Rhizobium.s__Rhizobium_sp_42MFCr_1,8.0
g__Rhizobium.s__Rhizobium_sp_AP16,3.0
g__Rhizobium.s__Rhizobium_sp_BR816,11.0
g__Rhizobium.s__Rhizobium_sp_CF080,5.0
g__Rhizobium.s__Rhizobium_sp_CF122,2.0
g__Rhizobium.s__Rhizobium_sp_CF142,1.0
g__Rhizobium.s__Rhizobium_sp_PDO1_076,4.0
g__Rhizobium.s__Rhizobium_sp_Pop5,1.0
g__Rhodobacter.s__Rhodobacter_capsulatus,12.0
g__Rhodobacter.s__Rhodobacter_sp_SW2,3.0
