taxa,RPK,percentage_rpk
UNMAPPED,1418697.0,82.43747446885038
g__Blautia.s__Ruminococcus_torques,19921.0,1.1575670695673344
g__Mucispirillum.s__Mucispirillum_schaedleri,996.0,0.05787544808438658
g__Parabacteroides.s__Parabacteroides_goldsteinii,22818.0,1.3259055967766396
unclassified,258505.00000000032,15.021177416721256
