GeneID,RPK,taxa
UNMAPPED|UNMAPPED,1418697.0,UNMAPPED
UniRef90_UPI00015BEA70|unclassified,823.2853260968,unclassified
UniRef90_A7SPZ4|unclassified,815.4794914572999,unclassified
UniRef90_B5CLP5|g__Blautia.s__Ruminococcus_torques,750.0,g__Blautia.s__Ruminococcus_torques
UniRef90_A7VEU0|unclassified,717.2033539858,unclassified
UniRef90_W2CMU2|unclassified,712.4837984508999,unclassified
UniRef90_E9RZN0|unclassified,682.0,unclassified
UniRef90_W8YNF3|unclassified,672.1778884037001,unclassified
UniRef90_Q3RFD0|unclassified,661.7173000284,unclassified
UniRef90_A8ST13|unclassified,624.6477040525,unclassified
UniRef90_E0MU53|unclassified,612.0689586382,unclassified
UniRef90_B1A1E2|unclassified,572.1062189912001,unclassified
UniRef90_UPI00019656B7|unclassified,542.2673650501,unclassified
UniRef90_D5GZ89|unclassified,524.8784819351,unclassified
UniRef90_UPI00019660E0|unclassified,521.5544930696,unclassified
UniRef90_N2B405|g__Parabacteroides.s__Parabacteroides_goldsteinii,453.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_A5Z319|unclassified,432.7034937015,unclassified
UniRef90_A7B8Q0|unclassified,430.4210222685,unclassified
UniRef90_B0NWG2|unclassified,428.5573993531,unclassified
UniRef90_B0NEX9|unclassified,415.57329417309995,unclassified
UniRef90_A8SIA6|unclassified,414.01090725660003,unclassified
UniRef90_F1YWH0|unclassified,393.40652513279997,unclassified
UniRef90_A7B6K2|g__Blautia.s__Ruminococcus_torques,381.0,g__Blautia.s__Ruminococcus_torques
UniRef90_T0NDH0|unclassified,380.2015588748,unclassified
UniRef90_W4SH06|unclassified,376.7002457636,unclassified
UniRef90_R9D7R0|unclassified,342.6377908631,unclassified
UniRef90_A5KR91|g__Blautia.s__Ruminococcus_torques,338.0,g__Blautia.s__Ruminococcus_torques
UniRef90_A0A015S3B6|unclassified,325.0,unclassified
UniRef90_A6BKY7|unclassified,321.1147239078,unclassified
UniRef90_R0CI69|unclassified,321.0,unclassified
UniRef90_K6AGA7|g__Parabacteroides.s__Parabacteroides_goldsteinii,308.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_D4CI29|unclassified,305.0,unclassified
UniRef90_A5ZYU5|unclassified,286.3790702559,unclassified
UniRef90_T1DKC0|unclassified,259.4417907703,unclassified
UniRef90_W9ES03|unclassified,248.1561708269,unclassified
UniRef90_D4PZQ0|unclassified,247.42495997540001,unclassified
UniRef90_I0UD96|unclassified,247.1594914971,unclassified
UniRef90_H4BMF2|unclassified,241.9018335262,unclassified
UniRef90_J7TUV6|unclassified,228.8100058019,unclassified
UniRef90_K6AYS9|g__Parabacteroides.s__Parabacteroides_goldsteinii,228.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_E3ZUM0|unclassified,223.4976734839,unclassified
UniRef90_A5KRI2|g__Blautia.s__Ruminococcus_torques,219.0,g__Blautia.s__Ruminococcus_torques
UniRef90_M1XNQ3|unclassified,215.27553718619998,unclassified
UniRef90_D4VKI7|g__Parabacteroides.s__Parabacteroides_goldsteinii,210.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_W6U045|unclassified,206.02858040380002,unclassified
UniRef90_N1ZD63|unclassified,206.0,unclassified
UniRef90_D1YGT1|unclassified,204.8904736134,unclassified
UniRef90_G7SQ06|unclassified,204.6511605198,unclassified
UniRef90_K5ZUN2|g__Parabacteroides.s__Parabacteroides_goldsteinii,199.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_G6AJF3|unclassified,191.17232763799998,unclassified
UniRef90_K5ZU07|g__Parabacteroides.s__Parabacteroides_goldsteinii,185.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_UPI0001FD331E|unclassified,171.83219317430002,unclassified
UniRef90_A8S6F0|unclassified,166.5043449634,unclassified
UniRef90_K6AQ86|g__Parabacteroides.s__Parabacteroides_goldsteinii,164.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_A6LE88|g__Parabacteroides.s__Parabacteroides_goldsteinii,158.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_UPI0002487685|unclassified,157.4969042568,unclassified
UniRef90_A0A016JHV3|unclassified,148.0,unclassified
UniRef90_K7F1M8|unclassified,146.82268792440001,unclassified
UniRef90_A5ZYU0|unclassified,146.6989307735,unclassified
UniRef90_G1Q1K5|unclassified,144.7257446425,unclassified
UniRef90_Q5L7N5|g__Parabacteroides.s__Parabacteroides_goldsteinii,143.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_UPI000185C9BD|unclassified,140.7668786576,unclassified
UniRef90_A0A026VT83|unclassified,134.7210879255,unclassified
UniRef90_A4EB57|unclassified,133.0475004353,unclassified
UniRef90_N2ASE1|g__Parabacteroides.s__Parabacteroides_goldsteinii,132.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_R6XBD7|g__Parabacteroides.s__Parabacteroides_goldsteinii,132.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_R6X5K9|g__Parabacteroides.s__Parabacteroides_goldsteinii,131.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZBK6|g__Parabacteroides.s__Parabacteroides_goldsteinii,129.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_R6WQ56|g__Parabacteroides.s__Parabacteroides_goldsteinii,127.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_A6P028|unclassified,126.11410177049999,unclassified
UniRef90_G1Q6C2|unclassified,125.5890409567,unclassified
UniRef90_N2BCN4|g__Parabacteroides.s__Parabacteroides_goldsteinii,122.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_B1SBJ4|unclassified,118.8600417386,unclassified
UniRef90_A5ZYV7|unclassified,118.0,unclassified
UniRef90_A7LQH0|unclassified,117.5278045144,unclassified
UniRef90_K5YUI7|g__Parabacteroides.s__Parabacteroides_goldsteinii,116.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N1ZJP8|unclassified,115.0256724716,unclassified
UniRef90_UPI0001C40BFB|unclassified,114.5932494058,unclassified
UniRef90_R6WP78|g__Parabacteroides.s__Parabacteroides_goldsteinii,114.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5YZ96|g__Parabacteroides.s__Parabacteroides_goldsteinii,113.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_A5KRH1|g__Blautia.s__Ruminococcus_torques,108.0,g__Blautia.s__Ruminococcus_torques
UniRef90_K5ZGT5|g__Parabacteroides.s__Parabacteroides_goldsteinii,107.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_D6S6C8|unclassified,106.0678950498,unclassified
UniRef90_G1Q0M0|unclassified,101.8536377425,unclassified
UniRef90_A6P027|unclassified,99.89277846469999,unclassified
UniRef90_N1ZRS8|unclassified,97.46898374860001,unclassified
UniRef90_C7T763|unclassified,97.4563083506,unclassified
UniRef90_W8ZBZ9|unclassified,97.30787703719999,unclassified
UniRef90_A0A009X8S5|unclassified,97.00867875370001,unclassified
UniRef90_C9B2Y6|unclassified,96.123309775,unclassified
UniRef90_A6P026|unclassified,93.7790815189,unclassified
UniRef90_K6AUL6|g__Parabacteroides.s__Parabacteroides_goldsteinii,93.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N1ZAM5|unclassified,93.0,unclassified
UniRef90_A0A059LT68|unclassified,89.64254464860001,unclassified
UniRef90_K5Z1A3|g__Parabacteroides.s__Parabacteroides_goldsteinii,87.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N2BCA3|g__Parabacteroides.s__Parabacteroides_goldsteinii,86.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_Q5BXX7|unclassified,85.12355441310001,unclassified
UniRef90_N1Z3G2|unclassified,85.0,unclassified
UniRef90_N2B3F1|g__Parabacteroides.s__Parabacteroides_goldsteinii,84.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N2B7I2|g__Parabacteroides.s__Parabacteroides_goldsteinii,82.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6A1K8|g__Parabacteroides.s__Parabacteroides_goldsteinii,81.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5Y8F0|g__Parabacteroides.s__Parabacteroides_goldsteinii,80.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_R5I7R5|g__Parabacteroides.s__Parabacteroides_goldsteinii,80.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_UPI00035E867A|unclassified,79.4482857555,unclassified
UniRef90_A8S539|unclassified,78.4350353265,unclassified
UniRef90_N1ZDX1|unclassified,78.0,unclassified
UniRef90_K8EDY4|unclassified,75.5156463969,unclassified
UniRef90_J7SHX6|unclassified,72.9883362633,unclassified
UniRef90_F3R5J3|unclassified,72.3541493546,unclassified
UniRef90_C7T764|unclassified,71.2624536548,unclassified
UniRef90_L0CZD0|unclassified,70.57579111300001,unclassified
UniRef90_K5YVJ6|g__Parabacteroides.s__Parabacteroides_goldsteinii,70.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_R6IBF4|g__Parabacteroides.s__Parabacteroides_goldsteinii,70.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_C7TAR6|unclassified,69.8457135376,unclassified
UniRef90_K6A0T5|g__Parabacteroides.s__Parabacteroides_goldsteinii,69.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZGJ0|g__Parabacteroides.s__Parabacteroides_goldsteinii,68.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N1Z9E8|unclassified,68.0,unclassified
UniRef90_J3SBR0|unclassified,67.5947190839,unclassified
UniRef90_N8DUV7|unclassified,66.6087365153,unclassified
UniRef90_F7AA48|unclassified,66.5195200438,unclassified
UniRef90_N1ZHM2|unclassified,66.4077694979,unclassified
UniRef90_K7E4C1|unclassified,66.2446008138,unclassified
UniRef90_UPI000468B91F|unclassified,65.5173603054,unclassified
UniRef90_W8YEH7|unclassified,65.4691634269,unclassified
UniRef90_N2AP30|g__Parabacteroides.s__Parabacteroides_goldsteinii,64.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_C9TIJ6|unclassified,63.653675256099994,unclassified
UniRef90_A5ZYV5|unclassified,63.3853290455,unclassified
UniRef90_F5IGB6|unclassified,63.1864583037,unclassified
UniRef90_A6LHM8|g__Parabacteroides.s__Parabacteroides_goldsteinii,63.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N1Z6E2|unclassified,63.0,unclassified
UniRef90_K5ZUP3|g__Parabacteroides.s__Parabacteroides_goldsteinii,61.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_A5ZQM3|unclassified,60.673776633,unclassified
UniRef90_M1Y8K3|unclassified,60.343496291899996,unclassified
UniRef90_N1Z5G2|unclassified,59.0,unclassified
UniRef90_D4V267|unclassified,58.873124664399995,unclassified
UniRef90_K4FXW8|unclassified,58.6104895546,unclassified
UniRef90_G3N917|unclassified,57.9542671603,unclassified
UniRef90_K4G302|unclassified,57.9088417127,unclassified
UniRef90_A0A024PJX1|unclassified,57.4325369646,unclassified
UniRef90_N1ZD44|unclassified,57.116610332700006,unclassified
UniRef90_A5ZYK8|unclassified,57.036907945,unclassified
UniRef90_N2B6Q5|g__Parabacteroides.s__Parabacteroides_goldsteinii,57.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZU12|g__Parabacteroides.s__Parabacteroides_goldsteinii,55.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_UPI00036D18AF|unclassified,54.2334590425,unclassified
UniRef90_K5ZHP0|g__Parabacteroides.s__Parabacteroides_goldsteinii,54.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZLD1|g__Parabacteroides.s__Parabacteroides_goldsteinii,54.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_Q59199|g__Parabacteroides.s__Parabacteroides_goldsteinii,54.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_H2CKQ3|unclassified,53.9947636821,unclassified
UniRef90_UPI0001DA96E4|unclassified,53.903531020200006,unclassified
UniRef90_K5ZYN1|g__Parabacteroides.s__Parabacteroides_goldsteinii,53.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N2BJ19|g__Parabacteroides.s__Parabacteroides_goldsteinii,52.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_A8SIA8|unclassified,50.64068668270001,unclassified
UniRef90_K5ZU03|g__Parabacteroides.s__Parabacteroides_goldsteinii,50.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_R6WWF6|g__Parabacteroides.s__Parabacteroides_goldsteinii,50.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_R6X4I3|g__Parabacteroides.s__Parabacteroides_goldsteinii,50.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZF52|g__Parabacteroides.s__Parabacteroides_goldsteinii,49.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N1Z1T4|unclassified,49.0,unclassified
UniRef90_N2BGZ1|g__Parabacteroides.s__Parabacteroides_goldsteinii,49.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_A6LEH4|g__Parabacteroides.s__Parabacteroides_goldsteinii,48.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZVM8|g__Parabacteroides.s__Parabacteroides_goldsteinii,48.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6A2W8|g__Parabacteroides.s__Parabacteroides_goldsteinii,48.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6AX53|g__Parabacteroides.s__Parabacteroides_goldsteinii,48.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_A6LEI5|g__Parabacteroides.s__Parabacteroides_goldsteinii,47.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_C2EJM5|unclassified,46.9431612015,unclassified
UniRef90_M1Y815|unclassified,46.9221485807,unclassified
UniRef90_I7GIE7|unclassified,46.6029839308,unclassified
UniRef90_E3ZBN0|unclassified,46.0470335571,unclassified
UniRef90_UPI000365116A|unclassified,46.0,unclassified
UniRef90_W8YEG6|unclassified,45.986165336800006,unclassified
UniRef90_N1ZDH6|unclassified,45.50534377979999,unclassified
UniRef90_K5YUF9|g__Parabacteroides.s__Parabacteroides_goldsteinii,45.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_R6XC92|g__Parabacteroides.s__Parabacteroides_goldsteinii,45.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_A4QMB0|unclassified,44.3905055664,unclassified
UniRef90_A6LA39|g__Parabacteroides.s__Parabacteroides_goldsteinii,44.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N1ZM68|unclassified,44.0,unclassified
UniRef90_S0GKA8|g__Parabacteroides.s__Parabacteroides_goldsteinii,44.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZIB9|g__Parabacteroides.s__Parabacteroides_goldsteinii,43.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6AMZ7|g__Parabacteroides.s__Parabacteroides_goldsteinii,43.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N1ZMZ6|unclassified,43.0,unclassified
UniRef90_R5DEI7|g__Parabacteroides.s__Parabacteroides_goldsteinii,43.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_A5ZYU6|unclassified,42.9682468975,unclassified
UniRef90_E5E781|unclassified,42.0867672114,unclassified
UniRef90_K5Y2E2|g__Parabacteroides.s__Parabacteroides_goldsteinii,42.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_A6L8E0|g__Parabacteroides.s__Parabacteroides_goldsteinii,41.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_G6AI72|unclassified,41.0,unclassified
UniRef90_K5Y8F4|g__Parabacteroides.s__Parabacteroides_goldsteinii,41.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZP27|g__Parabacteroides.s__Parabacteroides_goldsteinii,41.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6A5E7|g__Parabacteroides.s__Parabacteroides_goldsteinii,41.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K7EZW6|unclassified,40.6769074325,unclassified
UniRef90_B6A8G9|unclassified,40.0,unclassified
UniRef90_K5YMQ5|g__Parabacteroides.s__Parabacteroides_goldsteinii,40.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_R6XD50|g__Parabacteroides.s__Parabacteroides_goldsteinii,40.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_U3F7S4|unclassified,39.2402494489,unclassified
UniRef90_Q4EE26|unclassified,39.201773726599995,unclassified
UniRef90_R6WWN2|g__Parabacteroides.s__Parabacteroides_goldsteinii,39.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N1ZS05|unclassified,38.0,unclassified
UniRef90_R5DA56|g__Parabacteroides.s__Parabacteroides_goldsteinii,38.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_UPI00035E57DE|unclassified,37.2236935516,unclassified
UniRef90_K5Z1Z5|g__Parabacteroides.s__Parabacteroides_goldsteinii,37.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6AP50|g__Parabacteroides.s__Parabacteroides_goldsteinii,37.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N1Z2I5|unclassified,37.0,unclassified
UniRef90_C8MKY8|unclassified,36.232546721999995,unclassified
UniRef90_A0A014IHL6|unclassified,36.0,unclassified
UniRef90_N2AX94|g__Parabacteroides.s__Parabacteroides_goldsteinii,36.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_R6WUS3|g__Parabacteroides.s__Parabacteroides_goldsteinii,36.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_V2QF42|g__Mucispirillum.s__Mucispirillum_schaedleri,36.0,g__Mucispirillum.s__Mucispirillum_schaedleri
UniRef90_K6A5C7|g__Parabacteroides.s__Parabacteroides_goldsteinii,35.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K6A913|g__Parabacteroides.s__Parabacteroides_goldsteinii,35.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_R6Y7R4|g__Parabacteroides.s__Parabacteroides_goldsteinii,35.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_UPI000363CBF5|unclassified,35.0,unclassified
UniRef90_D5H1L5|unclassified,34.4350889344,unclassified
UniRef90_K5Z035|g__Parabacteroides.s__Parabacteroides_goldsteinii,34.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZA22|g__Parabacteroides.s__Parabacteroides_goldsteinii,34.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZDK4|g__Parabacteroides.s__Parabacteroides_goldsteinii,34.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZDM2|g__Parabacteroides.s__Parabacteroides_goldsteinii,34.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N2B1R4|g__Parabacteroides.s__Parabacteroides_goldsteinii,34.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N2B6P7|g__Parabacteroides.s__Parabacteroides_goldsteinii,34.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_UPI0002B431B5|unclassified,33.672157825,unclassified
UniRef90_A6L8X7|unclassified,33.0,unclassified
UniRef90_A6LC65|g__Parabacteroides.s__Parabacteroides_goldsteinii,33.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_A6LEH7|g__Parabacteroides.s__Parabacteroides_goldsteinii,33.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5Z609|g__Parabacteroides.s__Parabacteroides_goldsteinii,33.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZUM7|g__Parabacteroides.s__Parabacteroides_goldsteinii,33.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_A6LCP4|g__Parabacteroides.s__Parabacteroides_goldsteinii,32.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5Y132|g__Parabacteroides.s__Parabacteroides_goldsteinii,32.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5Z9T8|g__Parabacteroides.s__Parabacteroides_goldsteinii,32.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N1Z5G6|unclassified,32.0,unclassified
UniRef90_N1ZMX5|unclassified,32.0,unclassified
UniRef90_V2RJ47|g__Mucispirillum.s__Mucispirillum_schaedleri,32.0,g__Mucispirillum.s__Mucispirillum_schaedleri
UniRef90_A7B8Q3|unclassified,31.813093778699997,unclassified
UniRef90_H4EII2|unclassified,31.5545094431,unclassified
UniRef90_B7R8V4|unclassified,31.5097215004,unclassified
UniRef90_K5ZUC5|g__Parabacteroides.s__Parabacteroides_goldsteinii,31.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZYD5|g__Parabacteroides.s__Parabacteroides_goldsteinii,31.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZYR5|g__Parabacteroides.s__Parabacteroides_goldsteinii,31.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_N1ZMZ3|unclassified,31.0,unclassified
UniRef90_V2RN16|g__Mucispirillum.s__Mucispirillum_schaedleri,31.0,g__Mucispirillum.s__Mucispirillum_schaedleri
UniRef90_F7Z169|unclassified,30.8003297223,unclassified
UniRef90_A5Z511|unclassified,30.2345897715,unclassified
UniRef90_A6LE84|g__Parabacteroides.s__Parabacteroides_goldsteinii,30.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_A6LEH2|g__Parabacteroides.s__Parabacteroides_goldsteinii,30.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_S4W9Z3|unclassified,29.9831006989,unclassified
UniRef90_K5ZGL6|g__Parabacteroides.s__Parabacteroides_goldsteinii,29.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_V2QGD8|g__Mucispirillum.s__Mucispirillum_schaedleri,29.0,g__Mucispirillum.s__Mucispirillum_schaedleri
UniRef90_Q6QI74|unclassified,28.470285100500003,unclassified
UniRef90_A6LEG5|g__Parabacteroides.s__Parabacteroides_goldsteinii,28.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZLY5|g__Parabacteroides.s__Parabacteroides_goldsteinii,28.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_V2RKV7|g__Mucispirillum.s__Mucispirillum_schaedleri,28.0,g__Mucispirillum.s__Mucispirillum_schaedleri
UniRef90_V2V6I8|unclassified,27.261658024899997,unclassified
UniRef90_A6LBZ5|g__Parabacteroides.s__Parabacteroides_goldsteinii,27.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZD17|g__Parabacteroides.s__Parabacteroides_goldsteinii,27.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_UPI0003607AD2|unclassified,26.321687635500002,unclassified
UniRef90_F0Z1P9|unclassified,26.1164051081,unclassified
UniRef90_K5Z222|g__Parabacteroides.s__Parabacteroides_goldsteinii,26.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZDN3|g__Parabacteroides.s__Parabacteroides_goldsteinii,26.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_K5ZGJ4|g__Parabacteroides.s__Parabacteroides_goldsteinii,26.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_R5DPL5|g__Parabacteroides.s__Parabacteroides_goldsteinii,26.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
UniRef90_A0A032ZLB1|unclassified,25.4821411082,unclassified
UniRef90_E5VL83|unclassified,25.2806523416,unclassified
UniRef90_UPI000203B445|unclassified,25.2121653688,unclassified
UniRef90_F0Z3X8|unclassified,25.086687603,unclassified
UniRef90_Q29R63|unclassified,25.0457078586,unclassified
UniRef90_A6LIG0|g__Parabacteroides.s__Parabacteroides_goldsteinii,25.0,g__Parabacteroides.s__Parabacteroides_goldsteinii
