taxa,reads
g__Aurantimonas.s__Aurantimonas_manganoxydans,2.0
g__Azospirillum.s__Azospirillum_brasilense,1.0
g__Babesia.s__Babesia_bovis,20.0
g__Bacillus.s__Bacillus_alcalophilus,1.0
g__Bacillus.s__Bacillus_anthracis,10.0
g__Bacillus.s__Bacillus_cereus_thuringiensis,2.0
g__Bacillus.s__Bacillus_licheniformis,7.0
g__Bacillus.s__Bacillus_sp_2_A_57_CT2,14.0
g__Bacillus.s__Bacillus_sp_37MA,2.0
g__Bacillus.s__Bacillus_sp_FJAT_13831,3.0
g__Bacillus.s__Bacillus_sp_JC63,4.0
g__Bacillus.s__Bacillus_sp_ZYK,3.0
g__Bacillus.s__Bacillus_subtilis,4.0
g__Bacteroides.s__Bacteroides_caccae,15485.0
g__Bacteroides.s__Bacteroides_coprocola,6373.0
g__Bacteroides.s__Bacteroides_dorei,26.0
g__Bacteroides.s__Bacteroides_finegoldii,1.0
g__Bacteroides.s__Bacteroides_fragilis,13.0
g__Bacteroides.s__Bacteroides_intestinalis,2.0
g__Bacteroides.s__Bacteroides_massiliensis,2.0
g__Bacteroides.s__Bacteroides_nordii,1.0
g__Bacteroides.s__Bacteroides_ovatus,51.0
g__Bacteroides.s__Bacteroides_plebeius,117.0
g__Bacteroides.s__Bacteroides_salyersiae,1.0
g__Bacteroides.s__Bacteroides_sp_1_1_14,1.0
g__Bacteroides.s__Bacteroides_sp_1_1_30,1.0
g__Bacteroides.s__Bacteroides_sp_1_1_6,2.0
g__Bacteroides.s__Bacteroides_sp_2_1_16,10.0
g__Bacteroides.s__Bacteroides_sp_2_1_22,17702.0
g__Bacteroides.s__Bacteroides_sp_2_1_33B,2873.0
g__Bacteroides.s__Bacteroides_sp_2_1_56FAA,1.0
g__Bacteroides.s__Bacteroides_sp_2_1_7,13.0
g__Bacteroides.s__Bacteroides_sp_2_2_4,11.0
g__Bacteroides.s__Bacteroides_sp_3_1_19,7.0
g__Bacteroides.s__Bacteroides_sp_3_1_23,1.0
g__Bacteroides.s__Bacteroides_sp_3_1_33FAA,1333.0
g__Bacteroides.s__Bacteroides_sp_9_1_42FAA,3.0
g__Bacteroides.s__Bacteroides_sp_HPS0048,4.0
g__Bacteroides.s__Bacteroides_stercoris,3.0
g__Bacteroides.s__Bacteroides_thetaiotaomicron,10.0
g__Bacteroides.s__Bacteroides_uniformis,96.0
g__Bacteroides.s__Bacteroides_vulgatus,18.0
g__Barnesiella.s__Barnesiella_intestinihominis,1197.0
g__Bifidobacterium.s__Bifidobacterium_breve,4.0
g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum,3.0
g__Blattabacterium.s__Blattabacterium_sp_Nauphoeta_cinerea,32.0
g__Blautia.s__Blautia_hansenii,36.0
g__Blautia.s__Blautia_hydrogenotrophica,3.0
g__Blautia.s__Blautia_producta,2516.0
g__Blautia.s__Blautia_sp_KLE_1732,5.0
g__Blautia.s__Ruminococcus_gnavus,456.0
g__Blautia.s__Ruminococcus_obeum,3297.0
g__Blautia.s__Ruminococcus_torques,1282.0
g__Bordetella.s__Bordetella_pertussis,1.0
g__Bordetella.s__Bordetella_sp_FB_8,1.0
g__Brachyspira.s__Brachyspira_innocens,1.0
g__Bradyrhizobium.s__Bradyrhizobium_diazoefficiens,26.0
g__Bradyrhizobium.s__Bradyrhizobium_elkanii,12.0
g__Bradyrhizobium.s__Bradyrhizobium_japonicum,24.0
g__Bradyrhizobium.s__Bradyrhizobium_oligotrophicum,1.0
g__Bradyrhizobium.s__Bradyrhizobium_sp,4.0
g__Bradyrhizobium.s__Bradyrhizobium_sp_BTAi1,1.0
g__Bradyrhizobium.s__Bradyrhizobium_sp_CCGE_LA001,3.0
g__Bradyrhizobium.s__Bradyrhizobium_sp_DFCI_1,17.0
g__Bradyrhizobium.s__Bradyrhizobium_sp_ORS_278,5.0
g__Bradyrhizobium.s__Bradyrhizobium_sp_ORS_285,1.0
g__Bradyrhizobium.s__Bradyrhizobium_sp_S23321,6.0
g__Bradyrhizobium.s__Bradyrhizobium_sp_STM_3843,5.0
g__Bradyrhizobium.s__Bradyrhizobium_sp_WSM1253,3.0
g__Bradyrhizobium.s__Bradyrhizobium_sp_WSM471,32.0
g__Bradyrhizobium.s__Bradyrhizobium_sp_YR681,4.0
g__Brevundimonas.s__Brevundimonas_diminuta,3.0
g__Brucella.s__Brucella_ceti,1.0
g__Brucella.s__Brucella_sp_F5_99,1.0
g__Brucella.s__Brucella_suis,1.0
g__Burkholderia.s__Burkholderia_multivorans,8.0
g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47,1.0
g__Burkholderiales_noname.s__Burkholderiales_bacterium_JOSHI_001,2.0
g__Butyricicoccus.s__Butyricicoccus_pullicaecorum,2.0
g__Butyrivibrio.s__Butyrivibrio_sp_XPD2006,1.0
g__Caldalkalibacillus.s__Caldalkalibacillus_thermarum,10.0
g__Caldanaerobacter.s__Caldanaerobacter_subterraneus,26.0
g__Campylobacter.s__Campylobacter_coli,3.0
g__Campylobacter.s__Campylobacter_jejuni,1.0
g__Candidatus_Phytoplasma.s__Candidatus_Phytoplasma_australiense,1.0
g__Candidatus_Saccharibacteria_noname.s__candidate_division_TM7_single_cell_isolate_TM7c,2.0
g__Carnobacterium.s__Carnobacterium_maltaromaticum,2223.0
g__Caulobacter.s__Caulobacter_segnis,1.0
g__Caulobacter.s__Caulobacter_sp_AP07,1.0
g__Caulobacter.s__Caulobacter_sp_JGI_0001013_D04,2.0
g__Caulobacter.s__Caulobacter_vibrioides,14.0
g__Centipeda.s__Centipeda_periodontii,1.0
g__Chelatococcus.s__Chelatococcus_sp_GW1,1.0
g__Chlamydia.s__Chlamydia_pneumoniae,1.0
g__Chlamydia.s__Chlamydia_psittaci,234.0
g__Chryseobacterium.s__Chryseobacterium_taeanense,2.0
g__Chthoniobacter.s__Chthoniobacter_flavus,1.0
g__Citricoccus.s__Citricoccus_sp_CH26A,1.0
g__Clavispora.s__Clavispora_lusitaniae,2.0
g__Clostridiales_noname.s__Clostridiales_bacterium_1_7_47FAA,107.0
g__Clostridium.s__Clostridium_asparagiforme,3.0
g__Clostridium.s__Clostridium_bolteae,724.0
g__Clostridium.s__Clostridium_botulinum,895.0
g__Clostridium.s__Clostridium_butyricum,1.0
g__Clostridium.s__Clostridium_cellulovorans,1.0
g__Clostridium.s__Clostridium_clostridioforme,855.0
g__Clostridium.s__Clostridium_hathewayi,4.0
g__Clostridium.s__Clostridium_hylemonae,1.0
g__Clostridium.s__Clostridium_leptum,41.0
g__Clostridium.s__Clostridium_papyrosolvens,15.0
g__Clostridium.s__Clostridium_perfringens,4.0
g__Clostridium.s__Clostridium_scindens,220.0
g__Clostridium.s__Clostridium_sp_ASF356,5538.0
g__Clostridium.s__Clostridium_sp_BL8,16.0
g__Clostridium.s__Clostridium_sp_D5,4.0
g__Clostridium.s__Clostridium_sp_KLE_1755,2.0
g__Clostridium.s__Clostridium_sp_L2_50,257.0
g__Clostridium.s__Clostridium_sp_M62_1,130.0
g__Clostridium.s__Clostridium_sp_MSTE9,1.0
g__Clostridium.s__Clostridium_sp_SS2_1,389.0
g__Clostridium.s__Clostridium_sp_SY8519,21.0
g__Clostridium.s__Clostridium_symbiosum,1.0
g__Clostridium.s__Clostridium_tetani,1.0
g__Clostridium.s__Clostridium_thermocellum,6.0
g__Collinsella.s__Collinsella_aerofaciens,1.0
g__Comamonas.s__Comamonas_testosteroni,3.0
g__Coprobacter.s__Coprobacter_fastidiosus,5165.0
g__Coprococcus.s__Coprococcus_comes,2.0
g__Coprococcus.s__Coprococcus_eutactus,214.0
g__Corynebacterium.s__Corynebacterium_accolens,4.0
g__Corynebacterium.s__Corynebacterium_efficiens,2.0
g__Corynebacterium.s__Corynebacterium_glucuronolyticum,1.0
g__Corynebacterium.s__Corynebacterium_kroppenstedtii,4.0
g__Corynebacterium.s__Corynebacterium_matruchotii,2.0
g__Corynebacterium.s__Corynebacterium_pseudogenitalium,3.0
g__Corynebacterium.s__Corynebacterium_sp_KPL1817,1.0
g__Corynebacterium.s__Corynebacterium_sp_KPL1856,1.0
g__Coxiella.s__Coxiella_burnetii,31.0
g__Cupriavidus.s__Cupriavidus_basilensis,1.0
g__Cupriavidus.s__Cupriavidus_sp_HPC_L,1.0
g__Cupriavidus.s__Cupriavidus_sp_UYPR2_512,1.0
g__Cupriavidus.s__Cupriavidus_taiwanensis,2.0
g__Curtobacterium.s__Curtobacterium_flaccumfaciens,1.0
g__Curvibacter.s__Curvibacter_lanceolatus,13.0
g__Dechloromonas.s__Dechloromonas_aromatica,22.0
g__Desulfobacca.s__Desulfobacca_acetoxidans,1.0
g__Dictyostelium.s__Dictyostelium_purpureum,1.0
g__Dorea.s__Dorea_formicigenerans,7.0
g__Dorea.s__Dorea_longicatena,185.0
g__Dorea.s__Dorea_sp_5_2,10.0
g__Duganella.s__Duganella_zoogloeoides,6.0
g__Enterobacter.s__Enterobacter_cloacae,2.0
g__Enterococcus.s__Enterococcus_avium,1.0
g__Enterococcus.s__Enterococcus_casseliflavus,4.0
g__Enterococcus.s__Enterococcus_cecorum,19.0
g__Enterococcus.s__Enterococcus_faecalis,528.0
g__Enterococcus.s__Enterococcus_faecium,19.0
g__Enterococcus.s__Enterococcus_mundtii,2.0
g__Enterococcus.s__Enterococcus_raffinosus,5.0
g__Erysipelothrix.s__Erysipelothrix_rhusiopathiae,5.0
g__Erythrobacter.s__Erythrobacter_sp_NAP1,2.0
g__Escherichia.s__Escherichia_coli,72.0
g__Escherichia.s__Escherichia_fergusonii,4.0
g__Escherichia.s__Escherichia_sp_1_1_43,33.0
g__Escherichia.s__Escherichia_sp_3_2_53FAA,21.0
g__Escherichia.s__Escherichia_sp_4_1_40B,35.0
g__Escherichia.s__Escherichia_sp_TW09231,2.0
g__Escherichia.s__Escherichia_sp_TW09276,1.0
g__Escherichia.s__Escherichia_sp_TW10509,3.0
g__Escherichia.s__Escherichia_sp_TW11588,2.0
g__Eubacterium.s__Eubacterium_hallii,36.0
g__Eubacterium.s__Eubacterium_limosum,1.0
g__Eubacterium.s__Eubacterium_ramulus,3.0
g__Eubacterium.s__Eubacterium_sp_14_2,1981.0
g__Eubacterium.s__Eubacterium_ventriosum,557.0
g__Faecalibacterium.s__Faecalibacterium_prausnitzii,59.0
g__Finegoldia.s__Finegoldia_magna,6.0
g__Flavobacteriia_noname.s__Flavobacteria_bacterium_MS024_2A,47.0
g__Flavobacteriia_noname.s__Flavobacteria_bacterium_MS024_3C,47.0
g__Flavobacterium.s__Flavobacterium_frigoris,5.0
g__Flavobacterium.s__Flavobacterium_sp_WG21,1.0
g__Fusobacterium.s__Fusobacterium_nucleatum,9.0
g__Granulibacter.s__Granulibacter_bethesdensis,4.0
g__Haemophilus.s__Haemophilus_parasuis,3.0
g__Halomonas.s__Halomonas_boliviensis,1.0
g__Halomonas.s__Halomonas_titanicae,2.0
g__Helicobacter.s__Helicobacter_bizzozeronii,1.0
g__Helicobacter.s__Helicobacter_pylori,5.0
g__Heliobacterium.s__Heliobacterium_modesticaldum,80.0
g__Herbaspirillum.s__Herbaspirillum_sp_GW103,3.0
g__Herminiimonas.s__Herminiimonas_arsenicoxydans,1.0
g__Hoeflea.s__Hoeflea_sp_108,1.0
g__Holophaga.s__Holophaga_foetida,1.0
g__Hydrogenivirga.s__Hydrogenivirga_sp_128_5_R1_1,1.0
g__Hydrogenophaga.s__Hydrogenophaga_sp_PBC,1.0
g__Ideonella.s__Ideonella_sp_B508_1,3.0
g__Janthinobacterium.s__Janthinobacterium_sp_CG3,4.0
g__Janthinobacterium.s__Janthinobacterium_sp_HH01,2.0
g__Kineococcus.s__Kineococcus_radiotolerans,1.0
g__Kineosphaera.s__Kineosphaera_limosa,1.0
g__Klebsiella.s__Klebsiella_oxytoca,1.0
g__Klebsiella.s__Klebsiella_pneumoniae,5.0
g__Klebsiella.s__Klebsiella_sp_MS_92_3,1.0
g__Kocuria.s__Kocuria_rhizophila,4.0
g__Laccaria.s__Laccaria_bicolor,3.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_4_56FAA,1.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_4_1_37FAA,14.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_57FAA,1.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_6_1_63FAA,14.0
g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_9_1_43BFAA,2.0
g__Lactobacillus.s__Lactobacillus_animalis,35.0
g__Lactobacillus.s__Lactobacillus_brevis,5.0
g__Lactobacillus.s__Lactobacillus_casei_paracasei,17.0
g__Lactobacillus.s__Lactobacillus_crispatus,248.0
g__Lactobacillus.s__Lactobacillus_fermentum,11.0
g__Lactobacillus.s__Lactobacillus_gasseri,1.0
g__Lactobacillus.s__Lactobacillus_jensenii,104.0
g__Lactobacillus.s__Lactobacillus_murinus,551.0
g__Lactobacillus.s__Lactobacillus_plantarum,3.0
g__Lactobacillus.s__Lactobacillus_reuteri,16.0
g__Lactobacillus.s__Lactobacillus_rhamnosus,6.0
g__Lactobacillus.s__Lactobacillus_salivarius,5.0
g__Lactobacillus.s__Lactobacillus_vaginalis,1.0
g__Legionella.s__Legionella_pneumophila,2.0
g__Leptonema.s__Leptonema_illini,1.0
g__Leptosphaeria.s__Leptosphaeria_maculans,126.0
g__Leptospira.s__Leptospira_interrogans,1.0
g__Leptospira.s__Leptospira_weilii,1.0
g__Leptothrix.s__Leptothrix_cholodnii,19.0
g__Leptotrichia.s__Leptotrichia_hofstadii,3.0
g__Leucobacter.s__Leucobacter_salsicius,2.0
g__Limnohabitans.s__Limnohabitans_sp_Rim28,3.0
g__Limnohabitans.s__Limnohabitans_sp_Rim47,1.0
g__Listeria.s__Listeria_grayi,5.0
g__Listeria.s__Listeria_innocua,240.0
g__Listeria.s__Listeria_monocytogenes,33.0
g__Malassezia.s__Malassezia_globosa,2.0
g__Marvinbryantia.s__Marvinbryantia_formatexigens,3.0
g__Massilia.s__Massilia_niastensis,1.0
g__Mesorhizobium.s__Mesorhizobium_amorphae,5.0
g__Mesorhizobium.s__Mesorhizobium_australicum,5.0
g__Mesorhizobium.s__Mesorhizobium_ciceri,5.0
g__Mesorhizobium.s__Mesorhizobium_loti,69.0
g__Mesorhizobium.s__Mesorhizobium_metallidurans,7.0
g__Mesorhizobium.s__Mesorhizobium_opportunistum,3.0
g__Methylibium.s__Methylibium_petroleiphilum,20.0
g__Methylobacterium.s__Methylobacterium_mesophilicum,3.0
g__Methylobacterium.s__Methylobacterium_populi,13.0
g__Methylococcus.s__Methylococcus_capsulatus,1.0
g__Methylocystis.s__Methylocystis_parvus,1.0
g__Methylophilus.s__Methylophilus_methylotrophus,2.0
g__Methylopila.s__Methylopila_sp_M107,1.0
g__Methylotenera.s__Methylotenera_versatilis,1.0
g__Methyloversatilis.s__Methyloversatilis_sp_NVD,1.0
g__Methyloversatilis.s__Methyloversatilis_universalis,1.0
g__Microbacterium.s__Microbacterium_barkeri,1.0
g__Microbacterium.s__Microbacterium_laevaniformans,10.0
g__Microbacterium.s__Microbacterium_sp_oral_taxon_186,1.0
g__Micrococcus.s__Micrococcus_luteus,41.0
g__Mucispirillum.s__Mucispirillum_schaedleri,1413.0
g__Myceliophthora.s__Myceliophthora_thermophila,72.0
g__Mycobacterium.s__Mycobacterium_abscessus,1.0
g__Mycobacterium.s__Mycobacterium_colombiense,2.0
g__Mycobacterium.s__Mycobacterium_smegmatis,1.0
g__Naumovozyma.s__Naumovozyma_dairenensis,4.0
g__Neisseria.s__Neisseria_macacae,1.0
g__Neisseria.s__Neisseria_mucosa,1.0
g__Neisseria.s__Neisseria_sicca,1.0
g__Nitratireductor.s__Nitratireductor_pacificus,1.0
g__Nitrobacter.s__Nitrobacter_hamburgensis,1.0
g__Nocardia.s__Nocardia_sp_BMG111209,2.0
g__Novosphingobium.s__Novosphingobium_aromaticivorans,3.0
g__Novosphingobium.s__Novosphingobium_lindaniclasticum,2.0
g__Novosphingobium.s__Novosphingobium_nitrogenifigens,2.0
g__Novosphingobium.s__Novosphingobium_sp_PP1Y,2.0
g__Ochrobactrum.s__Ochrobactrum_sp_EGD_AQ16,2.0
g__Opitutaceae_noname.s__Opitutaceae_bacterium_TAV1,6.0
g__Opitutaceae_noname.s__Opitutaceae_bacterium_TAV5,7.0
g__Paenibacillus.s__Paenibacillus_lactis,8.0
g__Paenibacillus.s__Paenibacillus_sp_Aloe_11,3.0
g__Paenibacillus.s__Paenibacillus_sp_HGF7,1.0
g__Paenibacillus.s__Paenibacillus_sp_oral_taxon_786,25.0
g__Parabacteroides.s__Parabacteroides_distasonis,99.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,11352.0
g__Parabacteroides.s__Parabacteroides_johnsonii,1847.0
g__Parabacteroides.s__Parabacteroides_merdae,2612.0
g__Parabacteroides.s__Parabacteroides_sp_20_3,11.0
g__Parabacteroides.s__Parabacteroides_sp_ASF519,14816.0
g__Parabacteroides.s__Parabacteroides_sp_D13,176.0
g__Parabacteroides.s__Parabacteroides_sp_D25,2.0
g__Paracoccidioides.s__Paracoccidioides_sp_lutzii,1.0
g__Paraprevotella.s__Paraprevotella_clara,6.0
g__Parvimonas.s__Parvimonas_micra,13.0
g__Pedosphaera.s__Pedosphaera_parvula,2.0
g__Peptoniphilus.s__Peptoniphilus_harei,1.0
g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii,107.0
g__Peptostreptococcaceae_noname.s__Clostridium_difficile,2.0
g__Peptostreptococcaceae_noname.s__Clostridium_hiranonis,3.0
g__Peptostreptococcaceae_noname.s__Clostridium_sordellii,6.0
g__Perkinsus.s__Perkinsus_marinus,80.0
g__Phenylobacterium.s__Phenylobacterium_zucineum,4.0
g__Plasmodium.s__Plasmodium_berghei,40.0
g__Plasmodium.s__Plasmodium_chabaudi,4.0
g__Plasmodium.s__Plasmodium_yoelii,41.0
g__Polaromonas.s__Polaromonas_naphthalenivorans,2.0
g__Polaromonas.s__Polaromonas_sp_CF318,4.0
g__Polynucleobacter.s__Polynucleobacter_necessarius,3.0
g__Porphyromonas.s__Porphyromonas_cansulci,1.0
g__Porphyromonas.s__Porphyromonas_crevioricanis,2.0
g__Porphyromonas.s__Porphyromonas_gingivalis,37.0
g__Prevotella.s__Prevotella_amnii,7.0
g__Prevotella.s__Prevotella_histicola,638.0
g__Prevotella.s__Prevotella_nigrescens,1.0
g__Prevotella.s__Prevotella_oris,7.0
g__Prevotella.s__Prevotella_sp_oral_taxon_317,2.0
g__Prevotella.s__Prevotella_veroralis,12.0
g__Propionibacterium.s__Propionibacterium_acnes,68.0
g__Propionibacterium.s__Propionibacterium_granulosum,1.0
g__Propionibacterium.s__Propionibacterium_humerusii,6.0
g__Propionibacterium.s__Propionibacterium_sp_409_HC1,10.0
g__Propionibacterium.s__Propionibacterium_sp_434_HC2,10.0
g__Propionibacterium.s__Propionibacterium_sp_5_U_42AFAA,8.0
g__Propionibacterium.s__Propionibacterium_sp_CC003_HC2,9.0
g__Propionibacterium.s__Propionibacterium_sp_KPL1847,13.0
g__Propionibacterium.s__Propionibacterium_sp_KPL1849,22.0
g__Propionibacterium.s__Propionibacterium_sp_KPL1854,5.0
g__Propionibacterium.s__Propionibacterium_sp_KPL2003,8.0
g__Propionibacterium.s__Propionibacterium_sp_KPL2008,10.0
g__Propionibacterium.s__Propionibacterium_sp_KPL2009,9.0
g__Pseudoalteromonas.s__Pseudoalteromonas_citrea,1.0
g__Pseudoalteromonas.s__Pseudoalteromonas_luteoviolacea,1.0
g__Pseudoflavonifractor.s__Pseudoflavonifractor_capillosus,20.0
g__Pseudomonas.s__Pseudomonas_aeruginosa,1.0
g__Pseudomonas.s__Pseudomonas_brassicacearum,2.0
g__Pseudomonas.s__Pseudomonas_fluorescens,22.0
g__Pseudomonas.s__Pseudomonas_fragi,1.0
g__Pseudomonas.s__Pseudomonas_fulva,3.0
g__Pseudomonas.s__Pseudomonas_fuscovaginae,4.0
g__Pseudomonas.s__Pseudomonas_mosselii,1.0
g__Pseudomonas.s__Pseudomonas_pseudoalcaligenes,1.0
g__Pseudomonas.s__Pseudomonas_putida,3.0
g__Pseudomonas.s__Pseudomonas_resinovorans,5.0
g__Pseudomonas.s__Pseudomonas_sp_CFII64,13.0
g__Pseudomonas.s__Pseudomonas_sp_CMAA1215,4.0
g__Pseudomonas.s__Pseudomonas_sp_Chol1,2.0
g__Pseudomonas.s__Pseudomonas_sp_GM21,3.0
g__Pseudomonas.s__Pseudomonas_sp_GM60,9.0
g__Pseudomonas.s__Pseudomonas_sp_PAMC_25886,1.0
g__Pseudomonas.s__Pseudomonas_sp_PAMC_26793,9.0
g__Pseudomonas.s__Pseudomonas_stutzeri,1.0
g__Pseudomonas.s__Pseudomonas_syringae,5.0
g__Pseudomonas.s__Pseudomonas_tolaasii,1.0
g__Pseudonocardia.s__Pseudonocardia_sp_P2,28.0
g__Pseudoramibacter.s__Pseudoramibacter_alactolyticus,40.0
g__Pseudovibrio.s__Pseudovibrio_sp_JE062,5.0
g__Psychrobacter.s__Psychrobacter_sp_PAMC_21119,3.0
g__Ralstonia.s__Ralstonia_pickettii,1.0
g__Ralstonia.s__Ralstonia_solanacearum,1.0
g__Ralstonia.s__Ralstonia_sp_AU12_08,2.0
g__Ralstonia.s__Ralstonia_sp_PBA,2.0
g__Rhizobium.s__Rhizobium_leguminosarum,1.0
g__Rhizobium.s__Rhizobium_sp_2MFCol3_1,1.0
g__Rhizobium.s__Rhizobium_sp_CF142,1.0
g__Rhodobacter.s__Rhodobacter_sphaeroides,1.0
g__Rhodococcus.s__Rhodococcus_erythropolis,3.0
g__Rhodococcus.s__Rhodococcus_opacus,78.0
g__Rhodococcus.s__Rhodococcus_wratislaviensis,180.0
g__Rhodopirellula.s__Rhodopirellula_europaea,1.0
g__Rhodopseudomonas.s__Rhodopseudomonas_palustris,8.0
g__Rhodospirillales_noname.s__Reyranella_massiliensis,4.0
g__Rhodospirillum.s__Rhodospirillum_photometricum,4.0
g__Rickettsia.s__Rickettsia_prowazekii,7.0
g__Roseburia.s__Roseburia_intestinalis,2.0
g__Rothia.s__Rothia_dentocariosa,1.0
g__Rubrivivax.s__Rubrivivax_benzoatilyticus,1.0
g__Rubrivivax.s__Rubrivivax_gelatinosus,2.0
g__Rudaea.s__Rudaea_cellulosilytica,1.0
g__Ruminococcus.s__Ruminococcus_lactaris,135.0
g__Ruminococcus.s__Ruminococcus_sp,1.0
g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA,7.0
g__Salinisphaera.s__Salinisphaera_shabanensis,1.0
g__Salmonella.s__Salmonella_bongori,1.0
g__Salmonella.s__Salmonella_enterica,7.0
g__Scheffersomyces.s__Scheffersomyces_stipitis,3.0
g__Schlesneria.s__Schlesneria_paludicola,2.0
g__Selenomonas.s__Selenomonas_sp_oral_taxon_149,1.0
g__Serratia.s__Serratia_liquefaciens,1.0
g__Serratia.s__Serratia_plymuthica,2.0
g__Serratia.s__Serratia_proteamaculans,1.0
g__Serratia.s__Serratia_sp_AS12,3.0
g__Serratia.s__Serratia_sp_AS13,2.0
g__Shewanella.s__Shewanella_decolorationis,1.0
g__Shigella.s__Shigella_boydii,14.0
g__Shigella.s__Shigella_dysenteriae,3.0
g__Shigella.s__Shigella_flexneri,11.0
g__Shigella.s__Shigella_sonnei,11.0
g__Shigella.s__Shigella_sp_D9,16.0
g__Singularimonas.s__Singularimonas_variicoloris,2.0
g__Sinorhizobium.s__Sinorhizobium_fredii,2.0
g__Sinorhizobium.s__Sinorhizobium_meliloti,5.0
g__Sorangium.s__Sorangium_cellulosum,1.0
g__Sordaria.s__Sordaria_macrospora,6.0
g__Sphingobacterium.s__Sphingobacterium_spiritivorum,1.0
g__Sphingobium.s__Sphingobium_sp_YL23,3.0
g__Sphingobium.s__Sphingobium_ummariense,2.0
g__Sphingobium.s__Sphingobium_xenophagum,1.0
g__Sphingomonas.s__Sphingomonas_elodea,7.0
g__Sphingomonas.s__Sphingomonas_sp_ATCC_31555,2.0
g__Sphingomonas.s__Sphingomonas_sp_KC8,1.0
g__Sphingomonas.s__Sphingomonas_sp_PAMC_26605,1.0
g__Sphingomonas.s__Sphingomonas_sp_PAMC_26617,3.0
g__Sphingomonas.s__Sphingomonas_sp_PAMC_26621,1.0
g__Sphingomonas.s__Sphingomonas_sp_S17,1.0
g__Sphingopyxis.s__Sphingopyxis_sp_MC1,1.0
g__Staphylococcus.s__Staphylococcus_aureus,49.0
g__Staphylococcus.s__Staphylococcus_epidermidis,12.0
g__Staphylococcus.s__Staphylococcus_hominis,2.0
