taxa,RPK,percentage_rpk
UNMAPPED,1088422.0,79.41805053203254
g__Parabacteroides.s__Parabacteroides_goldsteinii,13618.0,0.9936541269335047
unclassified,268457.00000001263,19.58829534103396
